parameter	value	se_sa	rse_sa
rhoS_pop	0.61657570059548150	0.04628670558964956	7.50705964327598441
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	1.21997180132777827	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.55092518856901218	0.06185482264787229	11.22744501999185474
omega_rhoS	0.11888255210406685	0.03367775501318346	28.32859357166456249
omega_deltaSC	0.32797371121747138	0.19198829765920769	58.53770930192173694
omega_deltaCB	0.20966138855331154	0.12544021206824621	59.82990618053164411
omega_rhoB	0.13127405034666481	0.05754830070768600	43.83829138791259084
b1	0.16432496871271030	0.02174760721955075	13.23451170562651669
b2	0.21796625275559345	0.02942969915570798	13.50195215252318626
b3	0.28230592966806950	0.04979475873840245	17.63858052749734284
