rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.612105	-0.391205	3.630077	-0.281419	0.009324	0.282577
2	AG111	0.584752	-0.330182	3.630077	0.137349	0.158029	0.282577
3	AG111	0.619908	-0.495337	3.630077	-0.099613	0.102491	0.282577
4	AG111	0.574616	-0.322579	3.630077	-0.117066	-0.038155	0.282577
5	AG111	0.638921	-0.655299	3.630077	-0.050909	0.064707	0.282577
6	AG111	0.618612	-0.406410	3.630077	-0.057285	0.117608	0.282577
7	AG111	0.588573	-0.106979	3.630077	-0.051146	0.185243	0.282577
8	AG111	0.600863	-0.217798	3.630077	0.135035	0.182556	0.282577
9	AG111	0.610506	-0.511896	3.630077	-0.123842	-0.058336	0.282577
10	AG111	0.616788	-0.501257	3.630077	-0.201126	-0.000694	0.282577
1	AG112	0.784905	0.044788	3.630077	0.129670	0.027577	0.282577
2	AG112	0.785397	-0.184964	3.630077	0.010514	-0.081934	0.282577
3	AG112	0.759597	0.373436	3.630077	0.052447	0.052893	0.282577
4	AG112	0.800258	-0.215886	3.630077	-0.102242	-0.084738	0.282577
5	AG112	0.771296	-0.277108	3.630077	0.211670	-0.035277	0.282577
6	AG112	0.746222	0.219083	3.630077	0.094507	0.010692	0.282577
7	AG112	0.732013	0.023176	3.630077	-0.102558	-0.152422	0.282577
8	AG112	0.762179	-0.130914	3.630077	0.112476	-0.044661	0.282577
9	AG112	0.749009	0.155162	3.630077	0.197690	-0.034987	0.282577
10	AG112	0.746588	0.213370	3.630077	-0.031217	-0.040334	0.282577
1	AG139	0.583216	0.034712	3.630077	0.054687	-0.022684	0.282577
2	AG139	0.530396	0.101487	3.630077	0.183124	0.000894	0.282577
3	AG139	0.550567	-0.190075	3.630077	-0.045335	0.049778	0.282577
4	AG139	0.545568	0.159742	3.630077	0.050219	0.051249	0.282577
5	AG139	0.613025	0.197171	3.630077	-0.079134	0.138679	0.282577
6	AG139	0.564951	-0.116275	3.630077	-0.181189	-0.043975	0.282577
7	AG139	0.604347	0.121181	3.630077	0.115273	0.120270	0.282577
8	AG139	0.556830	0.064389	3.630077	0.066577	0.035190	0.282577
9	AG139	0.579530	0.118343	3.630077	-0.137482	-0.004132	0.282577
10	AG139	0.588383	0.167050	3.630077	-0.159410	0.063822	0.282577
1	AG142	0.738189	0.132769	3.630077	-0.115913	-0.016987	0.282577
2	AG142	0.740609	0.288048	3.630077	0.107961	0.037179	0.282577
3	AG142	0.738825	0.385806	3.630077	-0.144595	-0.064963	0.282577
4	AG142	0.762755	0.569533	3.630077	-0.025173	0.054552	0.282577
5	AG142	0.761936	0.459079	3.630077	0.123685	0.108447	0.282577
6	AG142	0.740866	0.402847	3.630077	-0.007771	0.017143	0.282577
7	AG142	0.763600	0.282101	3.630077	0.019201	0.041608	0.282577
8	AG142	0.779802	0.335864	3.630077	0.094157	0.155875	0.282577
9	AG142	0.737792	0.283085	3.630077	0.077139	0.033460	0.282577
10	AG142	0.760138	0.310924	3.630077	0.106240	0.085712	0.282577
1	GD14	0.652407	-0.144950	3.630077	0.066667	-0.064097	0.282577
2	GD14	0.638947	-0.029863	3.630077	0.101601	-0.052366	0.282577
3	GD14	0.643678	-0.166246	3.630077	0.124444	-0.064894	0.282577
4	GD14	0.611123	-0.228982	3.630077	0.047659	-0.093694	0.282577
5	GD14	0.635256	0.096860	3.630077	-0.122543	-0.110063	0.282577
6	GD14	0.621902	0.031891	3.630077	-0.002077	-0.118800	0.282577
7	GD14	0.653751	0.054582	3.630077	-0.014794	-0.055653	0.282577
8	GD14	0.615546	-0.146669	3.630077	0.082325	-0.071716	0.282577
9	GD14	0.597444	0.014072	3.630077	-0.146324	-0.231838	0.282577
10	GD14	0.614658	-0.286644	3.630077	0.063983	-0.136950	0.282577
1	GD15	0.583983	-0.064907	3.630077	-0.164640	0.000825	0.282577
2	GD15	0.621122	0.103014	3.630077	0.326971	0.074932	0.282577
3	GD15	0.562922	-0.261745	3.630077	-0.035252	-0.018580	0.282577
4	GD15	0.580012	0.052919	3.630077	0.059531	0.022593	0.282577
5	GD15	0.644630	0.041239	3.630077	-0.263750	-0.009211	0.282577
6	GD15	0.624827	-0.061867	3.630077	-0.066734	0.024289	0.282577
7	GD15	0.608189	-0.194455	3.630077	-0.042704	-0.020745	0.282577
8	GD15	0.585503	-0.011141	3.630077	-0.089146	0.070814	0.282577
9	GD15	0.636135	-0.057646	3.630077	-0.032269	0.187187	0.282577
10	GD15	0.614252	0.136705	3.630077	-0.042037	0.009871	0.282577
1	GD16	0.402156	-0.072146	3.630077	0.018863	0.057501	0.282577
2	GD16	0.381942	0.165633	3.630077	-0.112262	0.173954	0.282577
3	GD16	0.400404	-0.222214	3.630077	-0.078246	0.163100	0.282577
4	GD16	0.340528	0.091036	3.630077	0.133121	0.095660	0.282577
5	GD16	0.328671	0.162874	3.630077	-0.009279	0.114964	0.282577
6	GD16	0.372085	0.084614	3.630077	0.079885	0.136027	0.282577
7	GD16	0.393959	0.183081	3.630077	-0.008147	0.108693	0.282577
8	GD16	0.387228	-0.112480	3.630077	-0.105969	0.069393	0.282577
9	GD16	0.375519	-0.050218	3.630077	-0.128079	0.047048	0.282577
10	GD16	0.381068	0.112516	3.630077	-0.381147	0.069841	0.282577
