rep	id	eta_rhoS	eta_deltaSC	eta_rhoC	eta_deltaCB	eta_rhoB
1	AG111	-0.030187	-0.145284	-0.073115	0.003495	-0.042164
2	AG111	-0.004842	-0.247735	-0.037526	-0.019032	-0.149136
3	AG111	-0.054839	-0.047715	0.070382	-0.001974	0.117986
4	AG111	0.006309	-0.055937	0.132518	0.031487	-0.245769
5	AG111	-0.039053	-0.046287	0.029618	0.009320	-0.274964
6	AG111	-0.024553	0.140390	-0.059486	0.032086	-0.103597
7	AG111	-0.017975	-0.066359	-0.053105	0.014338	-0.071587
8	AG111	-0.030244	-0.388710	-0.002799	0.031155	0.033855
9	AG111	0.062068	-0.326698	-0.059170	-0.001032	0.010934
10	AG111	0.001213	-0.031285	0.050184	-0.005234	-0.209829
1	AG112	0.116880	0.170864	0.087807	0.011665	0.186826
2	AG112	0.099632	0.061864	-0.008718	0.007956	0.214492
3	AG112	0.129510	-0.024929	0.052750	-0.004789	-0.062928
4	AG112	0.105630	0.092647	0.096896	0.024325	0.091342
5	AG112	0.125832	-0.197124	0.027832	-0.019806	0.109246
6	AG112	0.148229	0.068800	-0.013906	-0.002752	0.088737
7	AG112	0.137294	-0.203188	0.031862	-0.016708	0.033921
8	AG112	0.165636	0.012431	0.069018	0.008657	-0.056640
9	AG112	0.177733	0.135043	-0.050636	0.023248	0.051163
10	AG112	0.172684	-0.116273	-0.039188	0.009802	-0.037189
1	AG139	-0.027255	-0.109082	0.108377	-0.040502	0.003654
2	AG139	-0.038230	-0.203348	0.052428	-0.011788	0.134543
3	AG139	-0.049471	0.135331	0.067764	0.024317	0.054099
4	AG139	-0.027793	0.104928	-0.033707	-0.000141	0.043879
5	AG139	-0.033682	-0.032192	0.035487	0.010332	0.014960
6	AG139	-0.055701	0.113145	-0.012482	-0.001389	0.048069
7	AG139	-0.009413	0.027343	0.022922	0.004403	0.097276
8	AG139	-0.065731	0.153124	0.067969	0.017057	0.006792
9	AG139	-0.087230	-0.009549	0.049050	0.001912	-0.029250
10	AG139	-0.000459	-0.041709	-0.012008	0.018581	0.015844
1	AG142	0.104728	0.314766	0.121820	0.037317	0.011916
2	AG142	0.108221	0.339387	0.117601	-0.005334	-0.092170
3	AG142	0.168861	0.284489	0.025775	0.007148	-0.036406
4	AG142	0.108666	0.091033	0.005400	-0.029759	-0.077420
5	AG142	0.141821	0.141798	-0.016960	-0.005636	0.058810
6	AG142	0.128783	0.434857	0.073431	0.021241	-0.060669
7	AG142	0.105516	0.403170	-0.026575	0.022033	-0.107576
8	AG142	0.143171	0.028178	0.029403	0.011790	0.051872
9	AG142	0.182260	0.314467	0.013270	0.031484	-0.096605
10	AG142	0.147584	0.128396	0.086934	-0.022277	-0.118612
1	GD14	0.011505	0.051606	-0.114599	0.002330	0.252128
2	GD14	0.011492	-0.091392	0.027428	-0.020920	0.162667
3	GD14	0.019918	-0.071655	0.048254	-0.020288	0.187009
4	GD14	-0.010641	0.130856	-0.082167	-0.019470	0.260577
5	GD14	-0.002734	-0.140776	0.048834	-0.032765	0.294419
6	GD14	0.000408	0.327423	-0.070784	-0.034373	0.077043
7	GD14	0.058058	0.023962	0.012893	-0.030320	0.075809
8	GD14	0.031570	0.162492	-0.067279	-0.032030	0.076607
9	GD14	0.014091	0.126919	0.004814	-0.004202	0.191119
10	GD14	-0.034009	0.078992	0.035177	-0.039119	0.110034
1	GD15	-0.008292	0.133064	-0.011748	0.008397	-0.122921
2	GD15	-0.019264	-0.051729	-0.117367	-0.009037	-0.090186
3	GD15	-0.014685	0.022183	-0.018279	-0.016907	0.036912
4	GD15	-0.031887	-0.033815	-0.057060	-0.010610	-0.043569
5	GD15	0.005022	-0.166515	-0.121574	0.007753	0.071516
6	GD15	0.018676	0.026702	-0.040158	0.009840	-0.091484
7	GD15	-0.013202	0.079972	-0.077928	-0.000331	0.016364
8	GD15	0.012165	0.028041	-0.085792	-0.015589	-0.015071
9	GD15	-0.040358	-0.119611	0.029576	0.008493	-0.105422
10	GD15	0.051760	0.060777	0.065692	0.012245	-0.142168
1	GD16	-0.232141	0.009895	-0.100747	0.023993	-0.092031
2	GD16	-0.243605	0.050954	0.190724	0.046553	0.019609
3	GD16	-0.241900	-0.062671	0.091154	0.010261	-0.018256
4	GD16	-0.192416	-0.153007	-0.061132	-0.036039	-0.075156
5	GD16	-0.234625	-0.014127	0.050094	-0.007512	-0.102786
6	GD16	-0.206438	0.002216	0.065407	-0.017141	-0.203080
7	GD16	-0.227020	0.063708	-0.029489	-0.001896	-0.006113
8	GD16	-0.262073	0.040716	-0.141508	-0.030808	-0.082723
9	GD16	-0.215750	0.082315	0.020591	-0.010654	-0.034470
10	GD16	-0.249466	-0.196469	0.223122	-0.002902	-0.106759
