rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.606989	-0.372587	3.496969	0.000000	0.031832	0.215065
2	AG111	0.632173	0.018411	3.496969	0.000000	0.019359	0.030070
3	AG111	0.548042	0.226784	3.496969	0.000000	0.015160	0.119160
4	AG111	0.595857	-0.069689	3.496969	0.000000	-0.000690	0.180557
5	AG111	0.624775	-0.139796	3.496969	0.000000	0.002745	-0.006880
6	AG111	0.612935	-0.391658	3.496969	0.000000	-0.032726	0.066183
7	AG111	0.602240	-0.381807	3.496969	0.000000	-0.005556	0.236201
8	AG111	0.589182	-0.335526	3.496969	0.000000	-0.012065	0.243662
9	AG111	0.595826	-0.409346	3.496969	0.000000	-0.009739	0.195762
10	AG111	0.613803	-0.151189	3.496969	0.000000	-0.026323	0.290448
1	AG112	0.729835	0.123237	3.496969	0.000000	0.011107	0.263662
2	AG112	0.751273	-0.078114	3.496969	0.000000	-0.008747	0.374519
3	AG112	0.771044	-0.184626	3.496969	0.000000	-0.016778	0.260229
4	AG112	0.797463	-0.085963	3.496969	0.000000	0.032406	0.337170
5	AG112	0.763297	0.164176	3.496969	0.000000	-0.002449	0.353603
6	AG112	0.767518	0.062622	3.496969	0.000000	-0.055053	0.252744
7	AG112	0.736683	-0.203885	3.496969	0.000000	-0.022490	0.497065
8	AG112	0.811724	0.317625	3.496969	0.000000	-0.007780	0.401102
9	AG112	0.754157	0.095571	3.496969	0.000000	-0.006938	0.367667
10	AG112	0.734154	0.364371	3.496969	0.000000	0.040353	0.395112
1	AG139	0.614605	0.038689	3.496969	0.000000	0.032103	0.300237
2	AG139	0.557616	0.107076	3.496969	0.000000	-0.019371	0.126857
3	AG139	0.613612	-0.042619	3.496969	0.000000	0.005877	0.290872
4	AG139	0.606045	0.104433	3.496969	0.000000	0.017622	0.278194
5	AG139	0.565690	-0.174989	3.496969	0.000000	-0.000805	0.252684
6	AG139	0.565381	0.002422	3.496969	0.000000	-0.001579	0.263401
7	AG139	0.579115	0.176738	3.496969	0.000000	-0.013322	0.155496
8	AG139	0.560619	0.118219	3.496969	0.000000	0.015569	0.153063
9	AG139	0.546454	0.291764	3.496969	0.000000	0.020362	0.213369
10	AG139	0.587631	0.098462	3.496969	0.000000	-0.007727	0.252891
1	AG142	0.713864	0.508401	3.496969	0.000000	-0.006457	0.299203
2	AG142	0.747596	0.525819	3.496969	0.000000	0.028433	0.234593
3	AG142	0.742908	0.190998	3.496969	0.000000	-0.008448	0.157361
4	AG142	0.739240	0.314346	3.496969	0.000000	-0.009425	0.269219
5	AG142	0.766310	0.375013	3.496969	0.000000	0.003867	0.220036
6	AG142	0.708724	0.407753	3.496969	0.000000	0.015665	0.310528
7	AG142	0.754641	0.288474	3.496969	0.000000	-0.005986	0.198922
8	AG142	0.762655	0.461283	3.496969	0.000000	0.015927	0.168252
9	AG142	0.766071	0.218688	3.496969	0.000000	0.029149	0.264822
10	AG142	0.739520	0.478126	3.496969	0.000000	0.019312	0.163093
1	GD14	0.602563	0.066932	3.496969	0.000000	-0.012196	0.562321
2	GD14	0.643232	-0.281978	3.496969	0.000000	0.017366	0.480417
3	GD14	0.622141	-0.267464	3.496969	0.000000	-0.024185	0.487057
4	GD14	0.589324	0.241870	3.496969	0.000000	-0.021737	0.541122
5	GD14	0.668537	0.094913	3.496969	0.000000	-0.020687	0.281497
6	GD14	0.630899	-0.135725	3.496969	0.000000	0.028858	0.528194
7	GD14	0.604908	-0.137900	3.496969	0.000000	0.004731	0.514001
8	GD14	0.609177	0.027350	3.496969	0.000000	0.000084	0.459167
9	GD14	0.687721	-0.001084	3.496969	0.000000	-0.028207	0.299833
10	GD14	0.646017	0.078906	3.496969	0.000000	0.000528	0.452246
1	GD15	0.602948	0.152014	3.496969	0.000000	0.033163	0.235126
2	GD15	0.576767	0.107390	3.496969	0.000000	0.015438	0.221929
3	GD15	0.564770	-0.052324	3.496969	0.000000	0.022490	0.320349
4	GD15	0.563971	-0.327492	3.496969	0.000000	0.009594	0.497801
5	GD15	0.602793	-0.011231	3.496969	0.000000	0.003974	0.184964
6	GD15	0.614001	-0.368743	3.496969	0.000000	-0.020050	0.314794
7	GD15	0.609780	-0.088387	3.496969	0.000000	0.016668	0.255253
8	GD15	0.623220	-0.401606	3.496969	0.000000	0.010655	0.319007
9	GD15	0.569007	0.106867	3.496969	0.000000	-0.024960	0.160074
10	GD15	0.603533	0.107933	3.496969	0.000000	-0.028002	0.163349
1	GD16	0.394880	0.010642	3.496969	0.000000	0.006424	0.160384
2	GD16	0.353382	-0.005739	3.496969	0.000000	-0.014404	0.110419
3	GD16	0.369055	0.050203	3.496969	0.000000	0.007411	0.087621
4	GD16	0.386092	-0.277430	3.496969	0.000000	-0.001101	0.149000
5	GD16	0.385327	-0.042734	3.496969	0.000000	0.009543	0.168821
6	GD16	0.384028	0.051315	3.496969	0.000000	0.013948	0.188273
7	GD16	0.364092	-0.001595	3.496969	0.000000	0.019586	0.136213
8	GD16	0.452083	0.035486	3.496969	0.000000	-0.003635	0.073614
9	GD16	0.371931	-0.276388	3.496969	0.000000	-0.012777	0.132729
10	GD16	0.349422	-0.264073	3.496969	0.000000	0.010632	0.326804
