rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	0.578176	-0.225284	3.631439	0.000000	0.100385	0.243254	23880.776560	24436.141624
2	AG111	0.607288	-0.314936	3.631439	0.000000	0.141186	0.243254	23780.770286	24573.771533
3	AG111	0.614462	-0.343827	3.631439	0.000000	0.182453	0.243254	23436.171681	24823.230838
4	AG111	0.628942	-0.640608	3.631439	0.000000	-0.036997	0.243254	24002.909261	24986.464865
5	AG111	0.572457	-0.108513	3.631439	0.000000	0.039484	0.243254	23638.135985	24010.696478
6	AG111	0.620726	-0.505633	3.631439	0.000000	0.129305	0.243254	23821.732568	24539.176763
7	AG111	0.617010	-0.224611	3.631439	0.000000	0.093986	0.243254	23169.208852	24571.652160
8	AG111	0.595058	-0.412238	3.631439	0.000000	-0.098509	0.243254	23933.606423	24984.094665
9	AG111	0.652757	-0.692967	3.631439	0.000000	0.076340	0.243254	23560.465757	24539.269082
10	AG111	0.600507	-0.556464	3.631439	0.000000	-0.005166	0.243254	22835.243306	24680.073312
1	AG112	0.774193	-0.076178	3.631439	0.000000	-0.027612	0.243254	23144.401251	24189.108658
2	AG112	0.751745	-0.405360	3.631439	0.000000	-0.120448	0.243254	23402.322553	25161.412670
3	AG112	0.787480	-0.007879	3.631439	0.000000	-0.076715	0.243254	24645.793771	24740.019927
4	AG112	0.770748	0.127623	3.631439	0.000000	-0.088820	0.243254	23166.144205	25463.653205
5	AG112	0.744150	0.319321	3.631439	0.000000	-0.032661	0.243254	24123.781479	25069.074947
6	AG112	0.728034	0.082904	3.631439	0.000000	-0.056979	0.243254	22927.284385	25431.828683
7	AG112	0.771668	0.170573	3.631439	0.000000	-0.098344	0.243254	23547.313596	25376.768754
8	AG112	0.754455	0.325274	3.631439	0.000000	-0.030118	0.243254	23874.722988	24640.451190
9	AG112	0.708250	0.285533	3.631439	0.000000	-0.048814	0.243254	23431.752109	24458.685824
10	AG112	0.750507	0.297455	3.631439	0.000000	-0.016165	0.243254	24084.466911	26118.770556
1	AG139	0.597477	0.013209	3.631439	0.000000	0.048569	0.243254	23713.592823	24502.449641
2	AG139	0.655465	0.117872	3.631439	0.000000	0.044016	0.243254	23182.136484	24718.138799
3	AG139	0.541972	-0.106381	3.631439	0.000000	-0.039588	0.243254	23619.202848	24738.306092
4	AG139	0.587577	0.093265	3.631439	0.000000	-0.025088	0.243254	23391.092879	24709.665085
5	AG139	0.610265	-0.101392	3.631439	0.000000	0.020945	0.243254	23830.023900	24307.675153
6	AG139	0.622735	-0.106091	3.631439	0.000000	0.067220	0.243254	23728.415110	25368.080389
7	AG139	0.654433	0.306142	3.631439	0.000000	0.102316	0.243254	23545.795387	24112.775380
8	AG139	0.626322	-0.101666	3.631439	0.000000	0.055056	0.243254	23785.479525	24275.107540
9	AG139	0.627709	-0.064896	3.631439	0.000000	0.021352	0.243254	24082.757658	24865.922638
10	AG139	0.570638	-0.079606	3.631439	0.000000	0.033875	0.243254	22862.766633	24578.487308
1	AG142	0.798720	0.402768	3.631439	0.000000	0.029706	0.243254	23736.564395	25146.006843
2	AG142	0.760350	0.439681	3.631439	0.000000	0.013808	0.243254	24441.972700	24873.296836
3	AG142	0.710474	0.170179	3.631439	0.000000	0.003275	0.243254	23391.459859	24800.676792
4	AG142	0.766760	0.144733	3.631439	0.000000	0.048726	0.243254	23464.199007	25074.028706
5	AG142	0.768555	0.355490	3.631439	0.000000	-0.016024	0.243254	23767.847988	25008.651387
6	AG142	0.753213	0.362649	3.631439	0.000000	-0.038359	0.243254	24131.869395	24536.372195
7	AG142	0.766560	0.089173	3.631439	0.000000	0.054526	0.243254	23533.664455	24822.846591
8	AG142	0.752009	0.297473	3.631439	0.000000	0.051379	0.243254	23361.155478	24582.885733
9	AG142	0.719472	0.211743	3.631439	0.000000	-0.006336	0.243254	23958.647373	24161.329607
10	AG142	0.741469	0.652769	3.631439	0.000000	-0.041337	0.243254	24103.738067	24292.345973
1	GD14	0.645535	0.195731	3.631439	0.000000	-0.088035	0.243254	23930.216762	24455.255865
2	GD14	0.623825	-0.102438	3.631439	0.000000	-0.199885	0.243254	23002.567879	23344.271189
