rep	id	eta_rhoS	eta_deltaSC	eta_rhoC	eta_deltaCB	eta_rhoB
1	AG111	0.009013	0.125756	-0.142317	0.028864	-0.067253
2	AG111	-0.032982	-0.494007	-0.191431	-0.005649	0.116443
3	AG111	0.026135	-0.072526	-0.159982	0.037148	-0.150686
4	AG111	0.052268	-0.353555	-0.291041	0.024730	-0.141074
5	AG111	0.043534	-0.083485	-0.056793	0.030325	-0.182201
6	AG111	-0.035041	-0.402854	0.007889	-0.003337	-0.004091
7	AG111	-0.014404	-0.021052	0.167514	0.049188	-0.258110
8	AG111	-0.030640	-0.445500	0.007664	-0.000409	0.104729
9	AG111	-0.006360	-0.457358	0.036928	-0.022716	-0.017406
10	AG111	-0.016018	-0.036374	-0.354846	-0.031963	-0.165532
1	AG112	0.145555	-0.001899	-0.125993	0.013989	0.213405
2	AG112	0.112048	-0.001918	0.009417	0.000785	0.112268
3	AG112	0.148517	0.205833	0.054640	-0.016438	-0.039485
4	AG112	0.164947	-0.281427	0.034996	0.017468	0.197765
5	AG112	0.172485	0.056655	0.074579	-0.000391	-0.049298
6	AG112	0.117718	0.127253	0.044500	-0.003176	0.102008
7	AG112	0.129718	0.247540	-0.125181	0.003703	0.120245
8	AG112	0.133400	0.001862	0.058011	-0.014559	0.050269
9	AG112	0.132315	0.101128	-0.157108	-0.012443	0.055908
10	AG112	0.129654	-0.077169	-0.030643	-0.005615	0.161737
1	AG139	-0.000859	-0.059564	-0.029108	0.007216	-0.053932
2	AG139	0.015025	0.105080	0.102288	-0.016198	-0.088775
3	AG139	-0.004464	0.073481	-0.020800	0.005946	-0.090359
4	AG139	0.000858	0.201707	-0.090117	-0.004945	-0.109544
5	AG139	-0.007167	0.028568	0.048954	-0.020676	-0.122848
6	AG139	-0.027216	-0.189059	-0.022110	-0.009291	-0.004669
7	AG139	-0.048230	0.233579	-0.076687	0.022439	-0.117515
8	AG139	-0.035738	0.277260	0.181849	0.022904	-0.188573
9	AG139	-0.055800	-0.085473	0.068467	0.033798	0.105540
10	AG139	0.000152	0.021717	-0.022275	0.013126	-0.067205
1	AG142	0.133965	0.206996	0.046769	0.044916	0.049875
2	AG142	0.107084	0.208081	0.061424	0.020993	0.032789
3	AG142	0.128121	0.496875	-0.112188	0.010307	-0.109820
4	AG142	0.165479	0.277222	0.070091	0.027180	-0.120235
5	AG142	0.164269	0.135460	-0.198826	0.038254	0.035632
6	AG142	0.117347	0.276485	0.288437	0.004546	-0.018259
7	AG142	0.155596	0.567127	-0.073631	-0.020704	-0.064153
8	AG142	0.101602	0.208432	0.163412	0.027265	0.148526
9	AG142	0.105499	0.254585	0.008195	0.022379	0.012103
10	AG142	0.156116	0.490815	-0.194824	0.013068	-0.152390
1	GD14	-0.004214	-0.088884	0.178438	-0.024297	0.171151
2	GD14	0.007044	0.268977	-0.009359	0.044827	0.261635
3	GD14	-0.024274	0.056576	0.031384	-0.021889	0.159140
4	GD14	0.014113	-0.305300	0.006834	-0.010953	0.257770
5	GD14	0.035149	-0.093753	-0.023361	-0.055190	0.215516
6	GD14	0.004316	-0.128066	0.015429	-0.013005	0.233926
7	GD14	0.044110	0.032990	0.087153	-0.032659	0.224033
8	GD14	0.022503	0.094368	0.081890	-0.013943	0.106027
9	GD14	-0.024629	-0.115291	0.051842	-0.033836	0.177210
10	GD14	0.046194	0.385544	-0.024954	0.041190	0.082159
1	GD15	-0.014948	-0.069860	-0.060004	-0.002803	-0.089207
2	GD15	-0.005186	-0.097872	-0.013737	-0.030772	-0.034427
3	GD15	-0.015052	-0.083750	-0.023687	-0.028829	-0.115566
4	GD15	-0.007763	0.320703	0.004279	0.041531	-0.071355
5	GD15	-0.056543	0.094227	-0.013084	-0.019258	-0.201870
6	GD15	-0.005180	-0.337857	0.151499	0.010417	0.083586
7	GD15	0.015438	-0.327397	-0.182474	-0.023010	0.123162
8	GD15	-0.028422	-0.016532	0.190472	-0.031791	-0.059943
9	GD15	-0.028134	-0.219822	0.125881	-0.001122	0.060680
10	GD15	-0.008626	-0.094547	-0.127654	-0.015547	-0.005345
1	GD16	-0.249093	0.048372	-0.164718	0.005945	-0.101385
2	GD16	-0.199962	-0.190639	-0.078817	0.018928	0.057299
3	GD16	-0.224057	0.337496	0.101348	0.051675	-0.155953
4	GD16	-0.168196	-0.294939	0.175257	0.021486	-0.018222
5	GD16	-0.254933	-0.035749	-0.193571	0.014448	-0.045499
6	GD16	-0.203977	-0.126903	-0.037345	-0.001423	-0.073720
7	GD16	-0.210109	0.188736	-0.192059	-0.007227	-0.012129
8	GD16	-0.169118	-0.270359	0.120283	-0.002607	0.069541
9	GD16	-0.229495	-0.295745	0.212276	0.024376	0.057088
10	GD16	-0.200536	-0.219443	0.016660	0.002021	-0.036433
