rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	AG111	0.052576	-0.344583	0.000000	0.000000	0.035278	-0.368518
2	AG111	-0.018357	-0.636170	0.000000	0.000000	-0.002812	0.127687
3	AG111	-0.041700	0.032701	0.000000	0.000000	0.054466	-0.163905
4	AG111	-0.042435	-0.172179	0.000000	0.000000	0.006239	-0.122901
5	AG111	-0.055479	-0.045533	0.000000	0.000000	0.000463	0.000437
6	AG111	-0.029959	-0.508682	0.000000	0.000000	0.057650	-0.088974
7	AG111	0.011701	-0.437491	0.000000	0.000000	-0.016500	-0.064207
8	AG111	-0.030197	-0.533357	0.000000	0.000000	0.026082	0.145389
9	AG111	-0.017012	-0.479904	0.000000	0.000000	0.029726	-0.036568
10	AG111	0.006047	-0.376686	0.000000	0.000000	0.008389	-0.027715
1	AG112	0.154118	0.428263	0.000000	0.000000	-0.003375	0.047527
2	AG112	0.154543	0.098634	0.000000	0.000000	-0.005289	0.007172
3	AG112	0.115055	0.214690	0.000000	0.000000	0.027948	0.116023
4	AG112	0.080359	0.068873	0.000000	0.000000	-0.036780	0.072534
5	AG112	0.161118	-0.115873	0.000000	0.000000	-0.040874	0.009235
6	AG112	0.156572	-0.161321	0.000000	0.000000	-0.070304	-0.048362
7	AG112	0.105097	-0.010078	0.000000	0.000000	-0.002291	0.108635
8	AG112	0.112872	-0.146373	0.000000	0.000000	-0.010056	0.119164
9	AG112	0.110248	-0.255553	0.000000	0.000000	0.001926	0.134635
10	AG112	0.085001	0.054613	0.000000	0.000000	-0.019539	-0.003041
1	AG139	-0.028353	0.001330	0.000000	0.000000	0.020409	0.084871
2	AG139	-0.029332	-0.102407	0.000000	0.000000	0.012813	-0.062595
3	AG139	-0.044220	0.115270	0.000000	0.000000	0.023370	0.000984
4	AG139	-0.024203	-0.144186	0.000000	0.000000	-0.023211	-0.048239
5	AG139	-0.067886	-0.332621	0.000000	0.000000	0.011103	0.211146
6	AG139	-0.049710	-0.157568	0.000000	0.000000	-0.009053	0.094819
7	AG139	-0.045685	0.430778	0.000000	0.000000	0.005701	-0.122563
8	AG139	-0.051118	0.101627	0.000000	0.000000	-0.073014	-0.056686
9	AG139	-0.067245	0.357608	0.000000	0.000000	-0.059622	-0.205415
10	AG139	-0.043078	0.097793	0.000000	0.000000	0.044115	-0.052552
1	AG142	0.152539	0.377329	0.000000	0.000000	0.023866	-0.189721
2	AG142	0.112160	0.551510	0.000000	0.000000	0.055001	0.043937
3	AG142	0.142824	0.655804	0.000000	0.000000	-0.033416	-0.120256
4	AG142	0.121402	0.401195	0.000000	0.000000	0.020970	0.078396
5	AG142	0.157819	0.328895	0.000000	0.000000	0.035172	0.025069
6	AG142	0.170319	0.551285	0.000000	0.000000	0.002436	-0.089376
7	AG142	0.134827	0.681546	0.000000	0.000000	-0.048016	-0.115519
8	AG142	0.130253	0.433400	0.000000	0.000000	0.019488	0.045101
9	AG142	0.122796	0.606284	0.000000	0.000000	0.052366	0.002732
10	AG142	0.140231	0.453240	0.000000	0.000000	-0.022732	0.000924
1	GD14	0.015066	-0.026007	0.000000	0.000000	-0.068984	0.198107
2	GD14	-0.043926	-0.087832	0.000000	0.000000	-0.065250	0.174166
3	GD14	0.000337	0.158424	0.000000	0.000000	-0.020237	0.162138
4	GD14	0.022550	0.067451	0.000000	0.000000	-0.012807	0.336020
5	GD14	-0.031931	0.127220	0.000000	0.000000	-0.043192	0.174969
6	GD14	0.017351	-0.160711	0.000000	0.000000	0.003375	0.272519
7	GD14	0.068115	0.260828	0.000000	0.000000	0.018851	0.076808
8	GD14	0.002101	-0.242637	0.000000	0.000000	-0.014570	0.183877
9	GD14	-0.002707	-0.148216	0.000000	0.000000	-0.056196	0.197237
10	GD14	-0.007903	-0.287388	0.000000	0.000000	-0.004740	0.272014
1	GD15	-0.029807	0.044278	0.000000	0.000000	0.029663	-0.118225
2	GD15	-0.017845	-0.123806	0.000000	0.000000	0.038303	-0.082668
3	GD15	-0.013866	-0.184657	0.000000	0.000000	0.012420	-0.058497
4	GD15	0.010815	-0.202182	0.000000	0.000000	-0.036919	0.074289
5	GD15	0.001510	-0.005916	0.000000	0.000000	0.002822	-0.141921
6	GD15	-0.013170	-0.393246	0.000000	0.000000	-0.042706	0.025855
7	GD15	0.005319	-0.054088	0.000000	0.000000	0.016402	0.065985
8	GD15	-0.001176	-0.018884	0.000000	0.000000	-0.007395	-0.044126
9	GD15	-0.012950	0.047985	0.000000	0.000000	0.027560	-0.108626
10	GD15	-0.023357	-0.068943	0.000000	0.000000	0.036697	-0.071029
1	GD16	-0.232991	0.184839	0.000000	0.000000	0.065834	-0.048994
2	GD16	-0.203150	0.227055	0.000000	0.000000	0.045453	-0.215477
3	GD16	-0.230267	0.085933	0.000000	0.000000	-0.009257	-0.085044
4	GD16	-0.278913	0.114133	0.000000	0.000000	0.014393	-0.056807
5	GD16	-0.226135	-0.042438	0.000000	0.000000	-0.016129	0.001313
6	GD16	-0.249805	-0.026114	0.000000	0.000000	-0.024946	0.012736
7	GD16	-0.246963	0.026571	0.000000	0.000000	-0.030918	-0.205661
8	GD16	-0.259025	-0.088158	0.000000	0.000000	-0.000802	-0.072282
9	GD16	-0.290592	0.047906	0.000000	0.000000	0.032896	-0.072858
10	GD16	-0.214542	-0.170689	0.000000	0.000000	0.064371	0.040217
