parameter	value	se_sa	rse_sa
rhoS_pop	0.61292043631089066	0.04679842774568018	7.63531854596910353
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	6.03977417968755148	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.28571343405020777	nan	nan
omega_rhoS	0.12074895247420277	0.03385815095860813	28.04011982285453541
omega_deltaSC	0.25117690324889980	0.14628290546543837	58.23899553394908679
b1	0.16955568807404547	0.02345145353894079	13.83112168357305016
b2	0.18855173216948470	0.02428039144072487	12.87731020094782153
b3	0.32031875141860255	0.05493982254037538	17.15160985645148983
