rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	AG111	0.007642	-0.575144	0.000000	0.000000	-0.016365	-0.248615
2	AG111	-0.015926	-0.304373	0.000000	0.000000	0.001725	-0.113117
3	AG111	-0.029679	-0.397451	0.000000	0.000000	0.002228	-0.042245
4	AG111	0.026670	-0.518294	0.000000	0.000000	-0.005143	-0.104193
5	AG111	-0.024057	-0.236039	0.000000	0.000000	0.015693	-0.233279
6	AG111	0.002138	-0.369660	0.000000	0.000000	0.005419	-0.052651
7	AG111	0.020433	-0.382118	0.000000	0.000000	0.063387	-0.176247
8	AG111	-0.021047	-0.554136	0.000000	0.000000	0.063086	0.168351
9	AG111	-0.021347	0.110259	0.000000	0.000000	0.040009	0.015189
10	AG111	-0.029646	-0.567181	0.000000	0.000000	0.075105	-0.039529
1	AG112	0.156462	-0.136846	0.000000	0.000000	-0.066504	0.017956
2	AG112	0.158412	0.123521	0.000000	0.000000	0.075630	0.080979
3	AG112	0.077003	-0.000328	0.000000	0.000000	-0.047046	-0.041006
4	AG112	0.113937	-0.053872	0.000000	0.000000	-0.031398	0.024500
5	AG112	0.143130	-0.216756	0.000000	0.000000	-0.031548	0.079020
6	AG112	0.146474	0.065730	0.000000	0.000000	-0.021541	-0.103455
7	AG112	0.120296	0.026106	0.000000	0.000000	-0.037247	0.095205
8	AG112	0.136774	0.155717	0.000000	0.000000	-0.043767	0.068692
9	AG112	0.124387	0.255100	0.000000	0.000000	0.034279	0.102901
10	AG112	0.193322	0.097973	0.000000	0.000000	0.009702	0.055424
1	AG139	-0.013531	0.117537	0.000000	0.000000	0.032661	-0.028273
2	AG139	-0.045103	-0.042023	0.000000	0.000000	0.104075	-0.005963
3	AG139	-0.035543	0.127540	0.000000	0.000000	-0.016469	-0.019571
4	AG139	-0.023743	-0.101703	0.000000	0.000000	-0.026056	-0.129200
5	AG139	-0.048966	0.062272	0.000000	0.000000	0.067243	0.224736
6	AG139	-0.008753	0.102856	0.000000	0.000000	0.008699	-0.138635
7	AG139	-0.025641	0.255940	0.000000	0.000000	0.079610	-0.009686
8	AG139	-0.073269	0.135639	0.000000	0.000000	-0.032692	-0.054628
9	AG139	-0.060009	0.250810	0.000000	0.000000	0.068916	0.125149
10	AG139	-0.045760	0.161995	0.000000	0.000000	-0.020354	-0.111031
1	AG142	0.110121	0.271360	0.000000	0.000000	-0.028381	0.015870
2	AG142	0.115470	0.272098	0.000000	0.000000	-0.006996	0.097519
3	AG142	0.114520	0.350533	0.000000	0.000000	-0.048315	-0.156042
4	AG142	0.109284	0.161933	0.000000	0.000000	0.010064	-0.075719
5	AG142	0.108368	0.115772	0.000000	0.000000	-0.020991	-0.028122
6	AG142	0.122151	0.519885	0.000000	0.000000	0.024398	0.162944
7	AG142	0.136738	0.490244	0.000000	0.000000	0.010670	0.003250
8	AG142	0.137576	0.300627	0.000000	0.000000	0.013793	0.142786
9	AG142	0.160748	0.525437	0.000000	0.000000	-0.035543	-0.121987
10	AG142	0.119979	0.457435	0.000000	0.000000	0.016921	-0.012831
1	GD14	0.026978	-0.236737	0.000000	0.000000	-0.064782	0.218943
2	GD14	0.040076	0.162335	0.000000	0.000000	0.012175	0.145522
3	GD14	0.000726	-0.053349	0.000000	0.000000	-0.005004	0.091252
4	GD14	-0.010120	0.034046	0.000000	0.000000	-0.015469	0.216349
5	GD14	0.031165	0.072552	0.000000	0.000000	-0.017535	0.170252
6	GD14	0.026974	-0.049678	0.000000	0.000000	-0.088332	-0.005243
7	GD14	0.030068	-0.378716	0.000000	0.000000	-0.103507	0.166610
8	GD14	0.034014	-0.232264	0.000000	0.000000	-0.003422	0.317508
9	GD14	0.021301	-0.008459	0.000000	0.000000	-0.062871	0.173305
10	GD14	-0.006358	0.274102	0.000000	0.000000	-0.046255	0.151507
1	GD15	-0.036785	-0.175488	0.000000	0.000000	0.053077	-0.001815
2	GD15	-0.002732	0.007583	0.000000	0.000000	0.009189	0.022517
3	GD15	-0.008813	0.076661	0.000000	0.000000	0.111623	0.023486
4	GD15	0.026631	-0.289877	0.000000	0.000000	-0.022834	-0.097698
5	GD15	0.008735	0.291318	0.000000	0.000000	0.074977	-0.039407
6	GD15	0.037834	-0.041705	0.000000	0.000000	0.011191	-0.048226
7	GD15	-0.032209	-0.018571	0.000000	0.000000	0.001870	0.056518
8	GD15	0.006197	0.149803	0.000000	0.000000	0.024216	-0.109118
9	GD15	0.029262	-0.139140	0.000000	0.000000	-0.018643	-0.102800
10	GD15	-0.045417	-0.008084	0.000000	0.000000	-0.049161	-0.128676
1	GD16	-0.225758	0.025000	0.000000	0.000000	0.011026	-0.070678
2	GD16	-0.201833	0.012272	0.000000	0.000000	0.002911	-0.028493
3	GD16	-0.200277	0.044877	0.000000	0.000000	0.014826	-0.146029
4	GD16	-0.228003	0.059693	0.000000	0.000000	0.091339	-0.061083
5	GD16	-0.229249	-0.173324	0.000000	0.000000	-0.037466	-0.205710
6	GD16	-0.246762	-0.086654	0.000000	0.000000	-0.055786	-0.141886
7	GD16	-0.223373	-0.102178	0.000000	0.000000	0.014525	-0.046106
8	GD16	-0.238631	0.048793	0.000000	0.000000	-0.027621	-0.119369
9	GD16	-0.254108	0.067038	0.000000	0.000000	0.053042	-0.013347
10	GD16	-0.241364	0.140961	0.000000	0.000000	0.027304	-0.088940
