rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.621035	-0.575144	3.359062	0.000000	-0.016365	0.012961
2	AG111	0.597468	-0.304373	3.359062	0.000000	0.001725	0.148459
3	AG111	0.583715	-0.397451	3.359062	0.000000	0.002228	0.219331
4	AG111	0.640063	-0.518294	3.359062	0.000000	-0.005143	0.157383
5	AG111	0.589336	-0.236039	3.359062	0.000000	0.015693	0.028297
6	AG111	0.615532	-0.369660	3.359062	0.000000	0.005419	0.208925
7	AG111	0.633827	-0.382118	3.359062	0.000000	0.063387	0.085329
8	AG111	0.592346	-0.554136	3.359062	0.000000	0.063086	0.429927
9	AG111	0.592047	0.110259	3.359062	0.000000	0.040009	0.276765
10	AG111	0.583748	-0.567181	3.359062	0.000000	0.075105	0.222047
1	AG112	0.769856	-0.136846	3.359062	0.000000	-0.066504	0.279533
2	AG112	0.771805	0.123521	3.359062	0.000000	0.075630	0.342555
3	AG112	0.690396	-0.000328	3.359062	0.000000	-0.047046	0.220571
4	AG112	0.727330	-0.053872	3.359062	0.000000	-0.031398	0.286076
5	AG112	0.756524	-0.216756	3.359062	0.000000	-0.031548	0.340597
6	AG112	0.759867	0.065730	3.359062	0.000000	-0.021541	0.158121
7	AG112	0.733689	0.026106	3.359062	0.000000	-0.037247	0.356781
8	AG112	0.750168	0.155717	3.359062	0.000000	-0.043767	0.330268
9	AG112	0.737781	0.255100	3.359062	0.000000	0.034279	0.364478
10	AG112	0.806716	0.097973	3.359062	0.000000	0.009702	0.317000
1	AG139	0.599863	0.117537	3.359062	0.000000	0.032661	0.233303
2	AG139	0.568290	-0.042023	3.359062	0.000000	0.104075	0.255613
3	AG139	0.577851	0.127540	3.359062	0.000000	-0.016469	0.242006
4	AG139	0.589650	-0.101703	3.359062	0.000000	-0.026056	0.132376
5	AG139	0.564427	0.062272	3.359062	0.000000	0.067243	0.486312
6	AG139	0.604641	0.102856	3.359062	0.000000	0.008699	0.122941
7	AG139	0.587753	0.255940	3.359062	0.000000	0.079610	0.251890
8	AG139	0.540124	0.135639	3.359062	0.000000	-0.032692	0.206948
9	AG139	0.553384	0.250810	3.359062	0.000000	0.068916	0.386725
10	AG139	0.567633	0.161995	3.359062	0.000000	-0.020354	0.150545
1	AG142	0.723515	0.271360	3.359062	0.000000	-0.028381	0.277446
2	AG142	0.728864	0.272098	3.359062	0.000000	-0.006996	0.359095
3	AG142	0.727913	0.350533	3.359062	0.000000	-0.048315	0.105534
4	AG142	0.722677	0.161933	3.359062	0.000000	0.010064	0.185857
5	AG142	0.721762	0.115772	3.359062	0.000000	-0.020991	0.233454
6	AG142	0.735544	0.519885	3.359062	0.000000	0.024398	0.424520
7	AG142	0.750132	0.490244	3.359062	0.000000	0.010670	0.264826
8	AG142	0.750970	0.300627	3.359062	0.000000	0.013793	0.404362
9	AG142	0.774142	0.525437	3.359062	0.000000	-0.035543	0.139590
10	AG142	0.733372	0.457435	3.359062	0.000000	0.016921	0.248745
1	GD14	0.640372	-0.236737	3.359062	0.000000	-0.064782	0.480519
2	GD14	0.653470	0.162335	3.359062	0.000000	0.012175	0.407098
3	GD14	0.614120	-0.053349	3.359062	0.000000	-0.005004	0.352828
4	GD14	0.603274	0.034046	3.359062	0.000000	-0.015469	0.477926
5	GD14	0.644559	0.072552	3.359062	0.000000	-0.017535	0.431828
6	GD14	0.640367	-0.049678	3.359062	0.000000	-0.088332	0.256333
7	GD14	0.643462	-0.378716	3.359062	0.000000	-0.103507	0.428186
8	GD14	0.647408	-0.232264	3.359062	0.000000	-0.003422	0.579085
9	GD14	0.634695	-0.008459	3.359062	0.000000	-0.062871	0.434881
10	GD14	0.607035	0.274102	3.359062	0.000000	-0.046255	0.413083
1	GD15	0.576609	-0.175488	3.359062	0.000000	0.053077	0.259761
2	GD15	0.610662	0.007583	3.359062	0.000000	0.009189	0.284093
3	GD15	0.604580	0.076661	3.359062	0.000000	0.111623	0.285063
4	GD15	0.640024	-0.289877	3.359062	0.000000	-0.022834	0.163878
5	GD15	0.622129	0.291318	3.359062	0.000000	0.074977	0.222169
6	GD15	0.651227	-0.041705	3.359062	0.000000	0.011191	0.213350
7	GD15	0.581185	-0.018571	3.359062	0.000000	0.001870	0.318094
8	GD15	0.619591	0.149803	3.359062	0.000000	0.024216	0.152458
9	GD15	0.642655	-0.139140	3.359062	0.000000	-0.018643	0.158776
10	GD15	0.567977	-0.008084	3.359062	0.000000	-0.049161	0.132900
1	GD16	0.387635	0.025000	3.359062	0.000000	0.011026	0.190898
2	GD16	0.411561	0.012272	3.359062	0.000000	0.002911	0.233083
3	GD16	0.413117	0.044877	3.359062	0.000000	0.014826	0.115547
4	GD16	0.385391	0.059693	3.359062	0.000000	0.091339	0.200493
5	GD16	0.384145	-0.173324	3.359062	0.000000	-0.037466	0.055867
6	GD16	0.366632	-0.086654	3.359062	0.000000	-0.055786	0.119690
7	GD16	0.390021	-0.102178	3.359062	0.000000	0.014525	0.215470
8	GD16	0.374763	0.048793	3.359062	0.000000	-0.027621	0.142207
9	GD16	0.359285	0.067038	3.359062	0.000000	0.053042	0.248229
10	GD16	0.372029	0.140961	3.359062	0.000000	0.027304	0.172636
