parameter	value	se_sa	rse_sa
rhoS_pop	0.61369595563182289	0.04639111149420572	7.55929887894475883
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	3.65648043699301128	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.25674834762627996	0.08867689592376037	34.53844854060656644
omega_rhoS	0.11881467588051946	0.03423304289365155	28.81213338331743046
omega_deltaSC	0.26050862409348630	0.16072830401093843	61.69788219880941682
omega_deltaCB	0.04583796824828393	0.31354393316032064	684.02668168447667085
omega_rhoB	0.12418490480369991	0.41969326608749014	337.95835874811245958
b1	0.16387970825856060	0.02152344831806928	13.13368723119200077
b2	0.17774482293644109	0.02508755471013221	14.11436591832727849
b3	0.27216181570030723	0.05330360829233947	19.58526333136867592
