rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	-0.019341	-0.256388	0.000000	0.000000	0.008567	0.000000	0.006698	-0.004880
2	AG111	-0.024431	-0.235398	0.000000	0.000000	0.109036	0.000000	0.001434	0.033367
3	AG111	-0.059902	-0.352536	0.000000	0.000000	0.078526	0.000000	0.036854	0.013740
4	AG111	-0.008736	-0.253263	0.000000	0.000000	0.048520	0.000000	-0.025193	-0.020864
5	AG111	-0.047247	-0.491305	0.000000	0.000000	-0.028652	0.000000	0.017768	-0.020544
6	AG111	-0.021480	-0.570907	0.000000	0.000000	0.066107	0.000000	0.024176	0.018128
7	AG111	-0.006053	-0.273786	0.000000	0.000000	0.038931	0.000000	0.016645	-0.030693
8	AG111	-0.045783	-0.298029	0.000000	0.000000	0.068262	0.000000	0.016248	-0.019891
9	AG111	-0.010308	-0.480682	0.000000	0.000000	0.016183	0.000000	0.006868	-0.016006
10	AG111	-0.014165	-0.209041	0.000000	0.000000	-0.017306	0.000000	0.007784	-0.035492
1	AG112	0.126471	0.226091	0.000000	0.000000	-0.092738	0.000000	0.011815	-0.001485
2	AG112	0.120228	-0.076179	0.000000	0.000000	-0.093662	0.000000	0.010226	0.013096
3	AG112	0.159607	-0.067932	0.000000	0.000000	-0.079852	0.000000	0.018509	-0.031741
4	AG112	0.171896	-0.039831	0.000000	0.000000	-0.025642	0.000000	-0.032670	-0.013620
5	AG112	0.165707	-0.304779	0.000000	0.000000	-0.113729	0.000000	0.013536	0.033490
6	AG112	0.135180	0.212106	0.000000	0.000000	-0.086675	0.000000	0.018143	0.004333
7	AG112	0.132402	-0.079526	0.000000	0.000000	-0.028265	0.000000	-0.002742	0.012971
8	AG112	0.144206	0.013276	0.000000	0.000000	-0.117435	0.000000	0.020272	0.000172
9	AG112	0.132707	0.086454	0.000000	0.000000	-0.085704	0.000000	0.017808	-0.014870
10	AG112	0.150997	-0.077975	0.000000	0.000000	-0.132054	0.000000	-0.012292	0.015212
1	AG139	-0.013821	-0.027371	0.000000	0.000000	0.009905	0.000000	0.005144	-0.011414
2	AG139	-0.053691	-0.218430	0.000000	0.000000	-0.040523	0.000000	-0.005037	0.024793
3	AG139	-0.046245	0.181668	0.000000	0.000000	-0.006887	0.000000	-0.042876	-0.026204
4	AG139	-0.018686	0.144776	0.000000	0.000000	0.137323	0.000000	0.001540	0.027400
5	AG139	0.015280	-0.101498	0.000000	0.000000	-0.022340	0.000000	-0.030337	0.005928
6	AG139	-0.050693	0.057066	0.000000	0.000000	0.036162	0.000000	-0.021888	-0.034434
