rep	id	rhoS	deltaSC	rhoC	deltaCB	rhoB
1	AG111	0.582818	0.190497	5.973861	7.201452	0.261077
2	AG111	0.633016	0.216078	6.094741	7.521669	0.138437
3	AG111	0.618151	0.218045	5.912950	7.501370	0.252765
4	AG111	0.584562	0.204046	6.055590	7.385613	0.181321
5	AG111	0.600532	0.224663	6.022604	7.607910	0.123017
6	AG111	0.634474	0.202945	6.016949	7.312657	0.072790
7	AG111	0.598303	0.262052	5.935653	7.856067	0.155777
8	AG111	0.607873	0.287655	6.038000	7.790721	0.144927
9	AG111	0.553247	0.347620	6.026606	7.471517	0.188384
10	AG111	0.658022	0.189072	5.925063	7.294208	0.079198
1	AG112	0.760055	0.308685	5.997865	7.284868	0.311351
2	AG112	0.745707	0.384309	6.102077	7.486707	0.366181
3	AG112	0.770421	0.294665	5.977826	7.373885	0.223037
4	AG112	0.716272	0.229810	5.987591	7.264894	0.517960
5	AG112	0.774017	0.169537	5.994701	7.164697	0.507100
6	AG112	0.705296	0.311225	6.118128	7.415298	0.317523
7	AG112	0.788675	0.239153	5.918692	7.374970	0.469948
8	AG112	0.758010	0.284148	5.998562	7.369883	0.338705
9	AG112	0.796820	0.263230	6.044416	7.133376	0.162584
10	AG112	0.722728	0.307307	5.875070	7.048172	0.347321
1	AG139	0.535575	0.270590	6.091117	7.428207	0.353359
2	AG139	0.568202	0.313658	5.943976	7.333521	0.205590
3	AG139	0.636984	0.294381	5.998471	7.572428	0.219635
4	AG139	0.595926	0.264002	5.950031	7.230197	0.324777
5	AG139	0.587737	0.350619	6.056636	7.305677	0.077192
6	AG139	0.584548	0.224912	5.971812	7.411639	0.340163
7	AG139	0.589384	0.331163	6.083994	7.502025	0.094841
8	AG139	0.542041	0.236364	6.039289	7.157595	0.284005
9	AG139	0.573731	0.344078	6.021112	7.065812	0.170097
10	AG139	0.610148	0.186897	6.074146	7.079811	0.280372
1	AG142	0.760930	0.346851	6.030618	7.466314	0.191009
2	AG142	0.724798	0.373012	6.012581	7.613975	0.238276
3	AG142	0.711411	0.342084	6.010881	7.237723	0.132440
4	AG142	0.742554	0.323086	6.030251	7.570255	0.360671
5	AG142	0.764343	0.283880	6.043225	7.118394	0.251218
6	AG142	0.731914	0.317614	5.999160	7.393395	0.245005
7	AG142	0.756813	0.373549	6.011744	7.699092	0.231544
8	AG142	0.758882	0.390124	6.067858	7.607208	0.131781
9	AG142	0.713119	0.334422	6.024994	7.134887	0.268487
10	AG142	0.733043	0.375477	6.058035	7.293458	0.253216
1	GD14	0.619701	0.229181	6.014658	7.043648	0.418377
2	GD14	0.593942	0.368369	5.982325	7.251192	0.500547
3	GD14	0.653559	0.178672	5.965598	7.360088	0.497343
4	GD14	0.609690	0.297697	6.016387	7.273908	0.471579
5	GD14	0.625183	0.266811	6.002084	7.183264	0.485260
6	GD14	0.638923	0.239823	6.037659	7.210370	0.407190
7	GD14	0.689812	0.204626	6.012067	7.167755	0.462107
8	GD14	0.616761	0.228439	6.007561	7.194649	0.543677
9	GD14	0.603265	0.311502	5.882549	6.983322	0.405103
10	GD14	0.626123	0.261462	6.064291	7.306060	0.445520
1	GD15	0.641534	0.223089	6.022650	7.377899	0.313362
2	GD15	0.564697	0.229865	5.970162	7.385724	0.374633
3	GD15	0.588322	0.255196	5.973770	7.136078	0.333057
4	GD15	0.562787	0.259156	5.977445	7.169561	0.094696
5	GD15	0.627978	0.203090	5.949628	7.591553	0.294894
6	GD15	0.584204	0.246744	6.054086	7.476143	0.314997
7	GD15	0.618349	0.263191	5.993739	7.254909	0.327385
8	GD15	0.600910	0.254600	6.016330	7.740874	0.281471
9	GD15	0.633565	0.183840	6.006607	7.177194	0.173784
10	GD15	0.607768	0.184768	5.970457	7.407208	0.337794
1	GD16	0.383480	0.265910	6.045435	7.375964	0.155807
2	GD16	0.367885	0.318110	6.095384	7.314283	0.091623
3	GD16	0.388603	0.281134	6.001024	7.118218	0.156935
4	GD16	0.404017	0.232516	5.975015	7.088856	0.151693
5	GD16	0.338051	0.213997	6.005425	7.528902	0.439814
6	GD16	0.428734	0.291692	5.920341	7.510096	0.179471
7	GD16	0.398801	0.252967	6.108412	7.495469	0.303729
8	GD16	0.380904	0.288398	5.918257	7.454671	0.247629
9	GD16	0.341923	0.260486	6.016535	7.015795	0.148156
10	GD16	0.394212	0.287187	5.921295	7.322612	0.215034
