rep	id	eta_rhoS	eta_deltaSC	eta_rhoC	eta_deltaCB	eta_rhoB
1	AG111	-0.029211	-0.323346	-0.031175	-0.022760	-0.013361
2	AG111	0.020986	-0.197344	0.089706	0.020745	-0.136001
3	AG111	0.006122	-0.188281	-0.092086	0.018043	-0.021674
4	AG111	-0.027467	-0.254634	0.050555	0.002491	-0.093117
5	AG111	-0.011498	-0.158378	0.017569	0.032145	-0.151421
6	AG111	0.022445	-0.260046	0.011914	-0.007436	-0.201649
7	AG111	-0.013727	-0.004440	-0.069382	0.064243	-0.118661
8	AG111	-0.004157	0.088780	0.032964	0.055890	-0.129511
9	AG111	-0.058783	0.278129	0.021570	0.014055	-0.086054
10	AG111	0.045993	-0.330855	-0.079972	-0.009962	-0.195241
1	AG112	0.148025	0.159341	-0.007170	-0.011244	0.036913
2	AG112	0.133677	0.378466	0.097042	0.016086	0.091743
3	AG112	0.158392	0.112856	-0.027210	0.000902	-0.051401
4	AG112	0.104242	-0.135730	-0.017445	-0.013989	0.243522
5	AG112	0.161987	-0.439908	-0.010334	-0.027877	0.232662
6	AG112	0.093267	0.167534	0.113093	0.006502	0.043085
7	AG112	0.176646	-0.095879	-0.086343	0.001049	0.195510
8	AG112	0.145981	0.076512	-0.006473	0.000359	0.064267
9	AG112	0.184791	0.000045	0.039381	-0.032258	-0.111854
10	AG112	0.110699	0.154865	-0.129966	-0.044275	0.072883
1	AG139	-0.076455	0.027624	0.086082	0.008242	0.078920
2	AG139	-0.043828	0.175321	-0.061059	-0.004587	-0.068848
3	AG139	0.024954	0.111892	-0.006565	0.027471	-0.054803
4	AG139	-0.016104	0.002974	-0.055004	-0.018777	0.050339
5	AG139	-0.024292	0.286718	0.051601	-0.008391	-0.197246
6	AG139	-0.027482	-0.157271	-0.033224	0.006009	0.065725
7	AG139	-0.022645	0.229628	0.078959	0.018130	-0.179597
8	AG139	-0.069989	-0.107610	0.034254	-0.028869	0.009567
9	AG139	-0.038298	0.267886	0.016076	-0.041775	-0.104341
10	AG139	-0.001882	-0.342423	0.069111	-0.039796	0.005934
1	AG142	0.148901	0.275914	0.025583	0.013358	-0.083430
2	AG142	0.112769	0.348628	0.007546	0.032942	-0.036162
3	AG142	0.099381	0.262076	0.005846	-0.017736	-0.141998
4	AG142	0.130524	0.204936	0.025215	0.027184	0.086232
5	AG142	0.152313	0.075570	0.038190	-0.034361	-0.023220
6	AG142	0.119885	0.187855	-0.005876	0.003544	-0.029433
7	AG142	0.144784	0.350067	0.006709	0.044059	-0.042894
8	AG142	0.146853	0.393484	0.062823	0.032053	-0.142658
9	AG142	0.101090	0.239422	0.019959	-0.032047	-0.005951
10	AG142	0.121014	0.355216	0.052999	-0.010065	-0.021222
1	GD14	0.007672	-0.138469	0.009623	-0.044917	0.143939
2	GD14	-0.018087	0.336102	-0.022710	-0.015877	0.226109
3	GD14	0.041529	-0.387428	-0.039438	-0.000971	0.222904
4	GD14	-0.002340	0.123095	0.011352	-0.012749	0.197141
5	GD14	0.013154	0.013559	-0.002952	-0.025289	0.210822
6	GD14	0.026893	-0.093080	0.032624	-0.021523	0.132752
7	GD14	0.077783	-0.251797	0.007032	-0.027451	0.187669
8	GD14	0.004732	-0.141713	0.002525	-0.023705	0.269239
9	GD14	-0.008764	0.168424	-0.122486	-0.053518	0.130665
10	GD14	0.014094	-0.006692	0.059256	-0.008339	0.171081
1	GD15	0.029505	-0.165410	0.017615	0.001446	0.038924
2	GD15	-0.047333	-0.135488	-0.034873	0.002506	0.100195
3	GD15	-0.023707	-0.030949	-0.031266	-0.031880	0.058619
4	GD15	-0.049243	-0.015551	-0.027591	-0.027199	-0.179743
5	GD15	0.015948	-0.259335	-0.055407	0.029993	0.020456
6	GD15	-0.027826	-0.064631	0.049050	0.014674	0.040559
7	GD15	0.006320	-0.000100	-0.011297	-0.015365	0.052947
8	GD15	-0.011119	-0.033287	0.011294	0.049472	0.007032
9	GD15	0.021535	-0.358916	0.001571	-0.026135	-0.100655
10	GD15	-0.004261	-0.353880	-0.034579	0.005411	0.063356
1	GD16	-0.228549	0.010177	0.040400	0.001184	-0.118631
2	GD16	-0.244144	0.189416	0.090348	-0.007214	-0.182815
3	GD16	-0.223427	0.065851	-0.004012	-0.034386	-0.117504
4	GD16	-0.208013	-0.124022	-0.030020	-0.038519	-0.122745
5	GD16	-0.273979	-0.207019	0.000390	0.021706	0.165376
6	GD16	-0.183295	0.102717	-0.084694	0.019205	-0.094967
7	GD16	-0.213228	-0.039722	0.103376	0.017256	0.029291
8	GD16	-0.231125	0.091362	-0.086778	0.011798	-0.026810
9	GD16	-0.270106	-0.010431	0.011500	-0.048879	-0.126282
10	GD16	-0.217817	0.087152	-0.083741	-0.006076	-0.059404
