parameter	value	se_sa	rse_sa
rhoS_pop	0.61253538842099919	0.04606665297279958	7.52065167884434072
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	4.06115554931496536	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.27409981350394769	nan	nan
omega_rhoS	0.11823375325730125	0.03356463672908031	28.38837117522326992
omega_deltaSC	0.24666913707085028	0.17381552653934335	70.46504828426049016
omega_rhoC	0.15510940867151907	0.80733318304909185	520.49272185597146745
omega_deltaCB	0.07479893376704766	0.12039175088190958	160.95383292074095039
b1	0.16465481684703767	0.02198190781047178	13.35029744735175505
b2	0.17804256469191157	0.02314285409910109	12.99849512904284765
b3	0.28381064354693353	0.05511015026848537	19.41792935590586922
