rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	-0.041895	-0.598629	0.000000	0.000000	-0.011139	0.000000	0.012255	-0.001645
2	AG111	-0.008284	-0.426802	0.000000	0.000000	-0.011257	0.000000	0.017303	0.014818
3	AG111	-0.023151	-0.454389	0.000000	0.000000	0.054189	0.000000	0.010831	0.048597
4	AG111	0.050081	-0.166134	0.000000	0.000000	0.151532	0.000000	-0.020907	0.000622
5	AG111	-0.002082	-0.399376	0.000000	0.000000	-0.016744	0.000000	-0.004406	-0.019525
6	AG111	0.011087	-0.156766	0.000000	0.000000	0.124559	0.000000	-0.027754	-0.022022
7	AG111	0.023082	-0.341639	0.000000	0.000000	0.156608	0.000000	0.027372	0.012210
8	AG111	-0.020742	-0.283892	0.000000	0.000000	0.112324	0.000000	-0.028889	0.026143
9	AG111	-0.042634	-0.407019	0.000000	0.000000	0.014678	0.000000	-0.006318	0.006336
10	AG111	-0.023072	-0.565129	0.000000	0.000000	-0.062036	0.000000	-0.006809	0.015016
1	AG112	0.160438	-0.059416	0.000000	0.000000	-0.048197	0.000000	-0.051015	0.025889
2	AG112	0.170398	-0.163924	0.000000	0.000000	-0.133929	0.000000	0.045252	-0.028402
3	AG112	0.163677	0.289105	0.000000	0.000000	0.021137	0.000000	-0.037011	-0.039386
4	AG112	0.150842	-0.182642	0.000000	0.000000	-0.082703	0.000000	0.025033	0.061723
5	AG112	0.099239	0.010620	0.000000	0.000000	-0.081521	0.000000	0.048407	-0.007459
6	AG112	0.136000	-0.081657	0.000000	0.000000	-0.010112	0.000000	0.000356	0.076708
7	AG112	0.158728	-0.031916	0.000000	0.000000	-0.092086	0.000000	-0.037911	-0.008099
8	AG112	0.120302	-0.221751	0.000000	0.000000	-0.064979	0.000000	0.045694	0.048354
9	AG112	0.159476	0.018319	0.000000	0.000000	-0.077722	0.000000	-0.019704	0.044038
10	AG112	0.152864	0.242134	0.000000	0.000000	0.043621	0.000000	0.003169	0.048884
1	AG139	0.054989	0.379201	0.000000	0.000000	0.119462	0.000000	-0.019849	0.013285
