rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	0.588571	-0.598629	3.986774	0.000000	-0.011139	0.254152	23967.658434	24300.467482
2	AG111	0.622182	-0.426802	3.986774	0.000000	-0.011257	0.254152	24088.953122	24703.836942
3	AG111	0.607314	-0.454389	3.986774	0.000000	0.054189	0.254152	23933.552215	25552.566567
4	AG111	0.680546	-0.166134	3.986774	0.000000	0.151532	0.254152	23185.869431	24355.624462
5	AG111	0.628383	-0.399376	3.986774	0.000000	-0.016744	0.254152	23571.628888	23869.843246
6	AG111	0.641553	-0.156766	3.986774	0.000000	0.124559	0.254152	23027.660317	23810.305113
7	AG111	0.653547	-0.341639	3.986774	0.000000	0.156608	0.254152	24332.722862	24639.492931
8	AG111	0.609723	-0.283892	3.986774	0.000000	0.112324	0.254152	23001.536730	24985.195038
9	AG111	0.587832	-0.407019	3.986774	0.000000	0.014678	0.254152	23526.606665	24495.180738
10	AG111	0.607394	-0.565129	3.986774	0.000000	-0.062036	0.254152	23515.052080	24708.723164
1	AG112	0.790903	-0.059416	3.986774	0.000000	-0.048197	0.254152	22498.188086	24978.856192
2	AG112	0.800863	-0.163924	3.986774	0.000000	-0.133929	0.254152	24771.705462	23658.876806
3	AG112	0.794142	0.289105	3.986774	0.000000	0.021137	0.254152	22815.461783	23400.428847
4	AG112	0.781307	-0.182642	3.986774	0.000000	-0.082703	0.254152	24275.875482	25890.165323
5	AG112	0.729705	0.010620	3.986774	0.000000	-0.081521	0.254152	24849.975905	24159.586806
6	AG112	0.766466	-0.081657	3.986774	0.000000	-0.010112	0.254152	23684.143409	26281.060580
7	AG112	0.789194	-0.031916	3.986774	0.000000	-0.092086	0.254152	22794.947583	24144.132216
8	AG112	0.750768	-0.221751	3.986774	0.000000	-0.064979	0.254152	24782.646474	25546.357744
9	AG112	0.789941	0.018319	3.986774	0.000000	-0.077722	0.254152	23213.786972	25436.338128
10	AG112	0.783329	0.242134	3.986774	0.000000	0.043621	0.254152	23750.854518	25559.888439
1	AG139	0.685455	0.379201	3.986774	0.000000	0.119462	0.254152	23210.404917	24665.986501
2	AG139	0.604932	0.092433	3.986774	0.000000	0.094400	0.254152	23015.681067	24591.371758
3	AG139	0.603371	-0.072358	3.986774	0.000000	-0.014164	0.254152	24007.071903	23899.180149
4	AG139	0.587488	-0.020544	3.986774	0.000000	0.039349	0.254152	23227.106383	24277.974673
5	AG139	0.561568	-0.101012	3.986774	0.000000	-0.026492	0.254152	23756.306969	24599.729626
6	AG139	0.649376	0.428364	3.986774	0.000000	0.094314	0.254152	23176.402225	23660.139725
7	AG139	0.615889	-0.274461	3.986774	0.000000	-0.040170	0.254152	23962.658162	23589.914924
8	AG139	0.554120	-0.297726	3.986774	0.000000	-0.054364	0.254152	23711.407702	24927.591279
9	AG139	0.560150	0.182565	3.986774	0.000000	-0.038974	0.254152	22990.821115	22857.119326
10	AG139	0.609700	-0.205490	3.986774	0.000000	0.030105	0.254152	23033.851125	24456.210277
1	AG142	0.718150	0.320152	3.986774	0.000000	-0.041513	0.254152	23608.546092	24205.449863
2	AG142	0.758789	0.517369	3.986774	0.000000	0.046025	0.254152	23293.769950	25030.806714
3	AG142	0.773696	0.458310	3.986774	0.000000	0.012042	0.254152	24521.942447	24156.355794
4	AG142	0.787716	0.434048	3.986774	0.000000	0.026871	0.254152	23533.167239	24154.361576
5	AG142	0.771413	0.382966	3.986774	0.000000	-0.064189	0.254152	22946.339066	23990.237250
6	AG142	0.727260	0.261717	3.986774	0.000000	0.024468	0.254152	25302.584027	23741.437010
7	AG142	0.764552	0.252994	3.986774	0.000000	0.051771	0.254152	23678.567145	25417.547939
8	AG142	0.753473	0.295730	3.986774	0.000000	-0.005606	0.254152	23402.935075	24175.786465
9	AG142	0.755899	0.414096	3.986774	0.000000	0.072951	0.254152	24137.459971	23486.674859
10	AG142	0.796047	0.239183	3.986774	0.000000	0.072818	0.254152	23470.136564	23825.637166
1	GD14	0.635534	-0.057272	3.986774	0.000000	-0.154162	0.254152	24175.448900	23456.420911
2	GD14	0.650933	0.034087	3.986774	0.000000	-0.112377	0.254152	23772.797694	24089.788849
3	GD14	0.727963	0.155956	3.986774	0.000000	0.018901	0.254152	23240.086625	24011.508483
4	GD14	0.600936	0.049071	3.986774	0.000000	-0.172305	0.254152	23129.582254	24610.563739
5	GD14	0.609855	-0.145356	3.986774	0.000000	-0.218734	0.254152	24023.483825	24410.455998
6	GD14	0.659540	0.121641	3.986774	0.000000	-0.093458	0.254152	24337.694877	24885.463174
7	GD14	0.651271	-0.406537	3.986774	0.000000	-0.260776	0.254152	24135.981155	23457.422214
8	GD14	0.615915	0.032054	3.986774	0.000000	-0.088788	0.254152	23529.269126	25353.044022
9	GD14	0.644356	-0.194700	3.986774	0.000000	-0.135566	0.254152	23595.435086	24953.625577
10	GD14	0.618088	0.135490	3.986774	0.000000	-0.088268	0.254152	24156.891106	24678.960043
1	GD15	0.617040	-0.161219	3.986774	0.000000	0.070907	0.254152	23355.325689	24421.002256
2	GD15	0.597168	-0.058484	3.986774	0.000000	0.024812	0.254152	23347.577039	24710.779932
3	GD15	0.633083	-0.126057	3.986774	0.000000	0.033085	0.254152	23117.158372	23624.541355
4	GD15	0.600971	0.336297	3.986774	0.000000	0.077735	0.254152	23590.577110	24549.725117
5	GD15	0.669607	-0.102100	3.986774	0.000000	-0.009336	0.254152	23908.003604	23682.062336
6	GD15	0.617848	-0.171514	3.986774	0.000000	0.022434	0.254152	23787.661506	23975.623376
7	GD15	0.624513	-0.168865	3.986774	0.000000	0.016061	0.254152	24211.402328	24465.260715
8	GD15	0.677117	-0.021458	3.986774	0.000000	0.050520	0.254152	23551.499707	23763.673399
9	GD15	0.645090	-0.113374	3.986774	0.000000	0.012092	0.254152	23995.085679	23661.308120
10	GD15	0.639257	0.091587	3.986774	0.000000	0.059129	0.254152	23501.638537	24314.117561
1	GD16	0.367741	0.081228	3.986774	0.000000	0.029871	0.254152	23621.012203	23796.261830
2	GD16	0.382999	0.056630	3.986774	0.000000	0.113602	0.254152	23295.619487	23853.107336
3	GD16	0.418754	0.116793	3.986774	0.000000	0.086093	0.254152	24206.801369	24056.352975
