rep	id	eta_rhoS	eta_deltaSC	eta_rhoC	eta_deltaCB	eta_rhoB
1	AG111	-0.010662	-0.182587	-0.184444	0.026417	-0.031572
2	AG111	0.007939	-0.055117	0.112333	0.058027	-0.046931
3	AG111	-0.060023	-0.092274	0.065935	-0.015347	0.031563
4	AG111	-0.036434	-0.206148	-0.238494	-0.002348	0.076572
5	AG111	0.051515	0.070327	0.009020	0.021641	-0.188067
6	AG111	-0.040243	-0.076798	-0.162251	-0.000699	-0.123834
7	AG111	-0.003174	0.085273	-0.035311	-0.007890	-0.271884
8	AG111	-0.013013	-0.289727	0.309844	-0.005641	-0.164985
9	AG111	0.068140	-0.124602	-0.038058	-0.018155	-0.208697
10	AG111	0.004717	-0.259819	0.085280	0.020300	-0.129826
1	AG112	0.120881	0.045939	0.045272	-0.000206	0.119227
2	AG112	0.120086	0.029020	-0.023101	0.002420	0.193098
3	AG112	0.160134	0.081879	-0.065610	0.005610	0.004648
4	AG112	0.157462	0.099306	0.150461	0.021596	0.022862
5	AG112	0.122223	0.113461	-0.246093	-0.004123	0.130880
6	AG112	0.124446	-0.184073	0.271416	0.003784	0.151941
7	AG112	0.163317	0.155363	0.036000	-0.010050	-0.103673
8	AG112	0.192074	-0.118058	0.214746	-0.002011	0.047286
9	AG112	0.164267	-0.083406	0.064770	0.012098	0.042366
10	AG112	0.187865	-0.087184	0.183346	0.003430	0.015209
1	AG139	-0.070199	0.234846	0.093453	0.016897	-0.135498
2	AG139	-0.093839	-0.053121	0.218155	0.007059	0.107389
3	AG139	-0.063449	0.182094	-0.130330	0.020813	0.008410
4	AG139	-0.066634	0.070166	-0.303416	0.001097	0.194905
5	AG139	-0.023741	-0.093955	0.023533	-0.011395	-0.037937
6	AG139	-0.036981	-0.173170	0.000195	0.001319	0.016857
7	AG139	-0.075164	0.138800	0.156675	-0.009088	-0.033786
8	AG139	-0.034861	0.180474	-0.124476	0.007619	0.023915
9	AG139	-0.023309	-0.016972	0.208715	-0.004954	-0.045254
10	AG139	-0.009130	0.009832	0.243567	0.035683	-0.167794
1	AG142	0.131980	0.157515	0.035037	-0.006267	0.026542
2	AG142	0.128377	0.145312	0.082920	0.001827	-0.065738
3	AG142	0.151729	0.189713	-0.067088	-0.020630	-0.179769
4	AG142	0.147518	0.125058	0.041040	0.026525	0.011561
5	AG142	0.136427	0.051985	0.259133	0.000552	-0.098012
6	AG142	0.165240	0.192731	0.222975	-0.001197	-0.140775
7	AG142	0.150516	0.183380	0.010364	0.021676	0.155245
8	AG142	0.125476	0.169379	0.100171	0.011140	-0.078258
9	AG142	0.120599	0.087827	-0.162366	0.001966	0.059829
10	AG142	0.091750	0.144186	-0.175639	0.021778	-0.000223
1	GD14	-0.040322	0.336056	-0.136034	0.000394	0.253994
2	GD14	0.029391	-0.054981	-0.096388	-0.012856	0.203859
3	GD14	0.050690	-0.151077	0.013739	0.019809	0.201006
4	GD14	0.047258	-0.022243	-0.150609	-0.022674	0.140728
5	GD14	0.009325	0.079405	0.185197	-0.012265	0.094246
6	GD14	0.005102	0.000575	0.087316	0.006433	0.206946
7	GD14	-0.010637	-0.079686	0.009594	-0.002630	0.235031
8	GD14	-0.020155	0.138666	0.108224	0.015707	0.229500
9	GD14	0.023512	-0.036924	0.116432	-0.002372	0.262896
10	GD14	0.061231	-0.108412	-0.062786	0.011754	0.198882
1	GD15	-0.055885	-0.037764	-0.067666	0.021557	0.015997
2	GD15	-0.005447	0.175751	0.087934	-0.003301	0.018572
3	GD15	0.002561	-0.013803	-0.052097	0.000230	-0.195914
4	GD15	0.023669	-0.155318	0.109050	0.005598	-0.043501
5	GD15	0.016633	-0.058314	-0.326805	0.007879	0.010857
6	GD15	-0.042593	-0.250285	-0.145436	0.019778	0.037000
7	GD15	-0.005305	-0.096225	0.124482	0.014305	0.067401
8	GD15	-0.015035	-0.262500	-0.050705	0.024190	0.126987
9	GD15	-0.034417	0.193463	-0.017519	-0.014693	-0.163715
10	GD15	-0.011498	-0.037118	0.219715	-0.006534	-0.074869
1	GD16	-0.243059	-0.064055	0.063770	0.038071	0.039305
2	GD16	-0.239532	0.190502	-0.087545	0.010213	-0.013341
3	GD16	-0.262749	-0.256283	0.056552	0.012111	0.000047
4	GD16	-0.236633	-0.010649	0.099370	-0.002392	-0.212956
5	GD16	-0.227296	0.018247	0.135823	-0.018808	-0.191959
6	GD16	-0.198629	0.038067	0.002919	-0.006533	-0.129982
7	GD16	-0.248243	-0.001027	-0.150391	0.026082	0.045018
8	GD16	-0.218052	0.060843	-0.161278	0.000884	-0.059001
9	GD16	-0.223229	-0.099583	0.084236	0.024536	0.057265
10	GD16	-0.261616	-0.199732	0.043107	-0.015768	-0.040252
