rep	id	rhoS	deltaSC	rhoC	deltaCB	rhoB
1	AG111	0.600273	0.180259	8.827694	11.561557	0.257435
2	AG111	0.618874	0.204765	9.124470	11.932862	0.242077
3	AG111	0.550912	0.197297	9.078073	11.088648	0.320571
4	AG111	0.574501	0.176062	8.773643	11.233734	0.365580
5	AG111	0.662450	0.232133	9.021157	11.506475	0.100940
6	AG111	0.570692	0.200374	8.849886	11.252269	0.165174
7	AG111	0.607761	0.235628	8.976827	11.171642	0.017123
8	AG111	0.597922	0.161945	9.321982	11.196792	0.124023
9	AG111	0.679075	0.191021	8.974079	11.057555	0.080310
10	AG111	0.615652	0.166861	9.097417	11.491056	0.159182
1	AG112	0.731816	0.226540	9.057409	11.257821	0.408235
2	AG112	0.731021	0.222739	8.989036	11.287414	0.482105
3	AG112	0.771069	0.234830	8.946527	11.323489	0.293655
4	AG112	0.768397	0.238958	9.162599	11.505959	0.311870
5	AG112	0.733158	0.242365	8.766044	11.213804	0.419887
6	AG112	0.735381	0.179992	9.283553	11.302827	0.440949
7	AG112	0.774252	0.252736	9.048137	11.147539	0.185335
8	AG112	0.803009	0.192275	9.226883	11.237513	0.336294
9	AG112	0.775202	0.199054	9.076907	11.397190	0.331374
10	AG112	0.798800	0.198303	9.195483	11.298831	0.304217
1	AG139	0.540736	0.273644	9.105591	11.452016	0.153510
2	AG139	0.517096	0.205175	9.230292	11.339898	0.396397
3	AG139	0.547486	0.259583	8.881808	11.496951	0.297417
4	AG139	0.544301	0.232095	8.708722	11.272490	0.483912
5	AG139	0.587193	0.196965	9.035670	11.132561	0.251071
6	AG139	0.573954	0.181965	9.012332	11.274998	0.305865
7	AG139	0.535771	0.248584	9.168812	11.158266	0.255222
8	AG139	0.576074	0.259163	8.887661	11.346260	0.312923
9	AG139	0.587626	0.212727	9.220852	11.204490	0.243754
10	AG139	0.601805	0.218506	9.255704	11.669183	0.121214
1	AG142	0.742915	0.253280	9.047174	11.189787	0.315549
2	AG142	0.739312	0.250209	9.095057	11.280730	0.223270
3	AG142	0.762664	0.261568	8.945049	11.030222	0.109238
4	AG142	0.758453	0.245192	9.053177	11.562813	0.300569
5	AG142	0.747362	0.227914	9.271270	11.266354	0.190996
6	AG142	0.776175	0.262359	9.235112	11.246671	0.148232
7	AG142	0.761451	0.259917	9.022501	11.506875	0.444253
8	AG142	0.736411	0.256303	9.112308	11.386270	0.210750
9	AG142	0.731534	0.236231	8.849771	11.282295	0.348836
10	AG142	0.702685	0.249927	8.836498	11.508048	0.288784
1	GD14	0.570613	0.302790	8.876104	11.264568	0.543002
2	GD14	0.640326	0.204793	8.915749	11.116307	0.492867
3	GD14	0.661625	0.186030	9.025877	11.485408	0.490013
4	GD14	0.658193	0.211609	8.861528	11.007696	0.429736
5	GD14	0.620260	0.234250	9.197334	11.122880	0.383253
6	GD14	0.616037	0.216493	9.099453	11.332806	0.495954
7	GD14	0.600298	0.199796	9.021731	11.230559	0.524039
8	GD14	0.590780	0.248551	9.120361	11.438390	0.518508
9	GD14	0.634447	0.208525	9.128569	11.233455	0.551904
10	GD14	0.672166	0.194138	8.949351	11.393268	0.487890
1	GD15	0.555050	0.208350	8.944471	11.505501	0.305005
2	GD15	0.605488	0.257942	9.100071	11.223032	0.307579
3	GD15	0.613496	0.213403	8.960040	11.262731	0.093093
4	GD15	0.634604	0.185242	9.121188	11.323352	0.245507
5	GD15	0.627567	0.204112	8.685332	11.349208	0.299865
6	GD15	0.568342	0.168460	8.866701	11.485052	0.326008
7	GD15	0.605630	0.196519	9.136619	11.422376	0.356408
8	GD15	0.595900	0.166415	8.961432	11.535838	0.415994
9	GD15	0.576517	0.262551	8.994618	11.095897	0.125293
10	GD15	0.599437	0.208484	9.231852	11.186800	0.214139
1	GD16	0.367876	0.202944	9.075907	11.697086	0.328313
2	GD16	0.371403	0.261775	8.924593	11.375730	0.275667
3	GD16	0.348186	0.167452	9.068689	11.397341	0.289054
4	GD16	0.374302	0.214077	9.111508	11.233229	0.076052
5	GD16	0.383639	0.220353	9.147960	11.050335	0.097048
6	GD16	0.412306	0.224764	9.015056	11.186813	0.159026
7	GD16	0.362692	0.216146	8.861746	11.557683	0.334026
8	GD16	0.392883	0.229942	8.850860	11.270100	0.230006
9	GD16	0.387706	0.195860	9.096373	11.539838	0.346273
10	GD16	0.349319	0.177195	9.055244	11.083979	0.248756
