rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.561398	-0.538425	3.099369	0.000000	-0.231722	-0.190794
2	AG111	0.633682	-0.646992	3.099369	0.000000	-0.146718	-0.190794
3	AG111	0.606600	-0.534273	3.099369	0.000000	-0.161155	-0.190794
4	AG111	0.634404	-0.572368	3.099369	0.000000	-0.171486	-0.190794
5	AG111	0.625170	-0.380058	3.099369	0.000000	-0.186085	-0.190794
6	AG111	0.603297	-0.367888	3.099369	0.000000	-0.197356	-0.190794
7	AG111	0.609225	-0.293980	3.099369	0.000000	-0.144795	-0.190794
8	AG111	0.562648	-0.189692	3.099369	0.000000	-0.174101	-0.190794
9	AG111	0.602742	-0.331864	3.099369	0.000000	-0.120405	-0.190794
10	AG111	0.613142	-0.340462	3.099369	0.000000	-0.139018	-0.190794
1	AG112	0.721876	0.280954	3.099369	0.000000	-0.217284	-0.190794
2	AG112	0.740958	-0.200315	3.099369	0.000000	-0.298975	-0.190794
3	AG112	0.729367	0.320376	3.099369	0.000000	-0.288309	-0.190794
4	AG112	0.835298	0.136437	3.099369	0.000000	-0.150268	-0.190794
5	AG112	0.754563	0.057350	3.099369	0.000000	-0.226757	-0.190794
6	AG112	0.723540	-0.020719	3.099369	0.000000	-0.264326	-0.190794
7	AG112	0.727252	-0.219454	3.099369	0.000000	-0.314822	-0.190794
8	AG112	0.761410	-0.014796	3.099369	0.000000	-0.268257	-0.190794
9	AG112	0.817130	0.156615	3.099369	0.000000	-0.170629	-0.190794
10	AG112	0.779325	0.038092	3.099369	0.000000	-0.225209	-0.190794
1	AG139	0.569930	0.514747	3.099369	0.000000	-0.125772	-0.190794
2	AG139	0.515298	0.132775	3.099369	0.000000	-0.219355	-0.190794
3	AG139	0.626973	0.518010	3.099369	0.000000	-0.163184	-0.190794
4	AG139	0.595904	-0.018608	3.099369	0.000000	-0.194209	-0.190794
5	AG139	0.546571	0.149708	3.099369	0.000000	-0.149572	-0.190794
6	AG139	0.590041	0.210465	3.099369	0.000000	-0.206697	-0.190794
7	AG139	0.577629	-0.040646	3.099369	0.000000	-0.149336	-0.190794
8	AG139	0.554190	0.289744	3.099369	0.000000	-0.203847	-0.190794
9	AG139	0.518042	0.141081	3.099369	0.000000	-0.211821	-0.190794
10	AG139	0.533972	0.389384	3.099369	0.000000	-0.199688	-0.190794
1	AG142	0.720523	0.734018	3.099369	0.000000	-0.180535	-0.190794
2	AG142	0.808757	0.463123	3.099369	0.000000	-0.198072	-0.190794
3	AG142	0.776082	0.484874	3.099369	0.000000	-0.147932	-0.190794
4	AG142	0.734626	0.719430	3.099369	0.000000	-0.185113	-0.190794
5	AG142	0.741534	0.259413	3.099369	0.000000	-0.170168	-0.190794
6	AG142	0.708151	0.496967	3.099369	0.000000	-0.212471	-0.190794
7	AG142	0.757655	0.675574	3.099369	0.000000	-0.145973	-0.190794
8	AG142	0.726859	0.920836	3.099369	0.000000	-0.189297	-0.190794
9	AG142	0.757251	0.652619	3.099369	0.000000	-0.173457	-0.190794
10	AG142	0.711625	0.518544	3.099369	0.000000	-0.189951	-0.190794
1	GD14	0.612819	0.029730	3.099369	0.000000	-0.279697	-0.190794
2	GD14	0.616249	0.026883	3.099369	0.000000	-0.306655	-0.190794
3	GD14	0.613444	-0.160904	3.099369	0.000000	-0.319076	-0.190794
4	GD14	0.591449	-0.103755	3.099369	0.000000	-0.354976	-0.190794
5	GD14	0.631988	0.156063	3.099369	0.000000	-0.288892	-0.190794
6	GD14	0.626317	0.034413	3.099369	0.000000	-0.317131	-0.190794
7	GD14	0.595943	-0.116043	3.099369	0.000000	-0.364824	-0.190794
8	GD14	0.609670	-0.258388	3.099369	0.000000	-0.380636	-0.190794
9	GD14	0.653342	-0.165830	3.099369	0.000000	-0.313557	-0.190794
10	GD14	0.576671	-0.058311	3.099369	0.000000	-0.343070	-0.190794
1	GD15	0.557186	0.271498	3.099369	0.000000	-0.128053	-0.190794
2	GD15	0.606838	0.049872	3.099369	0.000000	-0.156334	-0.190794
3	GD15	0.630268	0.262532	3.099369	0.000000	-0.113694	-0.190794
4	GD15	0.597559	0.097601	3.099369	0.000000	-0.125467	-0.190794
5	GD15	0.586550	0.065555	3.099369	0.000000	-0.125863	-0.190794
6	GD15	0.595591	-0.087885	3.099369	0.000000	-0.153429	-0.190794
7	GD15	0.589937	0.074186	3.099369	0.000000	-0.171121	-0.190794
8	GD15	0.577374	0.083339	3.099369	0.000000	-0.165434	-0.190794
9	GD15	0.605073	-0.019492	3.099369	0.000000	-0.170789	-0.190794
10	GD15	0.607380	0.119468	3.099369	0.000000	-0.139947	-0.190794
1	GD16	0.390108	-0.056799	3.099369	0.000000	-0.109142	-0.190794
2	GD16	0.383681	-0.182262	3.099369	0.000000	-0.210413	-0.190794
3	GD16	0.352240	-0.052799	3.099369	0.000000	-0.190569	-0.190794
4	GD16	0.434351	0.076840	3.099369	0.000000	-0.112924	-0.190794
5	GD16	0.395018	0.015757	3.099369	0.000000	-0.134279	-0.190794
6	GD16	0.411503	0.088408	3.099369	0.000000	-0.083312	-0.190794
7	GD16	0.402405	-0.128655	3.099369	0.000000	-0.153968	-0.190794
8	GD16	0.403444	0.143150	3.099369	0.000000	-0.106971	-0.190794
9	GD16	0.411338	0.166377	3.099369	0.000000	-0.042377	-0.190794
10	GD16	0.421465	-0.037182	3.099369	0.000000	-0.128606	-0.190794
