parameter	value	se_sa	rse_sa
rhoS_pop	0.64314745014405916	nan	nan
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	3.21421887837182219	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.23105930281039111	nan	nan
S0_pop	23502.18782066677158582	1908.69063074711993977	8.12133170456881004
T0_pop	25019.18865998896581004	2010.72086299324587344	8.03671490038691338
omega_S0	0.18443078284457262	0.06816882987979647	36.96174186781234994
omega_T0	0.19466727808680390	0.06131048437148053	31.49501291333699626
b1	0.24405937887063323	0.03372383508581272	13.81788122294962662
b2	0.21869630696888900	0.02909913090677611	13.30572578480516199
b3	0.33195167321570418	0.04804287183017896	14.47285123306500587
