parameter	value	se_sa	rse_sa
rhoS_pop	0.61304747574331753	0.04625407290825487	7.54494141781955729
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	3.96339855291745025	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.25430342639815917	nan	nan
omega_rhoS	0.11890439184203112	0.03336832894507369	28.06315934015687930
omega_deltaSC	0.25258416158195857	0.14313354984209631	56.66766631194818160
omega_deltaCB	0.08195286344564270	0.03195831376146310	38.99596965597213227
b1	0.16426388649083293	0.02174236514110196	13.23624176048904744
b2	0.17747971745932922	0.02299840057235370	12.95832611274240698
b3	0.27912811926350278	0.04926920387717661	17.65110731486907270
