rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	-0.017119	-0.387076	0.000000	0.000000	-0.149485	0.000000	0.011523	0.007164
2	AG111	-0.030970	-0.284666	0.000000	0.000000	-0.174249	0.000000	-0.012134	0.001243
3	AG111	0.011893	-0.097085	0.000000	0.000000	-0.123298	0.000000	0.008146	0.014133
4	AG111	0.062763	-0.482522	0.000000	0.000000	0.019075	0.000000	-0.005299	-0.007379
5	AG111	-0.029442	-0.492310	0.000000	0.000000	-0.089652	0.000000	0.019558	0.004722
6	AG111	-0.018489	-0.395862	0.000000	0.000000	-0.045153	0.000000	-0.028762	-0.028108
7	AG111	-0.022555	0.564943	0.000000	0.000000	-0.156575	0.000000	0.010256	-0.012377
8	AG111	0.010566	-0.174367	0.000000	0.000000	-0.132619	0.000000	-0.029684	-0.043398
9	AG111	-0.028737	0.162973	0.000000	0.000000	-0.179906	0.000000	0.028435	-0.003538
10	AG111	-0.026902	-0.416796	0.000000	0.000000	-0.174335	0.000000	0.001144	-0.013556
1	AG112	0.125902	0.180204	0.000000	0.000000	-0.334205	0.000000	0.039795	-0.004701
2	AG112	0.152288	-0.169963	0.000000	0.000000	-0.369621	0.000000	-0.027565	0.002223
3	AG112	0.140788	-0.138158	0.000000	0.000000	-0.294033	0.000000	0.031657	-0.020027
4	AG112	0.149054	0.121240	0.000000	0.000000	-0.228077	0.000000	0.029846	0.001948
5	AG112	0.193189	0.335327	0.000000	0.000000	-0.155208	0.000000	-0.017360	0.018310
6	AG112	0.098032	0.150598	0.000000	0.000000	-0.242806	0.000000	-0.021014	0.023178
7	AG112	0.073707	0.767944	0.000000	0.000000	-0.237355	0.000000	0.003107	-0.024350
8	AG112	0.127767	0.270508	0.000000	0.000000	-0.241710	0.000000	0.013861	0.021364
9	AG112	0.137242	-0.008135	0.000000	0.000000	-0.252028	0.000000	0.017818	0.005389
10	AG112	0.141275	0.475011	0.000000	0.000000	-0.234195	0.000000	-0.008925	-0.024764
1	AG139	-0.007455	0.025818	0.000000	0.000000	-0.145674	0.000000	0.030971	0.041537
2	AG139	0.001227	0.504271	0.000000	0.000000	-0.143487	0.000000	-0.022440	-0.007364
3	AG139	-0.044266	0.108672	0.000000	0.000000	-0.161335	0.000000	0.000195	-0.007202
4	AG139	-0.067682	-0.066955	0.000000	0.000000	-0.180450	0.000000	0.001075	0.011922
5	AG139	-0.042236	0.058125	0.000000	0.000000	-0.206118	0.000000	-0.012672	0.003811
6	AG139	-0.011353	0.019415	0.000000	0.000000	-0.304507	0.000000	-0.020679	-0.013371
7	AG139	-0.011206	0.457002	0.000000	0.000000	-0.125510	0.000000	0.016039	-0.004232
8	AG139	-0.028056	0.316879	0.000000	0.000000	-0.154690	0.000000	0.028580	-0.017118
9	AG139	0.041881	0.461603	0.000000	0.000000	-0.112214	0.000000	-0.011395	0.071487
10	AG139	-0.010742	0.269615	0.000000	0.000000	-0.180961	0.000000	-0.015995	-0.012455
1	AG142	0.193795	0.601879	0.000000	0.000000	-0.203871	0.000000	0.003308	0.011676
2	AG142	0.126839	0.383457	0.000000	0.000000	-0.171117	0.000000	-0.006035	0.031626
3	AG142	0.149214	0.535194	0.000000	0.000000	-0.163944	0.000000	0.005311	0.042776
4	AG142	0.126765	0.797462	0.000000	0.000000	-0.191882	0.000000	-0.000671	0.009451
5	AG142	0.111841	0.539997	0.000000	0.000000	-0.163283	0.000000	0.004433	0.032583
6	AG142	0.139245	0.524693	0.000000	0.000000	-0.214044	0.000000	0.026738	-0.005919
7	AG142	0.114533	0.360773	0.000000	0.000000	-0.207745	0.000000	-0.011919	0.040749
8	AG142	0.154273	0.645096	0.000000	0.000000	-0.183083	0.000000	-0.010348	-0.002200
9	AG142	0.168836	0.678307	0.000000	0.000000	-0.170990	0.000000	0.026277	0.009046
10	AG142	0.118992	0.488109	0.000000	0.000000	-0.205796	0.000000	-0.005452	0.005193
1	GD14	-0.018498	0.076447	0.000000	0.000000	-0.352993	0.000000	0.011344	-0.040432
2	GD14	-0.000103	0.112433	0.000000	0.000000	-0.305331	0.000000	-0.005605	0.022594
3	GD14	-0.010147	0.055634	0.000000	0.000000	-0.360063	0.000000	0.021762	-0.030203
4	GD14	0.013535	0.005404	0.000000	0.000000	-0.287084	0.000000	0.001480	0.024793
5	GD14	0.015979	0.187806	0.000000	0.000000	-0.270208	0.000000	-0.009573	-0.009556
6	GD14	0.028772	-0.063590	0.000000	0.000000	-0.284344	0.000000	0.005022	-0.007147
7	GD14	-0.015894	-0.000128	0.000000	0.000000	-0.333642	0.000000	0.009582	-0.005518
8	GD14	0.025327	0.239625	0.000000	0.000000	-0.333294	0.000000	-0.020816	-0.043194
9	GD14	-0.019919	0.341669	0.000000	0.000000	-0.362350	0.000000	-0.007034	0.020128
10	GD14	-0.007478	-0.219042	0.000000	0.000000	-0.354060	0.000000	0.005393	-0.071024
1	GD15	-0.021845	-0.255477	0.000000	0.000000	-0.172430	0.000000	-0.019265	-0.040890
2	GD15	0.014417	0.029077	0.000000	0.000000	-0.122773	0.000000	-0.018651	0.015283
3	GD15	-0.005566	0.072471	0.000000	0.000000	-0.124443	0.000000	0.004778	0.024426
4	GD15	-0.022687	0.146437	0.000000	0.000000	-0.125640	0.000000	-0.045703	-0.016182
5	GD15	0.003135	0.140957	0.000000	0.000000	-0.099800	0.000000	0.011356	-0.047188
6	GD15	0.026244	0.262904	0.000000	0.000000	-0.126347	0.000000	0.007170	-0.006766
7	GD15	-0.034496	0.086701	0.000000	0.000000	-0.168657	0.000000	-0.010548	0.021393
8	GD15	-0.017888	0.026472	0.000000	0.000000	-0.152053	0.000000	0.011367	0.032890
9	GD15	-0.030261	-0.185254	0.000000	0.000000	-0.171844	0.000000	-0.019613	0.012163
10	GD15	-0.059833	0.265972	0.000000	0.000000	-0.174438	0.000000	-0.008277	-0.034072
1	GD16	-0.167494	0.162171	0.000000	0.000000	-0.100974	0.000000	0.004052	0.002733
2	GD16	-0.256545	0.224717	0.000000	0.000000	-0.130443	0.000000	-0.003453	-0.003167
3	GD16	-0.257051	0.181268	0.000000	0.000000	-0.116783	0.000000	-0.004833	0.012426
4	GD16	-0.257115	0.357134	0.000000	0.000000	-0.158432	0.000000	-0.029643	0.014278
5	GD16	-0.231157	0.273938	0.000000	0.000000	-0.119737	0.000000	-0.003002	0.057240
6	GD16	-0.224031	0.032826	0.000000	0.000000	-0.105213	0.000000	-0.007010	0.055248
