rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	0.586501	-0.197605	3.077510	0.000000	-0.168388	-0.237665	23552.698654	25593.261274
2	AG111	0.617832	-0.171375	3.077510	0.000000	-0.137424	-0.237665	23505.996346	23924.821195
3	AG111	0.576343	-0.308084	3.077510	0.000000	-0.141856	-0.237665	23593.057255	25831.039552
4	AG111	0.578475	-0.149194	3.077510	0.000000	-0.205398	-0.237665	23645.275342	24465.227973
5	AG111	0.655825	-0.142332	3.077510	0.000000	0.016089	-0.237665	23253.517116	25938.586377
6	AG111	0.658364	-0.641381	3.077510	0.000000	-0.185543	-0.237665	23627.484337	24893.032503
7	AG111	0.634159	-0.447514	3.077510	0.000000	-0.160045	-0.237665	23771.077761	25509.800435
8	AG111	0.579738	-0.353890	3.077510	0.000000	-0.124303	-0.237665	24561.343698	25214.396127
9	AG111	0.693319	-0.480858	3.077510	0.000000	0.057937	-0.237665	22189.770015	27211.082330
10	AG111	0.630223	0.272629	3.077510	0.000000	-0.167232	-0.237665	23103.988117	23508.682190
1	AG112	0.745575	0.136324	3.077510	0.000000	-0.275309	-0.237665	23231.167533	23617.441389
2	AG112	0.801246	0.269764	3.077510	0.000000	-0.207531	-0.237665	23510.879622	26020.958399
3	AG112	0.737307	0.246057	3.077510	0.000000	-0.264043	-0.237665	23516.704438	24645.343931
4	AG112	0.791900	0.354086	3.077510	0.000000	-0.196524	-0.237665	23294.440136	23653.403299
5	AG112	0.773154	0.217289	3.077510	0.000000	-0.225941	-0.237665	22665.829452	26604.313908
6	AG112	0.766235	0.197215	3.077510	0.000000	-0.221425	-0.237665	23370.748210	24721.889156
7	AG112	0.714660	-0.034762	3.077510	0.000000	-0.287118	-0.237665	23546.995488	26242.926867
8	AG112	0.826543	0.236076	3.077510	0.000000	-0.211874	-0.237665	22925.740410	25408.385615
9	AG112	0.755462	0.175940	3.077510	0.000000	-0.259762	-0.237665	23645.849602	23401.706510
10	AG112	0.769373	0.204268	3.077510	0.000000	-0.240111	-0.237665	23148.842030	25551.585315
1	AG139	0.617446	0.436599	3.077510	0.000000	-0.139170	-0.237665	23008.515743	24889.091569
2	AG139	0.611291	0.443884	3.077510	0.000000	-0.097700	-0.237665	23150.851490	25477.956256
3	AG139	0.638182	0.224954	3.077510	0.000000	-0.175751	-0.237665	23239.256859	23108.746319
4	AG139	0.645072	0.306315	3.077510	0.000000	-0.134096	-0.237665	23016.135688	22242.280428
5	AG139	0.630930	0.045473	3.077510	0.000000	-0.143129	-0.237665	22655.494739	25473.415055
6	AG139	0.606683	0.045319	3.077510	0.000000	-0.088331	-0.237665	23558.714509	26169.067770
7	AG139	0.592262	0.342376	3.077510	0.000000	-0.115621	-0.237665	23496.091145	25671.509140
8	AG139	0.596424	0.056564	3.077510	0.000000	-0.219184	-0.237665	23218.050671	25374.721628
9	AG139	0.561701	0.227440	3.077510	0.000000	-0.110785	-0.237665	23735.407057	25829.970165
10	AG139	0.607688	0.185249	3.077510	0.000000	-0.145888	-0.237665	23071.462389	24449.808018
1	AG142	0.789637	0.826769	3.077510	0.000000	-0.178352	-0.237665	23298.412277	23605.391295
2	AG142	0.775956	0.479662	3.077510	0.000000	-0.145064	-0.237665	23374.207902	25480.708762
3	AG142	0.732073	0.285160	3.077510	0.000000	-0.161320	-0.237665	23692.495798	25129.066920
4	AG142	0.773128	0.601417	3.077510	0.000000	-0.226975	-0.237665	23158.497099	24076.840381
5	AG142	0.836432	0.372249	3.077510	0.000000	-0.198754	-0.237665	23188.199856	25760.510993
6	AG142	0.732684	0.417535	3.077510	0.000000	-0.262289	-0.237665	23289.737430	24398.782114
