rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	-0.048235	-0.197605	0.000000	0.000000	-0.168388	0.000000	0.005102	0.036844
2	AG111	-0.016905	-0.171375	0.000000	0.000000	-0.137424	0.000000	0.003117	-0.030569
3	AG111	-0.058393	-0.308084	0.000000	0.000000	-0.141856	0.000000	0.006814	0.046092
4	AG111	-0.056262	-0.149194	0.000000	0.000000	-0.205398	0.000000	0.009025	-0.008232
5	AG111	0.021088	-0.142332	0.000000	0.000000	0.016089	0.000000	-0.007682	0.050246
6	AG111	0.023628	-0.641381	0.000000	0.000000	-0.185543	0.000000	0.008272	0.009103
7	AG111	-0.000578	-0.447514	0.000000	0.000000	-0.160045	0.000000	0.014331	0.033577
8	AG111	-0.054999	-0.353890	0.000000	0.000000	-0.124303	0.000000	0.047036	0.021930
9	AG111	0.058582	-0.480858	0.000000	0.000000	0.057937	0.000000	-0.054507	0.098139
10	AG111	-0.004513	0.272629	0.000000	0.000000	-0.167232	0.000000	-0.014133	-0.048115
1	AG112	0.110839	0.136324	0.000000	0.000000	-0.275309	0.000000	-0.008643	-0.043500
2	AG112	0.166510	0.269764	0.000000	0.000000	-0.207531	0.000000	0.003325	0.053417
3	AG112	0.102570	0.246057	0.000000	0.000000	-0.264043	0.000000	0.003573	-0.000897
4	AG112	0.157163	0.354086	0.000000	0.000000	-0.196524	0.000000	-0.005923	-0.041978
5	AG112	0.138417	0.217289	0.000000	0.000000	-0.225941	0.000000	-0.033280	0.075588
6	AG112	0.131498	0.197215	0.000000	0.000000	-0.221425	0.000000	-0.002653	0.002204
7	AG112	0.079924	-0.034762	0.000000	0.000000	-0.287118	0.000000	0.004860	0.061911
8	AG112	0.191807	0.236076	0.000000	0.000000	-0.211874	0.000000	-0.021878	0.029594
9	AG112	0.120725	0.175940	0.000000	0.000000	-0.259762	0.000000	0.009049	-0.052676
10	AG112	0.134636	0.204268	0.000000	0.000000	-0.240111	0.000000	-0.012193	0.035214
1	AG139	-0.017290	0.436599	0.000000	0.000000	-0.139170	0.000000	-0.018274	0.008944
2	AG139	-0.023446	0.443884	0.000000	0.000000	-0.097700	0.000000	-0.012107	0.032328
3	AG139	0.003446	0.224954	0.000000	0.000000	-0.175751	0.000000	-0.008295	-0.065274
4	AG139	0.010335	0.306315	0.000000	0.000000	-0.134096	0.000000	-0.017943	-0.103490
5	AG139	-0.003807	0.045473	0.000000	0.000000	-0.143129	0.000000	-0.033736	0.032150
6	AG139	-0.028054	0.045319	0.000000	0.000000	-0.088331	0.000000	0.005358	0.059093
7	AG139	-0.042474	0.342376	0.000000	0.000000	-0.115621	0.000000	0.002696	0.039897
8	AG139	-0.038312	0.056564	0.000000	0.000000	-0.219184	0.000000	-0.009208	0.028268
9	AG139	-0.073036	0.227440	0.000000	0.000000	-0.110785	0.000000	0.012830	0.046050
10	AG139	-0.027049	0.185249	0.000000	0.000000	-0.145888	0.000000	-0.015542	-0.008863
1	AG142	0.154900	0.826769	0.000000	0.000000	-0.178352	0.000000	-0.005753	-0.044010
2	AG142	0.141219	0.479662	0.000000	0.000000	-0.145064	0.000000	-0.002505	0.032436
3	AG142	0.097336	0.285160	0.000000	0.000000	-0.161320	0.000000	0.011020	0.018540
4	AG142	0.138392	0.601417	0.000000	0.000000	-0.226975	0.000000	-0.011776	-0.024235
5	AG142	0.201695	0.372249	0.000000	0.000000	-0.198754	0.000000	-0.010495	0.043357
6	AG142	0.097947	0.417535	0.000000	0.000000	-0.262289	0.000000	-0.006125	-0.010952
7	AG142	0.179854	0.462965	0.000000	0.000000	-0.151321	0.000000	-0.009948	0.063400
8	AG142	0.167242	0.349547	0.000000	0.000000	-0.082138	0.000000	0.009426	0.156775
9	AG142	0.137678	0.668235	0.000000	0.000000	-0.188567	0.000000	0.000140	0.025446
10	AG142	0.099874	0.606242	0.000000	0.000000	-0.192438	0.000000	-0.004323	0.005373
1	GD14	0.061765	0.030180	0.000000	0.000000	-0.310863	0.000000	0.046078	0.040500
2	GD14	-0.041798	-0.039917	0.000000	0.000000	-0.330904	0.000000	0.021264	-0.040189
3	GD14	0.038468	0.010046	0.000000	0.000000	-0.295009	0.000000	-0.015685	0.016818
4	GD14	-0.035509	-0.273929	0.000000	0.000000	-0.389277	0.000000	-0.017761	-0.030089
5	GD14	0.022442	0.298926	0.000000	0.000000	-0.291583	0.000000	0.010532	-0.015571
6	GD14	-0.021072	0.299071	0.000000	0.000000	-0.287815	0.000000	-0.007699	-0.014214
7	GD14	0.015064	0.174159	0.000000	0.000000	-0.322600	0.000000	0.004003	0.024379
8	GD14	0.039644	-0.030029	0.000000	0.000000	-0.242601	0.000000	0.050555	0.077474
9	GD14	-0.029719	0.209964	0.000000	0.000000	-0.266739	0.000000	0.007441	0.003611
10	GD14	0.030801	0.302477	0.000000	0.000000	-0.267307	0.000000	-0.030986	-0.045485
