rep	id	rhoS	deltaSC	rhoC	deltaCB	rhoB
1	AG111	0.606165	0.190793	6.969504	8.930505	0.130934
2	AG111	0.605959	0.194746	7.047943	8.987868	0.057852
3	AG111	0.578828	0.226088	7.022327	9.069727	0.251433
4	AG111	0.553769	0.216875	6.952178	8.690502	0.192097
5	AG111	0.595748	0.195717	6.959689	8.935316	0.142168
6	AG111	0.576577	0.256084	7.060624	8.520242	0.091692
7	AG111	0.566177	0.257482	7.056374	8.731732	0.309317
8	AG111	0.590485	0.246210	7.040638	9.082865	0.210633
9	AG111	0.585055	0.326523	6.920911	8.882217	0.208187
10	AG111	0.590378	0.227504	7.073332	8.692220	0.079390
1	AG112	0.791716	0.248826	6.937497	9.185482	0.419838
2	AG112	0.721181	0.183571	6.944562	8.758550	0.552171
3	AG112	0.735296	0.299253	7.062108	8.723020	0.235911
4	AG112	0.726336	0.259478	6.968539	8.718053	0.344812
5	AG112	0.747995	0.270055	6.918594	8.705917	0.310543
6	AG112	0.711940	0.253074	6.949489	8.509557	0.405219
7	AG112	0.661222	0.272813	7.087828	8.714740	0.505478
8	AG112	0.760744	0.331782	7.016703	8.824746	0.333388
9	AG112	0.789637	0.247346	7.086045	8.834497	0.227818
10	AG112	0.763388	0.328369	7.080690	8.746836	0.219756
1	AG139	0.591812	0.278492	6.928866	9.005912	0.352336
2	AG139	0.564351	0.309842	7.055671	8.466665	0.295255
3	AG139	0.569105	0.211317	7.066766	8.713664	0.303016
4	AG139	0.538604	0.241464	6.989659	8.640727	0.318392
5	AG139	0.554666	0.246346	7.006330	9.084538	0.264992
6	AG139	0.591703	0.279885	6.990899	8.602257	0.282246
7	AG139	0.592541	0.398340	6.951010	8.836081	0.268209
8	AG139	0.588825	0.277354	6.938649	8.853567	0.243410
9	AG139	0.613667	0.236276	7.136820	8.813861	0.318194
10	AG139	0.563805	0.284646	7.002190	8.640958	0.253772
1	AG142	0.792378	0.306459	6.946622	8.747486	0.179380
2	AG142	0.780252	0.266359	6.965099	8.637628	0.348561
3	AG142	0.708841	0.274365	7.054913	8.925051	0.348654
4	AG142	0.786972	0.328148	7.029877	8.792678	0.360163
5	AG142	0.736322	0.306616	7.027793	8.763165	0.339623
6	AG142	0.724712	0.304770	7.083878	8.913799	0.211309
7	AG142	0.765448	0.254747	6.980246	8.619683	0.276622
8	AG142	0.695952	0.292398	7.019092	8.678416	0.229845
9	AG142	0.748030	0.298833	7.065799	9.143807	0.325178
10	AG142	0.705654	0.304959	6.988168	8.862494	0.291874
1	GD14	0.616102	0.247970	7.071290	8.530108	0.380459
2	GD14	0.647966	0.288522	6.961002	8.741109	0.497911
3	GD14	0.614169	0.320466	6.927992	8.996618	0.562058
4	GD14	0.658587	0.276064	7.082824	8.832087	0.531464
5	GD14	0.622579	0.309767	6.851066	8.611400	0.451468
6	GD14	0.636089	0.205250	7.025538	8.866769	0.584261
7	GD14	0.579454	0.252053	6.994435	8.649066	0.514493
8	GD14	0.643663	0.223140	7.111382	8.574669	0.374351
9	GD14	0.602091	0.257580	7.043002	8.658370	0.545237
10	GD14	0.599368	0.237005	7.026174	8.842375	0.502105
1	GD15	0.617995	0.213939	6.903202	8.901438	0.199232
2	GD15	0.584217	0.207125	6.992810	8.605779	0.308855
3	GD15	0.582036	0.272873	7.037424	8.706755	0.273709
4	GD15	0.604979	0.247351	7.045510	8.426376	0.143476
5	GD15	0.601206	0.211594	7.015833	8.650960	0.144469
6	GD15	0.645216	0.253561	6.991793	8.881164	0.206364
7	GD15	0.579212	0.246523	7.025188	8.697130	0.193337
8	GD15	0.591380	0.223076	7.019640	8.583931	0.230950
9	GD15	0.600869	0.254649	6.852424	8.779481	0.219139
10	GD15	0.634598	0.217976	6.987745	8.739139	0.230903
1	GD16	0.427582	0.252608	6.978492	8.816562	0.168053
2	GD16	0.328766	0.243991	6.927821	8.775295	0.288450
3	GD16	0.349335	0.212460	7.044900	8.861466	0.333257
4	GD16	0.393637	0.268121	6.909634	8.492729	0.163849
5	GD16	0.405580	0.214840	6.939719	8.683494	0.264695
6	GD16	0.427329	0.253442	7.031205	8.616330	0.234663
7	GD16	0.354741	0.235023	6.971432	8.784308	0.327106
8	GD16	0.401204	0.227529	7.022165	8.439209	0.279731
9	GD16	0.379404	0.250861	7.122013	8.736153	0.241265
10	GD16	0.339235	0.232004	6.859569	8.985931	0.419062
