rep	id	eta_rhoS	eta_deltaSC	eta_rhoC	eta_deltaCB	eta_rhoB
1	AG111	-0.025449	-0.483721	0.013364	0.017176	-0.110042
2	AG111	-0.015716	-0.269223	0.015393	0.016746	-0.072680
3	AG111	-0.026656	-0.515635	0.013497	0.026449	-0.090721
4	AG111	-0.028696	0.032580	-0.059848	-0.020809	-0.220926
5	AG111	0.002941	0.056178	0.023323	0.010797	-0.232219
6	AG111	-0.028828	-0.088174	0.016216	-0.005408	-0.067873
7	AG111	-0.015559	-0.429742	0.003506	0.006079	-0.049568
8	AG111	-0.042664	-0.232647	-0.011673	0.022465	-0.079739
9	AG111	-0.056851	0.029238	-0.050412	-0.015834	0.011441
10	AG111	0.035418	-0.386357	-0.072011	0.009551	-0.062250
1	AG112	0.157328	0.165093	0.033218	0.003125	0.068094
2	AG112	0.176096	0.004569	0.078371	0.001971	0.032333
3	AG112	0.168950	0.080401	-0.004534	-0.012267	0.109360
4	AG112	0.164751	-0.113862	-0.097160	-0.025831	-0.078911
5	AG112	0.116745	-0.091458	0.042885	-0.002487	0.064668
6	AG112	0.198729	0.142898	0.093630	-0.015226	-0.063714
7	AG112	0.143367	0.260216	0.029748	-0.006546	0.039202
8	AG112	0.170834	-0.039256	0.021060	-0.006458	0.005146
9	AG112	0.156901	-0.037796	0.158767	-0.019430	-0.031607
10	AG112	0.160909	0.238829	0.021836	0.013338	0.014588
1	AG139	-0.043624	0.057374	0.058868	-0.016081	-0.104808
2	AG139	-0.046652	0.123813	-0.028341	-0.014516	-0.053664
3	AG139	-0.075919	0.117124	-0.099655	0.017753	0.049518
4	AG139	-0.076933	0.027968	-0.036551	0.034863	0.134356
5	AG139	-0.040331	-0.001570	0.067062	0.054306	0.044048
6	AG139	-0.086299	0.120099	-0.075344	-0.016016	-0.003396
7	AG139	-0.062246	-0.182746	0.120675	0.009314	-0.021828
8	AG139	-0.048696	0.008368	-0.166606	-0.002813	0.040702
9	AG139	-0.035855	0.116433	-0.073280	0.032073	-0.049963
10	AG139	0.006791	0.201359	-0.002402	0.034370	-0.141773
1	AG142	0.082043	0.303125	0.011861	-0.008661	0.014806
2	AG142	0.133372	0.494162	-0.022414	0.004242	-0.043423
3	AG142	0.145787	-0.049803	-0.035446	0.005925	0.108241
4	AG142	0.126864	0.132609	0.058927	0.007654	0.090177
5	AG142	0.099488	0.310500	0.019941	0.009431	0.015778
6	AG142	0.112445	-0.005602	0.019133	-0.017082	0.195422
7	AG142	0.120345	0.421384	-0.035953	0.030350	0.059427
8	AG142	0.178779	0.185735	-0.011271	-0.025323	-0.153024
9	AG142	0.124666	0.259704	-0.047957	-0.020123	0.073734
10	AG142	0.136860	0.221733	-0.056519	0.032593	0.088913
1	GD14	0.038957	-0.091345	0.028798	-0.031418	0.137090
2	GD14	0.037746	0.061158	-0.013643	-0.030009	0.224982
3	GD14	0.016289	-0.202603	-0.116505	-0.012252	0.342232
4	GD14	0.010767	-0.047502	-0.059807	-0.019258	0.265298
5	GD14	0.001104	0.179842	-0.048279	0.026024	0.258390
6	GD14	-0.027734	0.128953	0.049122	-0.021426	0.162482
7	GD14	0.051242	-0.323937	0.032746	0.017788	0.263392
8	GD14	-0.025051	-0.293582	-0.013887	0.022218	0.371062
9	GD14	0.012133	0.079932	0.023752	-0.002994	0.171451
10	GD14	-0.045396	-0.023385	0.032086	0.010403	0.280028
1	GD15	0.013664	-0.175671	-0.036949	0.001564	-0.099142
2	GD15	0.001849	0.002818	-0.060102	-0.015787	0.131412
3	GD15	-0.033184	0.028269	0.045686	-0.014883	-0.057885
4	GD15	-0.031900	0.153844	-0.026774	0.027229	-0.103008
5	GD15	-0.014654	-0.171439	0.044543	0.011331	-0.122781
6	GD15	-0.064785	0.118634	0.032049	0.022045	0.114406
7	GD15	-0.014538	-0.200283	0.078844	0.008590	0.019801
8	GD15	-0.037945	-0.309949	-0.072185	0.004716	0.126854
9	GD15	-0.063021	-0.156180	0.012870	0.003483	0.051481
10	GD15	-0.026530	0.119765	-0.048535	-0.000726	-0.149514
1	GD16	-0.224991	-0.070457	-0.087769	-0.043473	-0.137828
2	GD16	-0.236701	0.430604	-0.118776	0.006590	-0.153819
3	GD16	-0.273760	-0.166158	0.076185	0.000440	0.010383
4	GD16	-0.224657	-0.136498	-0.120434	-0.008512	-0.050182
5	GD16	-0.217049	0.172478	0.026732	-0.006590	-0.239132
6	GD16	-0.232365	0.064301	-0.044149	0.011362	-0.014977
7	GD16	-0.249099	-0.018614	0.006385	0.006452	-0.095118
8	GD16	-0.215025	0.239599	0.089432	0.020001	-0.041682
9	GD16	-0.253500	0.177202	0.011214	0.024230	-0.051335
10	GD16	-0.225427	0.094586	0.058604	0.030081	-0.112495
