rep	id	rhoS	deltaSC	rhoC	deltaCB	rhoB
1	AG111	0.588414	0.202154	4.331904	5.354074	0.181844
2	AG111	0.598147	0.250518	4.333934	5.351768	0.219206
3	AG111	0.587207	0.195805	4.332037	5.403949	0.201165
4	AG111	0.585166	0.338774	4.258693	5.154511	0.070960
5	AG111	0.616803	0.346864	4.341864	5.320029	0.059667
6	AG111	0.585035	0.300239	4.334756	5.234510	0.224013
7	AG111	0.598304	0.213366	4.322047	5.294987	0.242319
8	AG111	0.571198	0.259851	4.306867	5.382463	0.212147
9	AG111	0.557011	0.337644	4.268129	5.180217	0.303327
10	AG111	0.649281	0.222827	4.246529	5.313400	0.229636
1	AG112	0.771190	0.386776	4.351758	5.279369	0.359980
2	AG112	0.789958	0.329416	4.396911	5.273278	0.324219
3	AG112	0.782813	0.355368	4.314007	5.198731	0.401246
4	AG112	0.778613	0.292625	4.221380	5.128691	0.212975
5	AG112	0.730607	0.299255	4.361426	5.249822	0.356554
6	AG112	0.812592	0.378286	4.412170	5.183369	0.228172
7	AG112	0.757229	0.425374	4.348289	5.228558	0.331088
8	AG112	0.784696	0.315292	4.339601	5.229019	0.297032
9	AG112	0.770763	0.315752	4.477308	5.161625	0.260279
10	AG112	0.774771	0.416373	4.340376	5.333561	0.306474
1	AG139	0.570238	0.347279	4.377409	5.178937	0.187078
2	AG139	0.567211	0.371135	4.290200	5.187050	0.238223
3	AG139	0.537944	0.368661	4.218886	5.357161	0.341404
4	AG139	0.536929	0.337215	4.281990	5.449609	0.426242
5	AG139	0.573531	0.327400	4.385603	5.556606	0.335934
6	AG139	0.527564	0.369759	4.243197	5.179277	0.288490
7	AG139	0.551616	0.273146	4.439216	5.312145	0.270059
8	AG139	0.565166	0.330670	4.151934	5.248114	0.332588
9	AG139	0.578007	0.368406	4.245261	5.434426	0.241923
10	AG139	0.620653	0.401060	4.316138	5.446928	0.150113
1	AG142	0.695906	0.444024	4.330401	5.217510	0.306692
2	AG142	0.747234	0.537493	4.296126	5.285267	0.248463
3	AG142	0.759650	0.311983	4.283094	5.294170	0.400127
4	AG142	0.740727	0.374414	4.377468	5.303333	0.382063
5	AG142	0.713350	0.447310	4.338481	5.312764	0.307664
6	AG142	0.726308	0.326083	4.337673	5.173757	0.487308
7	AG142	0.734207	0.499765	4.282588	5.425072	0.351313
8	AG142	0.792642	0.394843	4.307269	5.131296	0.138862
9	AG142	0.738528	0.425156	4.270583	5.158048	0.365620
10	AG142	0.750722	0.409316	4.262022	5.437255	0.380799
1	GD14	0.652820	0.299289	4.347338	5.100116	0.428976
2	GD14	0.651608	0.348595	4.304898	5.107305	0.516868
3	GD14	0.630152	0.267776	4.202036	5.198810	0.634118
4	GD14	0.624630	0.312702	4.258734	5.162513	0.557184
5	GD14	0.614967	0.392523	4.270262	5.401652	0.550277
6	GD14	0.586128	0.373048	4.367662	5.151329	0.454368
7	GD14	0.665104	0.237179	4.351287	5.357351	0.555278
8	GD14	0.588811	0.244489	4.304654	5.381133	0.662948
9	GD14	0.625995	0.355202	4.342292	5.247161	0.463337
10	GD14	0.568466	0.320335	4.350626	5.317930	0.571914
1	GD15	0.627526	0.275086	4.281591	5.271132	0.192744
2	GD15	0.615711	0.328840	4.258438	5.180463	0.423298
3	GD15	0.580678	0.337317	4.364227	5.185146	0.234001
4	GD15	0.581963	0.382450	4.291767	5.408167	0.188878
5	GD15	0.599208	0.276252	4.363084	5.322869	0.169105
6	GD15	0.549077	0.369218	4.350590	5.380202	0.406292
7	GD15	0.599324	0.268398	4.397384	5.308300	0.311687
8	GD15	0.575917	0.240520	4.246355	5.287774	0.418740
9	GD15	0.550841	0.280500	4.331410	5.281258	0.343367
10	GD15	0.587332	0.369636	4.270006	5.259073	0.142372
1	GD16	0.388872	0.305606	4.230772	5.039004	0.154058
2	GD16	0.377162	0.504394	4.199765	5.297690	0.138067
3	GD16	0.340103	0.277715	4.394725	5.265209	0.302269
4	GD16	0.389206	0.286075	4.198106	5.218286	0.241704
5	GD16	0.396814	0.389643	4.345273	5.228325	0.052754
6	GD16	0.381497	0.349692	4.274392	5.323034	0.276909
7	GD16	0.364763	0.321867	4.324925	5.296964	0.196768
8	GD16	0.398837	0.416694	4.407972	5.369218	0.250204
9	GD16	0.360363	0.391488	4.329754	5.391972	0.240551
10	GD16	0.388435	0.360445	4.377145	5.423615	0.179391
