rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.594296	-0.218848	3.218469	0.439387	0.020957	-0.240289
2	AG111	0.578237	-0.481011	3.218469	-0.105742	-0.236048	-0.240289
3	AG111	0.602187	-0.287809	3.218469	-0.182766	-0.204338	-0.240289
4	AG111	0.582442	-0.181897	3.218469	-0.156517	-0.234156	-0.240289
5	AG111	0.585288	-0.408504	3.218469	0.101203	-0.108415	-0.240289
6	AG111	0.570593	0.058827	3.218469	0.008912	-0.109194	-0.240289
7	AG111	0.610567	0.466971	3.218469	-0.243680	-0.196328	-0.240289
8	AG111	0.559142	-0.444817	3.218469	0.056343	-0.149191	-0.240289
9	AG111	0.607061	-0.507655	3.218469	-0.014512	-0.027153	-0.240289
10	AG111	0.548880	-0.195502	3.218469	0.377684	-0.044432	-0.240289
1	AG112	0.727449	0.188438	3.218469	-0.080367	-0.297983	-0.240289
2	AG112	0.725148	-0.027628	3.218469	0.016304	-0.233531	-0.240289
3	AG112	0.744846	0.261561	3.218469	0.066453	-0.253892	-0.240289
4	AG112	0.741897	0.058368	3.218469	0.063601	-0.216956	-0.240289
5	AG112	0.720837	0.146677	3.218469	0.034016	-0.298979	-0.240289
6	AG112	0.724069	-0.137052	3.218469	0.037508	-0.254176	-0.240289
7	AG112	0.728243	-0.018651	3.218469	0.124039	-0.166943	-0.240289
8	AG112	0.767776	0.235167	3.218469	-0.005272	-0.236954	-0.240289
9	AG112	0.713187	0.013051	3.218469	-0.050803	-0.281721	-0.240289
10	AG112	0.747079	0.133666	3.218469	0.121169	-0.150880	-0.240289
1	AG139	0.551974	0.103261	3.218469	0.120611	-0.150012	-0.240289
2	AG139	0.529239	0.294261	3.218469	-0.099443	-0.247469	-0.240289
3	AG139	0.597139	0.034841	3.218469	0.247973	-0.060211	-0.240289
4	AG139	0.585625	0.536337	3.218469	0.246351	-0.001270	-0.240289
5	AG139	0.603072	0.024763	3.218469	0.134291	-0.173018	-0.240289
6	AG139	0.628434	0.236057	3.218469	0.072158	-0.109954	-0.240289
7	AG139	0.551170	0.679048	3.218469	-0.152933	-0.209743	-0.240289
8	AG139	0.527476	0.432763	3.218469	-0.106704	-0.162367	-0.240289
9	AG139	0.578506	0.184683	3.218469	-0.011231	-0.173776	-0.240289
10	AG139	0.532246	-0.193802	3.218469	0.255435	-0.130531	-0.240289
1	AG142	0.769030	0.516732	3.218469	0.488483	-0.005786	-0.240289
2	AG142	0.784334	0.532046	3.218469	-0.052272	-0.210298	-0.240289
3	AG142	0.765599	0.458262	3.218469	0.045455	-0.177678	-0.240289
4	AG142	0.757122	0.234249	3.218469	0.369106	-0.041933	-0.240289
5	AG142	0.763254	0.532908	3.218469	0.286402	-0.028876	-0.240289
6	AG142	0.733253	0.452082	3.218469	0.135977	-0.109669	-0.240289
7	AG142	0.792382	0.182624	3.218469	0.077917	-0.127950	-0.240289
8	AG142	0.748631	0.627694	3.218469	-0.104812	-0.277167	-0.240289
9	AG142	0.764353	0.582537	3.218469	0.029894	-0.152250	-0.240289
10	AG142	0.779651	0.565189	3.218469	0.093564	-0.145180	-0.240289
1	GD14	0.578390	0.105662	3.218469	0.101804	-0.259380	-0.240289
2	GD14	0.611641	-0.037325	3.218469	-0.169020	-0.413748	-0.240289
3	GD14	0.652929	0.238006	3.218469	-0.012369	-0.254299	-0.240289
4	GD14	0.590971	0.116663	3.218469	0.067159	-0.262606	-0.240289
5	GD14	0.632127	0.124182	3.218469	0.021847	-0.340495	-0.240289
6	GD14	0.621961	-0.275290	3.218469	0.221383	-0.255298	-0.240289
7	GD14	0.616555	0.044484	3.218469	0.231835	-0.179974	-0.240289
8	GD14	0.600658	0.326875	3.218469	-0.148622	-0.368005	-0.240289
9	GD14	0.634693	0.294782	3.218469	0.100478	-0.225817	-0.240289
10	GD14	0.620347	0.009325	3.218469	0.191616	-0.219061	-0.240289
1	GD15	0.595233	-0.222224	3.218469	0.047417	-0.125934	-0.240289
2	GD15	0.564966	0.077399	3.218469	0.037452	-0.141019	-0.240289
3	GD15	0.600524	-0.230951	3.218469	0.103636	-0.153537	-0.240289
4	GD15	0.586440	0.082564	3.218469	-0.039355	-0.190319	-0.240289
5	GD15	0.675510	0.241171	3.218469	-0.056870	-0.150089	-0.240289
6	GD15	0.614615	0.154633	3.218469	0.003687	-0.129264	-0.240289
7	GD15	0.602042	0.276762	3.218469	-0.149991	-0.252633	-0.240289
8	GD15	0.602606	0.159381	3.218469	0.367949	-0.030876	-0.240289
9	GD15	0.596569	-0.126544	3.218469	0.062680	-0.204589	-0.240289
10	GD15	0.631754	0.112493	3.218469	0.118733	-0.109703	-0.240289
1	GD16	0.384195	0.177441	3.218469	0.437434	-0.032286	-0.240289
2	GD16	0.365994	0.230370	3.218469	-0.112151	-0.177747	-0.240289
3	GD16	0.428758	-0.271901	3.218469	0.070110	-0.146045	-0.240289
4	GD16	0.437644	0.115393	3.218469	0.050432	-0.085296	-0.240289
5	GD16	0.463993	0.110903	3.218469	0.147213	-0.116244	-0.240289
6	GD16	0.405021	-0.044040	3.218469	-0.045178	-0.171606	-0.240289
7	GD16	0.371805	-0.128193	3.218469	0.281877	-0.064434	-0.240289
8	GD16	0.395183	0.305263	3.218469	-0.080511	-0.155991	-0.240289
9	GD16	0.421713	0.453016	3.218469	-0.359816	-0.231230	-0.240289
10	GD16	0.349914	0.115453	3.218469	0.134489	-0.041485	-0.240289
