rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.616482	-0.555342	5.422124	0.000000	0.000000	0.273440
2	AG111	0.580412	-0.242873	5.422124	0.000000	0.000000	0.273440
3	AG111	0.573415	-0.447236	5.422124	0.000000	0.000000	0.273440
4	AG111	0.573055	-0.065087	5.422124	0.000000	0.000000	0.273440
5	AG111	0.598463	-0.407663	5.422124	0.000000	0.000000	0.273440
6	AG111	0.615050	-0.927800	5.422124	0.000000	0.000000	0.273440
7	AG111	0.581596	-0.080051	5.422124	0.000000	0.000000	0.273440
8	AG111	0.599014	-0.417949	5.422124	0.000000	0.000000	0.273440
9	AG111	0.585834	-0.205969	5.422124	0.000000	0.000000	0.273440
10	AG111	0.569037	-0.365019	5.422124	0.000000	0.000000	0.273440
1	AG112	0.773603	0.163668	5.422124	0.000000	0.000000	0.273440
2	AG112	0.812152	-0.114153	5.422124	0.000000	0.000000	0.273440
3	AG112	0.726867	0.337850	5.422124	0.000000	0.000000	0.273440
4	AG112	0.704393	0.219687	5.422124	0.000000	0.000000	0.273440
5	AG112	0.730282	0.486456	5.422124	0.000000	0.000000	0.273440
6	AG112	0.785540	-0.091132	5.422124	0.000000	0.000000	0.273440
7	AG112	0.721127	0.092818	5.422124	0.000000	0.000000	0.273440
8	AG112	0.731507	0.208280	5.422124	0.000000	0.000000	0.273440
9	AG112	0.765219	0.128705	5.422124	0.000000	0.000000	0.273440
10	AG112	0.767691	0.312449	5.422124	0.000000	0.000000	0.273440
1	AG139	0.593163	-0.050387	5.422124	0.000000	0.000000	0.273440
2	AG139	0.606700	0.079215	5.422124	0.000000	0.000000	0.273440
3	AG139	0.573239	-0.031639	5.422124	0.000000	0.000000	0.273440
4	AG139	0.596835	0.058482	5.422124	0.000000	0.000000	0.273440
5	AG139	0.572084	-0.110494	5.422124	0.000000	0.000000	0.273440
6	AG139	0.542703	0.091406	5.422124	0.000000	0.000000	0.273440
7	AG139	0.586265	0.096590	5.422124	0.000000	0.000000	0.273440
8	AG139	0.546441	-0.158156	5.422124	0.000000	0.000000	0.273440
9	AG139	0.520670	0.082761	5.422124	0.000000	0.000000	0.273440
10	AG139	0.564954	-0.117162	5.422124	0.000000	0.000000	0.273440
1	AG142	0.749289	0.159930	5.422124	0.000000	0.000000	0.273440
2	AG142	0.721662	0.461172	5.422124	0.000000	0.000000	0.273440
3	AG142	0.745910	0.353466	5.422124	0.000000	0.000000	0.273440
4	AG142	0.707331	0.727715	5.422124	0.000000	0.000000	0.273440
5	AG142	0.732992	-0.119766	5.422124	0.000000	0.000000	0.273440
6	AG142	0.701888	0.113763	5.422124	0.000000	0.000000	0.273440
7	AG142	0.797137	0.400430	5.422124	0.000000	0.000000	0.273440
8	AG142	0.728355	0.056647	5.422124	0.000000	0.000000	0.273440
9	AG142	0.709412	0.347498	5.422124	0.000000	0.000000	0.273440
10	AG142	0.726269	0.404287	5.422124	0.000000	0.000000	0.273440
1	GD14	0.699530	0.299484	5.422124	0.000000	0.000000	0.273440
2	GD14	0.637966	0.234731	5.422124	0.000000	0.000000	0.273440
3	GD14	0.676331	0.219534	5.422124	0.000000	0.000000	0.273440
4	GD14	0.741317	-0.014860	5.422124	0.000000	0.000000	0.273440
5	GD14	0.690213	0.412927	5.422124	0.000000	0.000000	0.273440
6	GD14	0.662591	0.093669	5.422124	0.000000	0.000000	0.273440
7	GD14	0.691518	0.023370	5.422124	0.000000	0.000000	0.273440
8	GD14	0.651727	0.216942	5.422124	0.000000	0.000000	0.273440
9	GD14	0.682526	0.028768	5.422124	0.000000	0.000000	0.273440
10	GD14	0.697383	0.044785	5.422124	0.000000	0.000000	0.273440
1	GD15	0.565750	-0.404345	5.422124	0.000000	0.000000	0.273440
2	GD15	0.585896	-0.371498	5.422124	0.000000	0.000000	0.273440
3	GD15	0.628126	0.097901	5.422124	0.000000	0.000000	0.273440
4	GD15	0.610907	0.002171	5.422124	0.000000	0.000000	0.273440
5	GD15	0.594591	-0.111134	5.422124	0.000000	0.000000	0.273440
6	GD15	0.642213	-0.179990	5.422124	0.000000	0.000000	0.273440
7	GD15	0.596281	-0.184530	5.422124	0.000000	0.000000	0.273440
8	GD15	0.536495	-0.062009	5.422124	0.000000	0.000000	0.273440
9	GD15	0.602989	-0.260841	5.422124	0.000000	0.000000	0.273440
10	GD15	0.607240	-0.133757	5.422124	0.000000	0.000000	0.273440
1	GD16	0.399937	-0.394188	5.422124	0.000000	0.000000	0.273440
2	GD16	0.399637	-0.177501	5.422124	0.000000	0.000000	0.273440
3	GD16	0.376394	-0.075641	5.422124	0.000000	0.000000	0.273440
4	GD16	0.363523	-0.166554	5.422124	0.000000	0.000000	0.273440
5	GD16	0.431266	0.019454	5.422124	0.000000	0.000000	0.273440
6	GD16	0.408227	-0.173837	5.422124	0.000000	0.000000	0.273440
7	GD16	0.372056	-0.251734	5.422124	0.000000	0.000000	0.273440
8	GD16	0.382683	0.115031	5.422124	0.000000	0.000000	0.273440
9	GD16	0.384476	-0.144681	5.422124	0.000000	0.000000	0.273440
10	GD16	0.355621	-0.083291	5.422124	0.000000	0.000000	0.273440
