rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	AG111	0.027424	-0.497047	0.000000	-0.124046	-0.011429	-0.017110
2	AG111	0.018709	-0.273692	0.000000	-0.029410	0.023447	-0.065938
3	AG111	-0.053206	-0.429710	0.000000	0.167359	0.021835	-0.071571
4	AG111	-0.030737	-0.334944	0.000000	0.154070	-0.009518	-0.095286
5	AG111	-0.045694	-0.451441	0.000000	0.075143	-0.024505	-0.065439
6	AG111	0.008941	-0.010616	0.000000	-0.022386	-0.026052	-0.113845
7	AG111	-0.039332	-0.290542	0.000000	-0.000703	-0.069809	-0.087598
8	AG111	0.004675	-0.195687	0.000000	-0.095506	0.003997	-0.086135
9	AG111	-0.058369	-0.152106	0.000000	0.004643	0.007740	-0.029233
10	AG111	-0.009473	-0.340930	0.000000	0.117618	0.024950	-0.124007
1	AG112	0.127894	-0.097465	0.000000	0.158653	-0.001752	0.089930
2	AG112	0.165224	-0.022183	0.000000	-0.014580	-0.072461	0.028118
3	AG112	0.147475	0.239822	0.000000	0.042714	0.005206	-0.004710
4	AG112	0.118460	0.243817	0.000000	-0.088855	-0.057608	-0.052745
5	AG112	0.139243	0.148703	0.000000	-0.022989	-0.005715	0.069139
6	AG112	0.131220	0.121955	0.000000	0.086730	-0.020514	0.066348
7	AG112	0.118887	-0.036237	0.000000	-0.032119	-0.054895	0.070620
8	AG112	0.137463	-0.176990	0.000000	0.013746	-0.018138	0.176211
9	AG112	0.127487	0.087672	0.000000	-0.011416	0.020996	0.146766
10	AG112	0.202882	-0.136842	0.000000	0.009895	0.061467	0.201847
1	AG139	0.011155	0.214493	0.000000	-0.222700	0.009154	-0.022812
2	AG139	-0.060138	0.041856	0.000000	0.001444	-0.003036	-0.032193
3	AG139	-0.015071	-0.149057	0.000000	0.069818	-0.016112	-0.070008
4	AG139	-0.045983	0.086401	0.000000	-0.124146	-0.078789	-0.112499
5	AG139	-0.078781	0.257874	0.000000	-0.217359	-0.038571	0.014339
6	AG139	0.000613	0.206078	0.000000	0.028620	0.057102	-0.162030
7	AG139	0.007926	0.025317	0.000000	-0.041962	-0.002586	0.053408
8	AG139	-0.038074	0.386124	0.000000	-0.182432	0.077994	0.093492
9	AG139	-0.023046	-0.032912	0.000000	-0.081603	0.089377	0.019051
10	AG139	-0.025815	-0.101115	0.000000	-0.042353	0.033650	0.101691
1	AG142	0.140193	0.396037	0.000000	-0.171833	-0.047705	-0.070032
2	AG142	0.106653	0.563729	0.000000	-0.209398	-0.076353	-0.033052
3	AG142	0.093175	0.217801	0.000000	-0.014119	-0.025559	0.116697
4	AG142	0.075841	0.469895	0.000000	0.043711	0.064860	0.071162
5	AG142	0.082926	0.349896	0.000000	-0.036794	0.002348	-0.025054
6	AG142	0.084348	0.375324	0.000000	0.180426	-0.049054	-0.090002
7	AG142	0.105256	0.449543	0.000000	-0.167537	0.017515	0.092666
8	AG142	0.104718	0.342999	0.000000	0.233495	-0.013300	0.048722
9	AG142	0.121071	0.295406	0.000000	-0.203300	0.117949	0.083142
10	AG142	0.161377	0.243509	0.000000	-0.234353	-0.003214	0.107712
1	GD14	0.025024	-0.193004	0.000000	0.036728	-0.097602	0.044968
2	GD14	0.041385	-0.139091	0.000000	0.246756	-0.079182	-0.011280
3	GD14	-0.004105	0.047913	0.000000	0.213249	-0.082858	-0.028885
4	GD14	0.007325	-0.241804	0.000000	0.189546	-0.048677	0.131234
5	GD14	0.021913	-0.251990	0.000000	0.170570	-0.051767	0.113088
6	GD14	0.063336	0.042250	0.000000	0.199819	-0.047426	0.106033
7	GD14	0.017479	-0.034786	0.000000	0.269566	-0.085347	-0.024863
8	GD14	-0.008620	-0.016448	0.000000	0.156799	-0.030068	0.174590
9	GD14	0.010500	-0.271840	0.000000	0.130305	-0.069284	0.165556
10	GD14	-0.011155	0.011762	0.000000	-0.037657	-0.009119	0.286319
1	GD15	-0.000721	0.142573	0.000000	-0.223313	0.098501	0.057562
2	GD15	-0.025122	0.212265	0.000000	-0.234617	-0.013311	-0.061644
3	GD15	0.045179	-0.105966	0.000000	-0.000729	0.067837	-0.020045
4	GD15	0.038613	0.067925	0.000000	0.165032	0.022861	-0.158273
5	GD15	-0.029416	0.050172	0.000000	-0.168750	-0.025390	0.100237
6	GD15	-0.012515	-0.187715	0.000000	0.010676	-0.031655	0.009548
7	GD15	-0.045234	0.141224	0.000000	-0.125967	-0.020591	-0.045276
8	GD15	0.003196	-0.084656	0.000000	-0.028193	0.050973	0.061037
9	GD15	0.016716	-0.184011	0.000000	-0.191875	0.090053	0.046870
10	GD15	0.029137	-0.007674	0.000000	-0.046876	0.036901	0.073902
1	GD16	-0.260460	0.271890	0.000000	-0.109606	-0.035826	-0.108885
2	GD16	-0.209250	-0.220006	0.000000	0.021532	-0.012241	-0.034294
3	GD16	-0.263752	0.055088	0.000000	-0.072366	0.023386	-0.012893
4	GD16	-0.243676	-0.047974	0.000000	-0.121551	0.015998	-0.089012
5	GD16	-0.249623	0.170847	0.000000	0.047608	0.039179	-0.141779
6	GD16	-0.240439	0.217620	0.000000	-0.147125	0.043853	-0.072700
7	GD16	-0.187579	-0.012647	0.000000	0.128215	0.016260	-0.193755
8	GD16	-0.226415	-0.097783	0.000000	-0.047477	0.043068	-0.010986
9	GD16	-0.197375	-0.207484	0.000000	0.060501	0.016625	-0.109840
10	GD16	-0.218160	-0.141374	0.000000	0.077774	0.066456	-0.043934
