parameter	value	se_sa	rse_sa
rhoS_pop	0.61299984450606471	0.04607620897412823	7.51651234287913095
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	3.78323679562528481	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.25971079097793720	nan	nan
omega_rhoS	0.11863192924361955	0.03359684000019635	28.32023403345546697
omega_deltaSC	0.25292071528457916	0.14840522691661023	58.67658042546215569
omega_rhoC	0.15387751004527181	0.38846325848284213	252.44966491110596962
omega_deltaCB	0.07273347603903320	0.07490620568766207	102.98724846790334198
b1	0.16420676498797351	0.02157777791270631	13.14061446511455600
b2	0.17788320627681437	0.02324089681352518	13.06525629932635546
b3	0.27939691792055349	0.04982719880663559	17.83383982095462983
