parameter	value	se_sa	rse_sa
rhoS_pop	0.63059253694192174	0.04883238850413190	7.74388938076338462
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	3.62854888745718940	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.24592694653337682	nan	nan
S0_pop	23688.93938998461453593	1124.28962882497194187	4.74605304322027788
T0_pop	24606.41535589645354776	1195.56345335355240422	4.85874694083410485
omega_rhoS	0.11880349714736731	0.03362700989752988	28.30473067288411571
omega_deltaSC	0.25985202479571917	0.17070448997583873	65.69296125748368809
omega_deltaCB	0.09045252433524834	0.03777562075824599	41.76292595023271303
omega_S0	0.02122615397414390	0.02177568205064117	102.58891967507001652
omega_T0	0.02380791548386603	0.02970171554390179	124.75563248714416886
b1	0.16358046706018906	0.02159395428946748	13.20081466787965319
b2	0.17780965333228158	0.02400348455673483	13.49953959579368323
b3	0.27313560876874271	0.04911349119220570	17.98135783671799004
