rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	AG111	-0.038137	0.087548	0.000000	0.026517	0.112069	0.000000
2	AG111	-0.017650	-0.339938	0.000000	-0.095723	0.092078	0.000000
3	AG111	0.004736	-0.166924	0.000000	0.014843	0.267270	0.000000
4	AG111	-0.013850	-0.035172	0.000000	0.020029	0.162059	0.000000
5	AG111	0.010022	-0.230985	0.000000	0.046345	0.006118	0.000000
6	AG111	0.055041	-0.292115	0.000000	-0.120489	0.033597	0.000000
7	AG111	-0.004525	-0.312787	0.000000	0.248313	0.038963	0.000000
8	AG111	-0.017453	-0.505676	0.000000	-0.042594	-0.010224	0.000000
9	AG111	-0.027217	-0.453180	0.000000	-0.169081	-0.001149	0.000000
10	AG111	-0.011590	0.005856	0.000000	0.208464	0.187027	0.000000
1	AG112	0.151021	0.137748	0.000000	-0.089065	-0.040169	0.000000
2	AG112	0.091475	-0.167645	0.000000	0.166653	-0.050515	0.000000
3	AG112	0.133808	0.065395	0.000000	-0.233817	-0.137356	0.000000
4	AG112	0.121673	0.256933	0.000000	-0.015981	-0.041621	0.000000
5	AG112	0.129710	0.045379	0.000000	0.070371	-0.041220	0.000000
6	AG112	0.165679	0.015080	0.000000	0.047135	-0.027384	0.000000
7	AG112	0.152955	-0.045606	0.000000	-0.117721	-0.067022	0.000000
8	AG112	0.145248	0.159378	0.000000	-0.022247	-0.059804	0.000000
9	AG112	0.186499	-0.152478	0.000000	0.178750	-0.073222	0.000000
10	AG112	0.141107	-0.229846	0.000000	0.029277	-0.085571	0.000000
1	AG139	-0.031501	-0.102126	0.000000	-0.118933	0.004836	0.000000
2	AG139	-0.053529	-0.040310	0.000000	0.047821	-0.006509	0.000000
3	AG139	-0.019986	0.265782	0.000000	-0.116877	0.016438	0.000000
4	AG139	-0.050449	0.232437	0.000000	-0.106547	0.059934	0.000000
5	AG139	-0.067111	0.436441	0.000000	0.007457	-0.004432	0.000000
6	AG139	-0.032472	0.077402	0.000000	-0.079806	0.026747	0.000000
7	AG139	-0.008259	0.069345	0.000000	0.045694	0.060547	0.000000
8	AG139	-0.040315	0.209894	0.000000	-0.110522	-0.023283	0.000000
9	AG139	-0.004773	0.240827	0.000000	0.081800	0.069507	0.000000
10	AG139	-0.050434	0.079161	0.000000	-0.013088	0.047327	0.000000
1	AG142	0.145945	0.362025	0.000000	-0.001919	0.006489	0.000000
2	AG142	0.125080	0.380616	0.000000	-0.074604	0.095648	0.000000
3	AG142	0.123428	0.334379	0.000000	0.053553	0.004119	0.000000
4	AG142	0.128266	0.242895	0.000000	0.026181	0.052962	0.000000
5	AG142	0.120657	0.351019	0.000000	0.030342	-0.062181	0.000000
6	AG142	0.109397	0.155068	0.000000	0.032325	0.018782	0.000000
7	AG142	0.160132	0.310509	0.000000	0.028345	0.016858	0.000000
8	AG142	0.111967	0.557597	0.000000	-0.083954	0.041979	0.000000
9	AG142	0.085496	0.328258	0.000000	-0.081741	-0.084261	0.000000
10	AG142	0.119273	0.215268	0.000000	0.029577	-0.014892	0.000000
1	GD14	-0.024371	-0.294888	0.000000	0.349051	-0.099596	0.000000
2	GD14	0.025459	-0.013137	0.000000	0.155792	-0.044485	0.000000
3	GD14	0.019470	-0.075081	0.000000	0.149504	-0.034751	0.000000
4	GD14	-0.002840	-0.092925	0.000000	0.009910	-0.121387	0.000000
5	GD14	0.006029	-0.221901	0.000000	0.216693	-0.102488	0.000000
6	GD14	0.060029	-0.094697	0.000000	-0.154748	-0.137300	0.000000
7	GD14	0.014530	-0.066806	0.000000	0.132482	-0.086388	0.000000
8	GD14	0.037617	0.088684	0.000000	0.034184	-0.090481	0.000000
9	GD14	0.036310	-0.035667	0.000000	0.090366	-0.061173	0.000000
10	GD14	0.010881	0.104509	0.000000	0.150545	-0.061938	0.000000
1	GD15	0.035288	-0.021631	0.000000	0.124160	0.141785	0.000000
2	GD15	0.029891	-0.128975	0.000000	-0.151895	0.009364	0.000000
3	GD15	-0.014175	-0.025824	0.000000	-0.089841	0.002391	0.000000
4	GD15	0.004462	-0.147773	0.000000	0.001656	-0.003698	0.000000
5	GD15	0.002104	-0.082989	0.000000	-0.123475	0.018242	0.000000
6	GD15	0.029538	0.258528	0.000000	-0.268056	0.055325	0.000000
7	GD15	0.022261	-0.041159	0.000000	0.037684	0.062506	0.000000
8	GD15	-0.005295	0.218125	0.000000	-0.046542	0.046163	0.000000
9	GD15	-0.011819	0.026623	0.000000	0.010270	0.046460	0.000000
10	GD15	-0.002131	0.232144	0.000000	-0.089059	0.111119	0.000000
1	GD16	-0.194026	-0.137871	0.000000	0.033466	0.037923	0.000000
2	GD16	-0.216970	0.029259	0.000000	0.007958	0.047767	0.000000
3	GD16	-0.240597	0.004856	0.000000	-0.035631	0.060573	0.000000
4	GD16	-0.231456	-0.221427	0.000000	0.049540	0.000198	0.000000
5	GD16	-0.201818	0.244944	0.000000	-0.070162	0.165835	0.000000
6	GD16	-0.218913	-0.090252	0.000000	0.000564	-0.024385	0.000000
7	GD16	-0.246579	0.012758	0.000000	0.134348	0.052609	0.000000
8	GD16	-0.224861	-0.156496	0.000000	-0.129750	-0.034444	0.000000
9	GD16	-0.216223	-0.207593	0.000000	0.052264	0.059702	0.000000
10	GD16	-0.218999	0.307693	0.000000	0.058398	0.064866	0.000000
