parameter	value	se_sa	rse_sa
rhoS_pop	0.61246282724924728	0.04598161766550254	7.50765852550099488
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	3.28653707821931995	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	-0.21491064650141414	nan	nan
omega_rhoS	0.11825651542253200	0.03351968382115220	28.34489389560140182
omega_deltaSC	0.30519187801278552	0.13053660014406052	42.77197708996433079
omega_deltaCB	0.19699599224898179	0.05465587224312646	27.74466202035588225
b1	0.16493077201303680	0.02195842337680724	13.31372133216690656
b2	0.17339779421066351	0.02274226282141532	13.11565866506087730
b3	0.28586146196673623	0.05174924217907707	18.10290964827528271
