rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	AG111	-0.018528	-0.733579	0.000000	-0.066738	0.137636	0.000000
2	AG111	-0.032916	-0.317833	0.000000	-0.056366	0.123037	0.000000
3	AG111	-0.048356	-0.246843	0.000000	-0.027961	-0.049716	0.000000
4	AG111	-0.027646	-0.317689	0.000000	-0.044086	-0.033816	0.000000
5	AG111	-0.020257	-0.299560	0.000000	-0.157027	-0.046490	0.000000
6	AG111	-0.005753	-0.207485	0.000000	-0.084651	0.114237	0.000000
7	AG111	-0.013644	-0.586369	0.000000	0.014725	0.090715	0.000000
8	AG111	-0.002641	-0.454568	0.000000	0.112715	0.127242	0.000000
9	AG111	-0.005102	-0.193587	0.000000	-0.090417	0.027050	0.000000
10	AG111	0.000144	-0.541341	0.000000	0.066187	-0.025599	0.000000
1	AG112	0.182156	-0.048435	0.000000	-0.090365	-0.117089	0.000000
2	AG112	0.139513	0.304699	0.000000	0.022527	-0.131628	0.000000
3	AG112	0.128467	0.036731	0.000000	0.038762	-0.033030	0.000000
4	AG112	0.185051	-0.283556	0.000000	0.071553	-0.001608	0.000000
5	AG112	0.147886	0.183677	0.000000	-0.026190	-0.054486	0.000000
6	AG112	0.153908	0.131837	0.000000	-0.024288	-0.019733	0.000000
7	AG112	0.119205	-0.023327	0.000000	-0.030063	-0.058278	0.000000
8	AG112	0.162503	-0.037865	0.000000	0.062396	0.018480	0.000000
9	AG112	0.108789	-0.153662	0.000000	0.040230	-0.084070	0.000000
10	AG112	0.180105	0.176753	0.000000	-0.009269	-0.004299	0.000000
1	AG139	-0.102779	0.374829	0.000000	-0.151794	-0.068924	0.000000
2	AG139	-0.055486	-0.015360	0.000000	0.075468	0.015944	0.000000
3	AG139	-0.094239	0.207388	0.000000	0.099529	0.078559	0.000000
4	AG139	-0.059757	-0.122748	0.000000	0.025672	-0.026425	0.000000
5	AG139	-0.073364	0.111824	0.000000	-0.013944	-0.032045	0.000000
6	AG139	-0.061785	-0.015167	0.000000	0.007815	0.055272	0.000000
7	AG139	-0.023841	0.096679	0.000000	-0.037216	0.054482	0.000000
8	AG139	-0.065587	0.264434	0.000000	0.135475	0.044565	0.000000
9	AG139	-0.043891	0.081344	0.000000	-0.060737	0.026792	0.000000
10	AG139	-0.043267	-0.000917	0.000000	-0.109434	0.007378	0.000000
1	AG142	0.126141	0.445800	0.000000	0.056043	-0.026067	0.000000
2	AG142	0.091815	0.378392	0.000000	-0.065250	0.035324	0.000000
3	AG142	0.139212	0.264595	0.000000	-0.008662	-0.022809	0.000000
4	AG142	0.113750	0.229462	0.000000	-0.069830	-0.046016	0.000000
5	AG142	0.133639	0.133626	0.000000	0.044831	0.033020	0.000000
6	AG142	0.132116	0.103204	0.000000	0.021271	-0.007538	0.000000
7	AG142	0.139244	0.309648	0.000000	0.072032	0.038112	0.000000
8	AG142	0.086132	0.702503	0.000000	-0.013624	-0.001522	0.000000
9	AG142	0.142675	0.408995	0.000000	0.015205	0.012978	0.000000
10	AG142	0.143338	0.370649	0.000000	0.102707	0.035576	0.000000
1	GD14	0.043844	0.048700	0.000000	-0.039443	-0.139463	0.000000
2	GD14	0.032658	-0.242985	0.000000	0.022937	-0.111719	0.000000
3	GD14	0.013909	-0.136969	0.000000	0.070832	-0.121718	0.000000
4	GD14	0.019929	0.140759	0.000000	0.044488	-0.137953	0.000000
5	GD14	-0.011341	-0.056807	0.000000	0.041274	-0.143865	0.000000
6	GD14	-0.020587	-0.211878	0.000000	-0.005958	-0.157209	0.000000
7	GD14	-0.003004	-0.228461	0.000000	0.062539	-0.121027	0.000000
8	GD14	-0.023704	0.033753	0.000000	0.052077	-0.113703	0.000000
9	GD14	-0.006083	-0.094581	0.000000	0.035643	-0.128305	0.000000
10	GD14	0.027123	-0.073020	0.000000	0.076244	-0.127380	0.000000
1	GD15	-0.032181	-0.168485	0.000000	-0.084419	-0.014351	0.000000
2	GD15	0.003575	0.307603	0.000000	-0.012166	0.081133	0.000000
3	GD15	-0.035109	0.059253	0.000000	-0.026311	0.079076	0.000000
4	GD15	-0.046659	-0.142701	0.000000	-0.104168	-0.016501	0.000000
5	GD15	0.043144	0.094967	0.000000	-0.115884	0.048783	0.000000
6	GD15	0.033014	-0.043306	0.000000	-0.084556	0.102887	0.000000
7	GD15	-0.044400	-0.114760	0.000000	0.087121	0.082580	0.000000
8	GD15	-0.055225	0.120596	0.000000	-0.097511	-0.018629	0.000000
9	GD15	-0.010929	-0.183291	0.000000	-0.012183	0.012612	0.000000
10	GD15	0.025072	0.234272	0.000000	-0.087570	0.114416	0.000000
1	GD16	-0.174515	0.113255	0.000000	0.107793	0.080570	0.000000
2	GD16	-0.205337	0.006954	0.000000	-0.009879	0.118557	0.000000
3	GD16	-0.276224	0.079986	0.000000	-0.085113	0.036994	0.000000
4	GD16	-0.225995	0.022261	0.000000	-0.026252	0.072931	0.000000
5	GD16	-0.210157	-0.200401	0.000000	0.050601	-0.065980	0.000000
6	GD16	-0.182816	-0.025540	0.000000	0.000691	0.119368	0.000000
7	GD16	-0.223221	0.009679	0.000000	-0.068986	0.014242	0.000000
8	GD16	-0.236865	-0.246290	0.000000	-0.078831	-0.035292	0.000000
9	GD16	-0.243467	-0.120748	0.000000	-0.055234	0.048561	0.000000
10	GD16	-0.232380	-0.065545	0.000000	0.014052	0.098294	0.000000
