rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	-0.015840	-0.574145	0.000000	0.000000	0.035972	0.000000	0.003148	-0.015187
2	AG111	-0.007909	0.283125	0.000000	0.000000	0.134444	0.000000	-0.011859	-0.002551
3	AG111	-0.028636	-0.450793	0.000000	0.000000	0.020270	0.000000	-0.025267	0.022315
4	AG111	-0.013576	-0.240406	0.000000	0.000000	0.051459	0.000000	0.016617	-0.008136
5	AG111	-0.032912	-0.400536	0.000000	0.000000	0.013299	0.000000	-0.007888	0.014636
6	AG111	-0.004183	0.081665	0.000000	0.000000	0.035108	0.000000	0.004400	-0.039342
7	AG111	-0.002493	-0.596873	0.000000	0.000000	0.017865	0.000000	0.019987	-0.002579
8	AG111	-0.026167	-0.414374	0.000000	0.000000	0.017371	0.000000	-0.036761	-0.013187
9	AG111	0.000378	-0.078308	0.000000	0.000000	0.006306	0.000000	0.021496	-0.017964
10	AG111	-0.046767	-0.126362	0.000000	0.000000	0.055135	0.000000	-0.007196	0.010062
1	AG112	0.124753	-0.022863	0.000000	0.000000	-0.046369	0.000000	-0.016447	0.029767
2	AG112	0.212364	0.091878	0.000000	0.000000	0.025285	0.000000	0.000259	-0.022279
3	AG112	0.158777	0.083401	0.000000	0.000000	-0.019185	0.000000	-0.009825	-0.009812
4	AG112	0.142363	-0.241370	0.000000	0.000000	-0.155405	0.000000	0.002363	0.020444
5	AG112	0.165936	0.013855	0.000000	0.000000	-0.054712	0.000000	0.017890	-0.020037
6	AG112	0.183361	0.177019	0.000000	0.000000	-0.006773	0.000000	0.009809	-0.005509
7	AG112	0.199922	0.171624	0.000000	0.000000	-0.015251	0.000000	-0.000138	-0.007475
8	AG112	0.133500	0.286963	0.000000	0.000000	-0.024607	0.000000	-0.016608	-0.014763
9	AG112	0.144999	-0.000135	0.000000	0.000000	-0.057532	0.000000	-0.005941	0.016620
10	AG112	0.129881	-0.126588	0.000000	0.000000	-0.030324	0.000000	-0.001055	0.014560
1	AG139	-0.051965	0.064186	0.000000	0.000000	-0.002549	0.000000	-0.003612	0.003232
2	AG139	-0.000507	0.189132	0.000000	0.000000	0.089700	0.000000	-0.028199	-0.012015
