rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.566094	-0.188370	3.842301	0.000000	0.064026	0.253702
2	AG111	0.575051	-0.212265	3.842301	0.000000	0.012440	0.253702
3	AG111	0.670442	-0.342605	3.842301	0.000000	0.086669	0.253702
4	AG111	0.596601	-0.373232	3.842301	0.000000	0.011960	0.253702
5	AG111	0.611819	-0.565748	3.842301	0.000000	0.013768	0.253702
6	AG111	0.562624	0.236952	3.842301	0.000000	0.096561	0.253702
7	AG111	0.572127	-0.409567	3.842301	0.000000	0.029359	0.253702
8	AG111	0.585409	-0.320942	3.842301	0.000000	0.010183	0.253702
9	AG111	0.585858	-0.073361	3.842301	0.000000	0.188769	0.253702
10	AG111	0.606055	-0.190748	3.842301	0.000000	0.098786	0.253702
1	AG112	0.742568	0.209415	3.842301	0.000000	-0.056324	0.253702
2	AG112	0.728025	-0.189227	3.842301	0.000000	-0.089654	0.253702
3	AG112	0.715086	0.166105	3.842301	0.000000	-0.145371	0.253702
4	AG112	0.752662	-0.031933	3.842301	0.000000	-0.020593	0.253702
5	AG112	0.725260	0.154110	3.842301	0.000000	-0.011566	0.253702
6	AG112	0.751154	0.442090	3.842301	0.000000	-0.004018	0.253702
7	AG112	0.759820	-0.071615	3.842301	0.000000	-0.040580	0.253702
8	AG112	0.768531	-0.034122	3.842301	0.000000	-0.096343	0.253702
9	AG112	0.723516	-0.125138	3.842301	0.000000	-0.135257	0.253702
10	AG112	0.744539	0.344514	3.842301	0.000000	0.009414	0.253702
1	AG139	0.539533	-0.002427	3.842301	0.000000	0.014157	0.253702
2	AG139	0.593040	0.216226	3.842301	0.000000	0.014735	0.253702
3	AG139	0.592072	0.100958	3.842301	0.000000	0.085055	0.253702
4	AG139	0.577877	-0.021162	3.842301	0.000000	-0.007097	0.253702
5	AG139	0.595521	0.063562	3.842301	0.000000	0.000768	0.253702
6	AG139	0.579198	0.121604	3.842301	0.000000	-0.089905	0.253702
7	AG139	0.585846	-0.060722	3.842301	0.000000	0.026069	0.253702
8	AG139	0.569393	-0.010877	3.842301	0.000000	-0.060614	0.253702
9	AG139	0.632647	-0.242079	3.842301	0.000000	0.001765	0.253702
10	AG139	0.618039	0.040243	3.842301	0.000000	0.017533	0.253702
1	AG142	0.757355	0.649817	3.842301	0.000000	0.001041	0.253702
2	AG142	0.694787	0.368468	3.842301	0.000000	-0.051812	0.253702
3	AG142	0.766852	0.270861	3.842301	0.000000	0.006113	0.253702
4	AG142	0.713972	0.450125	3.842301	0.000000	0.005927	0.253702
5	AG142	0.768891	0.331211	3.842301	0.000000	0.054667	0.253702
6	AG142	0.724357	-0.059735	3.842301	0.000000	-0.026956	0.253702
7	AG142	0.710341	0.198731	3.842301	0.000000	0.017487	0.253702
8	AG142	0.733848	0.332371	3.842301	0.000000	-0.032378	0.253702
9	AG142	0.702414	0.308695	3.842301	0.000000	-0.025216	0.253702
10	AG142	0.739180	0.283663	3.842301	0.000000	0.046807	0.253702
1	GD14	0.641010	0.263791	3.842301	0.000000	-0.104048	0.253702
2	GD14	0.648440	0.080742	3.842301	0.000000	-0.131959	0.253702
3	GD14	0.573440	-0.011672	3.842301	0.000000	-0.168476	0.253702
4	GD14	0.586587	-0.273093	3.842301	0.000000	-0.192525	0.253702
5	GD14	0.616733	-0.022727	3.842301	0.000000	-0.122816	0.253702
6	GD14	0.619366	0.236668	3.842301	0.000000	-0.061354	0.253702
7	GD14	0.612932	-0.041059	3.842301	0.000000	-0.133986	0.253702
8	GD14	0.596062	0.005442	3.842301	0.000000	-0.164611	0.253702
9	GD14	0.594175	-0.105203	3.842301	0.000000	-0.199447	0.253702
10	GD14	0.607426	0.147939	3.842301	0.000000	-0.128873	0.253702
1	GD15	0.643313	0.087948	3.842301	0.000000	0.038095	0.253702
2	GD15	0.574727	-0.178144	3.842301	0.000000	-0.014803	0.253702
3	GD15	0.608949	-0.129636	3.842301	0.000000	0.032062	0.253702
4	GD15	0.626446	-0.136634	3.842301	0.000000	-0.022158	0.253702
5	GD15	0.579842	0.015562	3.842301	0.000000	0.031582	0.253702
6	GD15	0.601033	-0.115259	3.842301	0.000000	0.009231	0.253702
7	GD15	0.576674	-0.324974	3.842301	0.000000	-0.012785	0.253702
8	GD15	0.606846	0.054702	3.842301	0.000000	0.062972	0.253702
9	GD15	0.543246	-0.060844	3.842301	0.000000	-0.003002	0.253702
10	GD15	0.587274	-0.197830	3.842301	0.000000	0.078244	0.253702
1	GD16	0.374724	-0.096381	3.842301	0.000000	0.029807	0.253702
2	GD16	0.378863	0.297192	3.842301	0.000000	0.168340	0.253702
3	GD16	0.369373	0.274338	3.842301	0.000000	0.039109	0.253702
4	GD16	0.417834	-0.233537	3.842301	0.000000	0.021278	0.253702
5	GD16	0.364949	0.067966	3.842301	0.000000	0.039944	0.253702
6	GD16	0.367727	-0.080739	3.842301	0.000000	-0.002113	0.253702
7	GD16	0.379132	-0.035643	3.842301	0.000000	0.038603	0.253702
8	GD16	0.375328	-0.132295	3.842301	0.000000	0.002060	0.253702
9	GD16	0.380145	-0.127802	3.842301	0.000000	0.026781	0.253702
10	GD16	0.420538	0.237757	3.842301	0.000000	0.104887	0.253702
