rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	AG111	-0.046800	-0.188370	0.000000	0.000000	0.064026	0.000000
2	AG111	-0.037844	-0.212265	0.000000	0.000000	0.012440	0.000000
3	AG111	0.057548	-0.342605	0.000000	0.000000	0.086669	0.000000
4	AG111	-0.016294	-0.373232	0.000000	0.000000	0.011960	0.000000
5	AG111	-0.001076	-0.565748	0.000000	0.000000	0.013768	0.000000
6	AG111	-0.050271	0.236952	0.000000	0.000000	0.096561	0.000000
7	AG111	-0.040767	-0.409567	0.000000	0.000000	0.029359	0.000000
8	AG111	-0.027486	-0.320942	0.000000	0.000000	0.010183	0.000000
9	AG111	-0.027037	-0.073361	0.000000	0.000000	0.188769	0.000000
10	AG111	-0.006840	-0.190748	0.000000	0.000000	0.098786	0.000000
1	AG112	0.129674	0.209415	0.000000	0.000000	-0.056324	0.000000
2	AG112	0.115130	-0.189227	0.000000	0.000000	-0.089654	0.000000
3	AG112	0.102192	0.166105	0.000000	0.000000	-0.145371	0.000000
4	AG112	0.139767	-0.031933	0.000000	0.000000	-0.020593	0.000000
5	AG112	0.112365	0.154110	0.000000	0.000000	-0.011566	0.000000
6	AG112	0.138259	0.442090	0.000000	0.000000	-0.004018	0.000000
7	AG112	0.146925	-0.071615	0.000000	0.000000	-0.040580	0.000000
8	AG112	0.155637	-0.034122	0.000000	0.000000	-0.096343	0.000000
9	AG112	0.110622	-0.125138	0.000000	0.000000	-0.135257	0.000000
10	AG112	0.131645	0.344514	0.000000	0.000000	0.009414	0.000000
1	AG139	-0.073362	-0.002427	0.000000	0.000000	0.014157	0.000000
2	AG139	-0.019854	0.216226	0.000000	0.000000	0.014735	0.000000
3	AG139	-0.020823	0.100958	0.000000	0.000000	0.085055	0.000000
4	AG139	-0.035018	-0.021162	0.000000	0.000000	-0.007097	0.000000
5	AG139	-0.017374	0.063562	0.000000	0.000000	0.000768	0.000000
6	AG139	-0.033697	0.121604	0.000000	0.000000	-0.089905	0.000000
7	AG139	-0.027049	-0.060722	0.000000	0.000000	0.026069	0.000000
8	AG139	-0.043502	-0.010877	0.000000	0.000000	-0.060614	0.000000
9	AG139	0.019753	-0.242079	0.000000	0.000000	0.001765	0.000000
10	AG139	0.005145	0.040243	0.000000	0.000000	0.017533	0.000000
1	AG142	0.144460	0.649817	0.000000	0.000000	0.001041	0.000000
2	AG142	0.081892	0.368468	0.000000	0.000000	-0.051812	0.000000
3	AG142	0.153958	0.270861	0.000000	0.000000	0.006113	0.000000
4	AG142	0.101077	0.450125	0.000000	0.000000	0.005927	0.000000
5	AG142	0.155996	0.331211	0.000000	0.000000	0.054667	0.000000
6	AG142	0.111462	-0.059735	0.000000	0.000000	-0.026956	0.000000
7	AG142	0.097446	0.198731	0.000000	0.000000	0.017487	0.000000
8	AG142	0.120953	0.332371	0.000000	0.000000	-0.032378	0.000000
9	AG142	0.089519	0.308695	0.000000	0.000000	-0.025216	0.000000
10	AG142	0.126286	0.283663	0.000000	0.000000	0.046807	0.000000
1	GD14	0.028115	0.263791	0.000000	0.000000	-0.104048	0.000000
2	GD14	0.035546	0.080742	0.000000	0.000000	-0.131959	0.000000
3	GD14	-0.039454	-0.011672	0.000000	0.000000	-0.168476	0.000000
4	GD14	-0.026307	-0.273093	0.000000	0.000000	-0.192525	0.000000
5	GD14	0.003838	-0.022727	0.000000	0.000000	-0.122816	0.000000
6	GD14	0.006471	0.236668	0.000000	0.000000	-0.061354	0.000000
7	GD14	0.000037	-0.041059	0.000000	0.000000	-0.133986	0.000000
8	GD14	-0.016832	0.005442	0.000000	0.000000	-0.164611	0.000000
9	GD14	-0.018719	-0.105203	0.000000	0.000000	-0.199447	0.000000
10	GD14	-0.005469	0.147939	0.000000	0.000000	-0.128873	0.000000
1	GD15	0.030419	0.087948	0.000000	0.000000	0.038095	0.000000
2	GD15	-0.038168	-0.178144	0.000000	0.000000	-0.014803	0.000000
3	GD15	-0.003946	-0.129636	0.000000	0.000000	0.032062	0.000000
4	GD15	0.013552	-0.136634	0.000000	0.000000	-0.022158	0.000000
5	GD15	-0.033053	0.015562	0.000000	0.000000	0.031582	0.000000
6	GD15	-0.011861	-0.115259	0.000000	0.000000	0.009231	0.000000
7	GD15	-0.036220	-0.324974	0.000000	0.000000	-0.012785	0.000000
8	GD15	-0.006049	0.054702	0.000000	0.000000	0.062972	0.000000
9	GD15	-0.069649	-0.060844	0.000000	0.000000	-0.003002	0.000000
10	GD15	-0.025620	-0.197830	0.000000	0.000000	0.078244	0.000000
1	GD16	-0.238170	-0.096381	0.000000	0.000000	0.029807	0.000000
2	GD16	-0.234031	0.297192	0.000000	0.000000	0.168340	0.000000
3	GD16	-0.243522	0.274338	0.000000	0.000000	0.039109	0.000000
4	GD16	-0.195061	-0.233537	0.000000	0.000000	0.021278	0.000000
5	GD16	-0.247946	0.067966	0.000000	0.000000	0.039944	0.000000
6	GD16	-0.245167	-0.080739	0.000000	0.000000	-0.002113	0.000000
7	GD16	-0.233763	-0.035643	0.000000	0.000000	0.038603	0.000000
8	GD16	-0.237567	-0.132295	0.000000	0.000000	0.002060	0.000000
9	GD16	-0.232750	-0.127802	0.000000	0.000000	0.026781	0.000000
10	GD16	-0.192356	0.237757	0.000000	0.000000	0.104887	0.000000
