parameter	value	se_sa	rse_sa
rhoS_pop	0.61313248463146275	0.04625848165414290	7.54461438818522367
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	3.92467748268113237	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.24629577892775006	0.06518851442612369	26.46757273304570290
omega_rhoS	0.11861668249234196	0.03364393548208962	28.36357818746255788
omega_deltaSC	0.24640739752198279	0.14851148464426464	60.27070864664907646
omega_rhoC	0.07587469895082810	nan	nan
omega_deltaCB	0.06610543490829827	0.10388333514137570	157.14794900825185664
omega_rhoB	0.07637318693741189	0.28886307681330753	378.22577320235683374
b1	0.16385322116878592	0.02177206887359805	13.28754400938541380
b2	0.17767162685659263	0.02325055122133489	13.08624884720706660
b3	0.27597888325970621	0.04883517335539887	17.69525725250623438
