rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	0.638657	-0.207147	3.628549	0.000000	0.064918	0.245927	23915.978207	23713.114847
2	AG111	0.610367	-0.169024	3.628549	0.000000	0.062402	0.245927	24023.041779	24064.580852
3	AG111	0.645378	-0.798627	3.628549	0.000000	0.110816	0.245927	23479.251214	24440.117012
4	AG111	0.617712	-0.243505	3.628549	0.000000	0.153427	0.245927	24038.985279	25275.670034
5	AG111	0.626009	-0.390275	3.628549	0.000000	-0.006014	0.245927	23511.026151	24395.538329
6	AG111	0.631748	-0.354533	3.628549	0.000000	0.051852	0.245927	23483.287068	25025.647929
7	AG111	0.665097	-0.717754	3.628549	0.000000	0.018200	0.245927	23438.565455	25185.169733
8	AG111	0.628281	-0.259117	3.628549	0.000000	0.069075	0.245927	23378.848947	24421.191549
9	AG111	0.629059	-0.047809	3.628549	0.000000	0.223228	0.245927	24447.382037	24455.146781
10	AG111	0.610992	-0.099902	3.628549	0.000000	0.043236	0.245927	23634.024319	24882.392585
1	AG112	0.827336	-0.033951	3.628549	0.000000	0.019589	0.245927	23757.665372	24512.236683
2	AG112	0.770420	-0.158331	3.628549	0.000000	-0.106026	0.245927	22951.898357	25160.595377
3	AG112	0.736302	0.258424	3.628549	0.000000	-0.091517	0.245927	23938.642405	23439.485141
4	AG112	0.802296	-0.349538	3.628549	0.000000	-0.019433	0.245927	23624.986123	24001.040844
5	AG112	0.798386	-0.252328	3.628549	0.000000	-0.118268	0.245927	23701.653140	25640.335907
6	AG112	0.756632	0.108740	3.628549	0.000000	-0.065236	0.245927	24109.564410	25861.747095
7	AG112	0.790338	-0.121547	3.628549	0.000000	-0.102581	0.245927	23718.228695	24287.248979
8	AG112	0.796090	-0.015486	3.628549	0.000000	-0.099024	0.245927	23901.783483	23959.587542
9	AG112	0.746153	-0.165730	3.628549	0.000000	-0.089391	0.245927	23165.945837	24885.815452
10	AG112	0.778482	0.269756	3.628549	0.000000	-0.036910	0.245927	24560.437755	25542.870220
1	AG139	0.581936	-0.179784	3.628549	0.000000	0.005896	0.245927	24372.979777	24458.484169
2	AG139	0.580228	-0.008067	3.628549	0.000000	0.001995	0.245927	23780.140312	25381.554096
3	AG139	0.556882	-0.151383	3.628549	0.000000	0.076285	0.245927	24152.308992	24641.317324
4	AG139	0.594152	-0.066271	3.628549	0.000000	0.002881	0.245927	23653.963133	25077.692064
5	AG139	0.618578	0.126206	3.628549	0.000000	0.032283	0.245927	23061.491775	23810.128813
6	AG139	0.580710	-0.186295	3.628549	0.000000	-0.151229	0.245927	24797.403461	24437.074446
7	AG139	0.640603	-0.202369	3.628549	0.000000	-0.033187	0.245927	24244.579041	24012.901809
8	AG139	0.553480	0.310804	3.628549	0.000000	0.079353	0.245927	24380.961315	23428.844383
9	AG139	0.592250	0.091990	3.628549	0.000000	0.032977	0.245927	23547.848519	24740.769335
10	AG139	0.601823	0.488256	3.628549	0.000000	0.066507	0.245927	23725.213998	23846.081643
