parameter	value	se_sa	rse_sa
rhoS_pop	0.61354758227653095	0.04629528101867789	7.54550785562581350
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	3.63210000464537019	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.25830944752564655	0.06947328006007675	26.89536938178732584
omega_rhoS	0.11902157576706601	0.03401250123672468	28.57675259088289366
omega_deltaSC	0.25572693169964789	0.14845232644801898	58.05111157489533014
omega_deltaCB	0.03213204026223632	0.05932261664936838	184.62138154074267504
omega_rhoB	0.13561107633753888	0.06610331452560200	48.74477536117288423
b1	0.16362738853978356	0.02151171852111152	13.14677127899115128
b2	0.17742555404461002	0.02316390181278112	13.05556121129937708
b3	0.27403311990044243	0.04758913790124544	17.36619935522202596
