parameter	value	se_sa	rse_sa
rhoS_pop	0.61396354483601689	0.04706325742120154	7.66548076299410042
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	5.42212417447083261	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.27343958235719740	nan	nan
omega_rhoS	0.12148900635368529	0.03439384943869532	28.31025659932233651
omega_deltaSC	0.25566225525455127	0.13382049480865707	52.34268729868556136
b1	0.16977947939977883	0.02339534198217503	13.77984080578203496
b2	0.18900823661658930	0.02448240614669595	12.95308955046201582
b3	0.31715234978341300	0.05394193996375648	17.00821072288887592
