rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.564825	-0.503197	3.568268	0.000000	-0.038655	0.361940
2	AG111	0.590836	-0.207225	3.568268	0.000000	-0.023147	0.049103
3	AG111	0.572479	0.111966	3.568268	0.000000	-0.004852	0.126347
4	AG111	0.585705	-0.377359	3.568268	0.000000	0.025157	0.125367
5	AG111	0.600716	-0.262393	3.568268	0.000000	0.035581	0.067875
6	AG111	0.621296	-0.236038	3.568268	0.000000	0.043238	0.105053
7	AG111	0.608180	-0.119796	3.568268	0.000000	0.015422	0.076268
8	AG111	0.599954	-0.180877	3.568268	0.000000	-0.008761	0.045935
9	AG111	0.572773	-0.464550	3.568268	0.000000	0.021774	0.202819
10	AG111	0.598880	-0.166722	3.568268	0.000000	0.007958	-0.045782
1	AG112	0.788081	0.036171	3.568268	0.000000	0.007620	0.287151
2	AG112	0.753788	0.262200	3.568268	0.000000	-0.024094	0.259774
3	AG112	0.745494	0.103769	3.568268	0.000000	-0.020032	0.375809
4	AG112	0.730308	0.046907	3.568268	0.000000	-0.014356	0.369254
5	AG112	0.740350	0.151289	3.568268	0.000000	0.009936	0.451421
6	AG112	0.749412	-0.281103	3.568268	0.000000	0.009700	0.438940
7	AG112	0.780107	0.217710	3.568268	0.000000	0.015168	0.181071
8	AG112	0.701164	-0.278060	3.568268	0.000000	-0.031052	0.490871
9	AG112	0.746968	0.124835	3.568268	0.000000	0.007097	0.467964
10	AG112	0.742278	-0.137470	3.568268	0.000000	-0.010851	0.393320
1	AG139	0.596666	0.096873	3.568268	0.000000	0.000781	0.215119
2	AG139	0.553354	-0.202373	3.568268	0.000000	0.023547	0.338067
3	AG139	0.551657	0.217826	3.568268	0.000000	-0.001640	0.297716
4	AG139	0.546048	0.001308	3.568268	0.000000	-0.047337	0.156249
5	AG139	0.562784	0.149120	3.568268	0.000000	0.009748	0.202964
6	AG139	0.598791	0.252423	3.568268	0.000000	0.010589	0.082491
7	AG139	0.594082	-0.004404	3.568268	0.000000	0.016187	0.160206
8	AG139	0.612568	-0.100856	3.568268	0.000000	0.002595	0.195789
9	AG139	0.601052	-0.075127	3.568268	0.000000	0.000538	0.383525
10	AG139	0.577409	0.041722	3.568268	0.000000	0.003963	0.257363
1	AG142	0.761569	0.167956	3.568268	0.000000	0.003134	0.189755
2	AG142	0.692018	0.620122	3.568268	0.000000	-0.010300	0.231315
3	AG142	0.744126	0.113641	3.568268	0.000000	-0.001474	0.352345
4	AG142	0.721577	0.127035	3.568268	0.000000	-0.006908	0.245968
5	AG142	0.731079	0.437815	3.568268	0.000000	-0.008029	0.175487
6	AG142	0.795597	0.024890	3.568268	0.000000	-0.019559	0.127398
7	AG142	0.752717	0.549445	3.568268	0.000000	0.003191	0.159720
8	AG142	0.691518	0.787495	3.568268	0.000000	0.008906	0.296149
9	AG142	0.747068	0.226255	3.568268	0.000000	0.011479	0.312674
10	AG142	0.728130	0.210445	3.568268	0.000000	0.008724	0.373537
1	GD14	0.638848	0.199547	3.568268	0.000000	0.007463	0.456148
2	GD14	0.603663	0.023355	3.568268	0.000000	-0.025740	0.540771
3	GD14	0.631857	-0.088723	3.568268	0.000000	-0.018297	0.410687
4	GD14	0.627840	-0.200218	3.568268	0.000000	0.021410	0.707248
5	GD14	0.621399	0.141567	3.568268	0.000000	-0.023917	0.501927
6	GD14	0.651283	-0.098357	3.568268	0.000000	-0.039499	0.399451
7	GD14	0.650279	0.151615	3.568268	0.000000	-0.028008	0.470863
8	GD14	0.653594	-0.224288	3.568268	0.000000	0.019079	0.590948
9	GD14	0.673909	0.020801	3.568268	0.000000	-0.029510	0.346935
10	GD14	0.605536	-0.099516	3.568268	0.000000	-0.012101	0.536629
1	GD15	0.605856	0.055396	3.568268	0.000000	0.013818	0.223929
2	GD15	0.596806	-0.069945	3.568268	0.000000	-0.035226	0.135044
3	GD15	0.590437	-0.139439	3.568268	0.000000	0.030425	0.242272
4	GD15	0.601531	-0.131250	3.568268	0.000000	-0.008054	0.199508
5	GD15	0.602159	0.030612	3.568268	0.000000	-0.005373	0.150881
6	GD15	0.562670	-0.215452	3.568268	0.000000	0.021724	0.298875
7	GD15	0.576737	-0.197045	3.568268	0.000000	0.001469	0.257654
8	GD15	0.602840	-0.061477	3.568268	0.000000	-0.044721	0.078214
9	GD15	0.608733	0.095913	3.568268	0.000000	0.016873	0.165062
10	GD15	0.596002	-0.152360	3.568268	0.000000	0.011519	0.252010
1	GD16	0.369073	0.103811	3.568268	0.000000	-0.005501	0.074839
2	GD16	0.362794	-0.331022	3.568268	0.000000	0.007246	0.249343
3	GD16	0.415294	-0.002311	3.568268	0.000000	-0.009100	0.113472
4	GD16	0.409542	0.079076	3.568268	0.000000	0.036367	0.214876
5	GD16	0.403118	-0.193587	3.568268	0.000000	0.031384	0.220477
6	GD16	0.366498	-0.070235	3.568268	0.000000	0.041747	0.108000
7	GD16	0.390182	-0.068091	3.568268	0.000000	-0.015239	0.212874
8	GD16	0.402467	-0.139204	3.568268	0.000000	0.049545	0.216319
9	GD16	0.426725	0.023503	3.568268	0.000000	0.038367	0.048962
10	GD16	0.353805	-0.202849	3.568268	0.000000	-0.027172	0.235727
