parameter	value	se_sa	rse_sa
rhoS_pop	0.64656637546234252	nan	nan
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	3.05179188466188123	0.01778740557001124	0.58285119832088306
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.22028403346640868	nan	nan
S0_pop	23323.08053316997393267	1864.85816325544601568	7.99576265495140603
T0_pop	25255.11298845275086933	2036.69171023446278923	8.06447277098181026
omega_S0	0.17859339696849674	0.06585773538961567	36.87579524635658856
omega_T0	0.19531356472150196	0.06192815147765575	31.70704070961954457
b1	0.24520736235992605	0.03441206670506538	14.03386357321272015
b2	0.21787355899588881	0.02876987401190943	13.20484878683801355
b3	0.33056423115467320	0.04752212032979073	14.37606245654413151
