parameter	value	se_sa	rse_sa
rhoS_pop	0.63232041208507972	0.04841168667461892	7.65619545872023011
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	3.65219253148859657	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.24913537673300906	nan	nan
S0_pop	23514.67712429705716204	1167.75630807305856251	4.96607417529219930
T0_pop	24788.05850662126977113	709.38342175389925615	2.86179501135360015
omega_rhoS	0.11872105111682914	0.03334364781019911	28.08570804969273738
omega_deltaSC	0.27415936835825933	0.14966842571043529	54.59176048102620626
omega_deltaCB	0.09107912427255048	0.03823452499194489	41.97946049363592635
omega_S0	0.02923512569252002	0.03929778848673120	134.41976921886734431
omega_T0	0.01267286254720522	0.02489128591578556	196.41407632307115705
b1	0.16439247419063660	0.02232644218735353	13.58118265284019621
b2	0.17742524166892776	0.02318379201231216	13.06679466474825801
b3	0.27304392728341331	0.04725327142639333	17.30610597955013930
