rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.602042	-0.009308	2.045812	0.000000	0.000000	-0.282475
2	AG111	0.597280	0.015208	2.045812	0.000000	0.000000	-0.282475
3	AG111	0.610063	0.024047	2.045812	0.000000	0.000000	-0.282475
4	AG111	0.593570	0.041784	2.045812	0.000000	0.000000	-0.282475
5	AG111	0.600541	0.004309	2.045812	0.000000	0.000000	-0.282475
6	AG111	0.572900	-0.069784	2.045812	0.000000	0.000000	-0.282475
7	AG111	0.634875	-0.028116	2.045812	0.000000	0.000000	-0.282475
8	AG111	0.600775	0.053466	2.045812	0.000000	0.000000	-0.282475
9	AG111	0.553084	-0.011543	2.045812	0.000000	0.000000	-0.282475
10	AG111	0.590765	0.027307	2.045812	0.000000	0.000000	-0.282475
1	AG112	0.765104	-0.001916	2.045812	0.000000	0.000000	-0.282475
2	AG112	0.793607	0.050270	2.045812	0.000000	0.000000	-0.282475
3	AG112	0.757831	-0.026491	2.045812	0.000000	0.000000	-0.282475
4	AG112	0.759936	-0.027832	2.045812	0.000000	0.000000	-0.282475
5	AG112	0.784982	-0.064279	2.045812	0.000000	0.000000	-0.282475
6	AG112	0.746317	0.037125	2.045812	0.000000	0.000000	-0.282475
7	AG112	0.721583	-0.095843	2.045812	0.000000	0.000000	-0.282475
8	AG112	0.720847	-0.022441	2.045812	0.000000	0.000000	-0.282475
9	AG112	0.770906	-0.133049	2.045812	0.000000	0.000000	-0.282475
10	AG112	0.749296	-0.022347	2.045812	0.000000	0.000000	-0.282475
1	AG139	0.606744	-0.024325	2.045812	0.000000	0.000000	-0.282475
2	AG139	0.618679	-0.049570	2.045812	0.000000	0.000000	-0.282475
3	AG139	0.592432	0.069116	2.045812	0.000000	0.000000	-0.282475
4	AG139	0.545215	-0.001204	2.045812	0.000000	0.000000	-0.282475
5	AG139	0.542680	-0.054282	2.045812	0.000000	0.000000	-0.282475
6	AG139	0.573005	0.004629	2.045812	0.000000	0.000000	-0.282475
7	AG139	0.572197	-0.058559	2.045812	0.000000	0.000000	-0.282475
8	AG139	0.592424	-0.041901	2.045812	0.000000	0.000000	-0.282475
9	AG139	0.584922	0.017240	2.045812	0.000000	0.000000	-0.282475
10	AG139	0.562025	-0.091501	2.045812	0.000000	0.000000	-0.282475
1	AG142	0.733207	-0.015785	2.045812	0.000000	0.000000	-0.282475
2	AG142	0.755605	0.001157	2.045812	0.000000	0.000000	-0.282475
3	AG142	0.738010	-0.034994	2.045812	0.000000	0.000000	-0.282475
4	AG142	0.722990	-0.017242	2.045812	0.000000	0.000000	-0.282475
5	AG142	0.712170	0.160642	2.045812	0.000000	0.000000	-0.282475
6	AG142	0.747080	-0.025246	2.045812	0.000000	0.000000	-0.282475
7	AG142	0.727625	-0.011523	2.045812	0.000000	0.000000	-0.282475
8	AG142	0.798859	0.034422	2.045812	0.000000	0.000000	-0.282475
9	AG142	0.804569	0.031102	2.045812	0.000000	0.000000	-0.282475
10	AG142	0.760355	0.001205	2.045812	0.000000	0.000000	-0.282475
1	GD14	0.676273	0.052499	2.045812	0.000000	0.000000	-0.282475
2	GD14	0.642582	0.004218	2.045812	0.000000	0.000000	-0.282475
3	GD14	0.671459	-0.076079	2.045812	0.000000	0.000000	-0.282475
4	GD14	0.634499	-0.036484	2.045812	0.000000	0.000000	-0.282475
5	GD14	0.652272	0.102639	2.045812	0.000000	0.000000	-0.282475
6	GD14	0.703321	-0.077543	2.045812	0.000000	0.000000	-0.282475
7	GD14	0.666459	0.011724	2.045812	0.000000	0.000000	-0.282475
8	GD14	0.656028	0.022607	2.045812	0.000000	0.000000	-0.282475
9	GD14	0.598725	0.043795	2.045812	0.000000	0.000000	-0.282475
10	GD14	0.743310	-0.037536	2.045812	0.000000	0.000000	-0.282475
1	GD15	0.679777	-0.113750	2.045812	0.000000	0.000000	-0.282475
2	GD15	0.608241	0.042929	2.045812	0.000000	0.000000	-0.282475
3	GD15	0.606445	0.013854	2.045812	0.000000	0.000000	-0.282475
4	GD15	0.606253	-0.049360	2.045812	0.000000	0.000000	-0.282475
5	GD15	0.561103	-0.040694	2.045812	0.000000	0.000000	-0.282475
6	GD15	0.629029	0.054154	2.045812	0.000000	0.000000	-0.282475
7	GD15	0.593296	0.094839	2.045812	0.000000	0.000000	-0.282475
8	GD15	0.639895	-0.010469	2.045812	0.000000	0.000000	-0.282475
9	GD15	0.601790	-0.005773	2.045812	0.000000	0.000000	-0.282475
10	GD15	0.584541	0.037299	2.045812	0.000000	0.000000	-0.282475
1	GD16	0.430738	-0.107393	2.045812	0.000000	0.000000	-0.282475
2	GD16	0.374558	0.060487	2.045812	0.000000	0.000000	-0.282475
3	GD16	0.376018	-0.119012	2.045812	0.000000	0.000000	-0.282475
4	GD16	0.402316	-0.034253	2.045812	0.000000	0.000000	-0.282475
5	GD16	0.419430	-0.052239	2.045812	0.000000	0.000000	-0.282475
6	GD16	0.421365	0.095352	2.045812	0.000000	0.000000	-0.282475
7	GD16	0.322247	-0.035982	2.045812	0.000000	0.000000	-0.282475
8	GD16	0.425570	0.007483	2.045812	0.000000	0.000000	-0.282475
9	GD16	0.373526	0.025193	2.045812	0.000000	0.000000	-0.282475
10	GD16	0.379471	0.029510	2.045812	0.000000	0.000000	-0.282475
