parameter	value	se_sa	rse_sa
rhoS_pop	0.61364411366644300	0.04625154491201331	7.53719360814306505
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	3.68824383058571748	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.25672743337074216	0.06603843645023180	25.72317090665771033
omega_rhoS	0.11896452857322365	0.03346711281184284	28.13200977906919320
omega_deltaSC	0.26324077372426313	0.15363889561230124	58.36439903995776746
omega_deltaCB	0.03529678927217052	0.04172831084965880	118.22126519184325844
omega_rhoB	0.12902487872895357	0.07763734466058947	60.17238336157212331
b1	0.16367659935341855	0.02142944858496977	13.09255487322182887
b2	0.17772101049973602	0.02317329806785118	13.03914376960264043
b3	0.27287058379853207	0.04694371690076537	17.20365612418860835
