parameter	value	se_sa	rse_sa
rhoS_pop	0.61374835266791383	0.04611521906245585	7.51370148074479882
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	3.59956374988868966	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.24456921174456173	0.06952032876399558	28.42562572291621947
omega_rhoS	0.11861961367061447	0.03347268743704564	28.21850990848219354
omega_deltaSC	0.24336481614707794	0.14425994500526448	59.27723953247241440
omega_rhoC	0.17222801433917015	0.75088552705965650	435.98338513090612878
omega_deltaCB	0.05234710022144130	0.21333356068926090	407.53653934373960510
omega_rhoB	0.05841126773836130	nan	nan
b1	0.16390762644375989	0.02173870638744278	13.26277907813019397
b2	0.17845875735071887	0.02393627227422613	13.41277538270929170
b3	0.27757748104492797	0.05002026470004539	18.02028915016677502
