rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	AG111	0.043039	-0.174954	0.000000	-0.092819	0.104694	0.000000
2	AG111	0.003286	-0.355585	0.000000	0.063484	0.047562	0.000000
3	AG111	0.007427	-0.750839	0.000000	0.023026	-0.093317	0.000000
4	AG111	0.014222	-0.253068	0.000000	-0.015886	0.118243	0.000000
5	AG111	-0.007284	-0.474106	0.000000	-0.207068	0.006224	0.000000
6	AG111	0.057609	-0.416540	0.000000	-0.323462	0.002657	0.000000
7	AG111	-0.041385	-0.308633	0.000000	0.136312	0.038535	0.000000
8	AG111	-0.008386	-0.492176	0.000000	-0.285221	0.067234	0.000000
9	AG111	-0.018608	-0.236365	0.000000	-0.363692	-0.049387	0.000000
10	AG111	0.009065	-0.297455	0.000000	-0.029013	0.049112	0.000000
1	AG112	0.165563	0.103388	0.000000	-0.133327	-0.024263	0.000000
2	AG112	0.190695	-0.083706	0.000000	0.103536	-0.001055	0.000000
3	AG112	0.150732	-0.104450	0.000000	0.110321	-0.067815	0.000000
4	AG112	0.098058	-0.227165	0.000000	0.113068	-0.048538	0.000000
5	AG112	0.091061	0.105639	0.000000	0.248254	-0.009988	0.000000
6	AG112	0.149095	0.098423	0.000000	0.286544	0.019740	0.000000
7	AG112	0.102198	0.087682	0.000000	-0.026590	-0.023145	0.000000
8	AG112	0.117486	0.164688	0.000000	0.138470	0.028552	0.000000
9	AG112	0.125679	0.263008	0.000000	0.015242	0.037382	0.000000
10	AG112	0.134452	0.206684	0.000000	0.169923	0.012482	0.000000
1	AG139	-0.034851	0.174376	0.000000	-0.314717	-0.020872	0.000000
2	AG139	0.028721	0.017149	0.000000	0.043468	0.021295	0.000000
3	AG139	-0.025759	-0.077879	0.000000	-0.042228	-0.015206	0.000000
4	AG139	-0.055974	0.054049	0.000000	-0.171786	-0.044304	0.000000
5	AG139	-0.001508	-0.211419	0.000000	0.094276	0.010018	0.000000
6	AG139	-0.070878	0.104650	0.000000	-0.275684	-0.043889	0.000000
7	AG139	-0.086249	-0.037318	0.000000	0.169276	0.082267	0.000000
8	AG139	0.004936	-0.158232	0.000000	0.100855	-0.006653	0.000000
9	AG139	0.029485	-0.165685	0.000000	0.080359	0.044980	0.000000
10	AG139	-0.075733	-0.060400	0.000000	0.086325	-0.020383	0.000000
1	AG142	0.160396	0.414170	0.000000	-0.296801	-0.067358	0.000000
2	AG142	0.108097	0.394576	0.000000	-0.072915	-0.071570	0.000000
3	AG142	0.148025	0.262535	0.000000	-0.289889	-0.025335	0.000000
4	AG142	0.212874	0.118813	0.000000	-0.158046	0.048642	0.000000
5	AG142	0.144333	0.105825	0.000000	0.152240	0.007862	0.000000
6	AG142	0.126951	0.094089	0.000000	0.350781	0.067155	0.000000
7	AG142	0.105049	0.551700	0.000000	-0.023062	-0.016576	0.000000
8	AG142	0.145402	0.194013	0.000000	-0.008473	-0.015828	0.000000
9	AG142	0.157454	0.351871	0.000000	-0.093460	0.002882	0.000000
10	AG142	0.121372	0.232909	0.000000	-0.051911	0.006253	0.000000
1	GD14	-0.011460	0.024727	0.000000	0.188234	-0.094058	0.000000
2	GD14	-0.000831	0.071639	0.000000	0.449892	-0.005779	0.000000
3	GD14	0.036044	-0.002275	0.000000	0.314405	-0.080291	0.000000
4	GD14	-0.008123	-0.060466	0.000000	0.070957	-0.091196	0.000000
5	GD14	-0.030152	0.030990	0.000000	-0.097827	-0.152988	0.000000
6	GD14	-0.024123	0.050889	0.000000	0.141490	-0.133723	0.000000
7	GD14	0.055074	-0.053137	0.000000	0.137735	-0.079166	0.000000
8	GD14	0.023564	0.383938	0.000000	-0.079241	-0.115533	0.000000
9	GD14	0.055820	0.078426	0.000000	0.203586	-0.042760	0.000000
10	GD14	-0.002184	-0.221534	0.000000	0.078112	-0.136130	0.000000
1	GD15	0.025464	0.308804	0.000000	-0.122200	0.138894	0.000000
2	GD15	-0.011949	0.226168	0.000000	0.128077	0.068559	0.000000
3	GD15	-0.030925	-0.170683	0.000000	-0.023076	-0.047750	0.000000
4	GD15	0.022986	-0.075524	0.000000	-0.182382	-0.015174	0.000000
5	GD15	-0.016715	-0.174581	0.000000	0.162321	0.095410	0.000000
6	GD15	0.003713	-0.032591	0.000000	-0.190349	0.036339	0.000000
7	GD15	0.029985	-0.116951	0.000000	0.079382	0.056048	0.000000
8	GD15	-0.041407	0.005392	0.000000	-0.153062	-0.081009	0.000000
9	GD15	0.015895	-0.026039	0.000000	-0.011641	0.087668	0.000000
10	GD15	-0.017065	-0.013459	0.000000	-0.282484	0.016728	0.000000
1	GD16	-0.248328	-0.040979	0.000000	-0.019472	0.006510	0.000000
2	GD16	-0.256144	0.020438	0.000000	-0.163563	0.086789	0.000000
3	GD16	-0.211869	-0.149444	0.000000	-0.254533	0.039489	0.000000
4	GD16	-0.228943	-0.008209	0.000000	-0.138852	0.020117	0.000000
5	GD16	-0.218173	0.132223	0.000000	-0.257259	0.115268	0.000000
6	GD16	-0.229106	0.206430	0.000000	0.034173	0.098760	0.000000
7	GD16	-0.237413	0.028688	0.000000	-0.038654	0.060292	0.000000
8	GD16	-0.254621	0.254951	0.000000	-0.153064	0.070598	0.000000
9	GD16	-0.196666	-0.133821	0.000000	0.041734	0.058583	0.000000
10	GD16	-0.220441	0.104243	0.000000	-0.227161	0.043616	0.000000
