rep	id	rhoS	deltaSC	rhoC	deltaCB	rhoB
1	AG111	0.578237	0.312497	3.539356	4.789950	0.241678
2	AG111	0.573650	0.302560	3.714162	4.531515	0.103311
3	AG111	0.593670	0.232572	3.693029	4.505295	0.140705
4	AG111	0.561012	0.249815	3.634633	4.313517	0.269463
5	AG111	0.642103	0.319955	3.784796	4.649526	0.111197
6	AG111	0.622306	0.278624	3.605991	4.404685	0.190634
7	AG111	0.625044	0.232539	3.765468	4.638834	0.361798
8	AG111	0.633782	0.247547	3.707749	4.223211	0.034375
9	AG111	0.592236	0.251187	3.812061	4.300976	0.151407
10	AG111	0.581239	0.240378	3.791171	4.456427	0.119780
1	AG112	0.748275	0.440495	3.930357	4.414302	0.237082
2	AG112	0.753192	0.395415	4.109654	4.427969	0.185117
3	AG112	0.778801	0.453540	3.802161	4.341487	0.273320
4	AG112	0.756276	0.286026	3.899522	4.385387	0.227619
5	AG112	0.758326	0.314775	3.963652	4.384770	0.140700
6	AG112	0.772749	0.337331	3.828652	4.266490	0.200656
7	AG112	0.728981	0.503986	3.816639	4.635848	0.341823
8	AG112	0.764729	0.326906	3.841506	4.592797	0.282845
9	AG112	0.775045	0.326601	4.028953	4.177545	0.054120
10	AG112	0.755006	0.362055	3.833302	4.329790	0.166739
1	AG139	0.548542	0.326536	3.722164	4.509089	0.348925
2	AG139	0.615132	0.355254	3.807282	4.546979	0.133740
3	AG139	0.535805	0.369271	3.800038	4.537855	0.275986
4	AG139	0.559427	0.469880	3.801824	4.366264	0.121212
5	AG139	0.588608	0.405678	3.775202	4.766808	0.337901
6	AG139	0.577704	0.531361	3.592992	4.298040	0.363412
7	AG139	0.605942	0.331900	3.860875	4.353524	0.268143
8	AG139	0.618865	0.279092	3.755463	4.476888	0.340694
9	AG139	0.567191	0.382322	3.799177	4.270544	0.138600
10	AG139	0.587317	0.487391	3.674950	4.226669	0.176744
1	AG142	0.808079	0.523310	3.818008	4.543182	0.231288
2	AG142	0.757691	0.484191	3.696643	4.341430	0.263091
3	AG142	0.761418	0.529926	3.735578	4.350206	0.143222
4	AG142	0.731567	0.467132	3.663727	4.336461	0.221649
5	AG142	0.777350	0.517491	3.822666	4.556734	0.227747
6	AG142	0.751289	0.596074	3.710031	4.638263	0.352973
7	AG142	0.781873	0.602565	3.875154	4.328440	0.145840
8	AG142	0.759163	0.521330	3.836081	4.518769	0.272639
9	AG142	0.771462	0.665358	3.785215	4.650705	0.133097
10	AG142	0.734070	0.484875	3.831759	4.431434	0.271796
1	GD14	0.616797	0.360675	3.907357	4.253923	0.437890
2	GD14	0.693774	0.377811	3.649433	4.345531	0.398778
3	GD14	0.643882	0.380227	3.988824	4.484021	0.377266
4	GD14	0.609623	0.383422	3.737129	4.334547	0.439026
5	GD14	0.643876	0.589241	3.668172	4.506259	0.444530
6	GD14	0.613479	0.325779	3.858411	4.056970	0.275432
7	GD14	0.603776	0.414129	3.840688	4.239963	0.314490
8	GD14	0.605079	0.381755	3.995975	4.626324	0.451123
9	GD14	0.655686	0.381602	3.848307	4.179893	0.296591
10	GD14	0.646513	0.400336	3.926157	4.397666	0.371864
1	GD15	0.675161	0.283941	3.722661	4.563190	0.027995
2	GD15	0.592003	0.336397	3.664648	4.195749	0.209786
3	GD15	0.556814	0.286930	3.945785	4.372729	0.116830
4	GD15	0.590688	0.309064	3.759598	4.329205	0.259791
5	GD15	0.614714	0.432933	3.682499	4.361169	0.187499
6	GD15	0.565273	0.297945	3.590661	4.672774	0.385207
7	GD15	0.563813	0.488048	3.884178	4.592004	0.111291
8	GD15	0.621096	0.302924	3.749493	4.450747	0.095277
9	GD15	0.639541	0.358075	3.731963	4.681687	0.272332
10	GD15	0.631089	0.329474	3.838298	4.586856	0.241239
1	GD16	0.341535	0.383551	3.708955	4.552718	0.230146
2	GD16	0.375484	0.293721	3.727463	4.499987	0.296394
3	GD16	0.403240	0.334712	3.687981	4.363348	0.176412
4	GD16	0.393742	0.244201	3.681025	4.490928	0.390079
5	GD16	0.369615	0.364372	3.869526	4.431784	0.127890
6	GD16	0.324533	0.264733	3.660427	4.391671	0.292122
7	GD16	0.369189	0.370377	3.860868	4.543362	0.303608
8	GD16	0.384573	0.387853	3.784227	4.409698	0.148964
9	GD16	0.343159	0.368945	3.802577	4.483800	0.194669
10	GD16	0.396710	0.372272	3.559623	4.498124	0.178507
