rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.566464	-0.400296	2.775610	0.162263	-0.083160	-0.210376
2	AG111	0.595872	-0.154541	2.775610	0.177587	-0.017737	-0.210376
3	AG111	0.640801	-0.294640	2.775610	0.261704	-0.012447	-0.210376
4	AG111	0.596083	-0.331898	2.775610	0.356259	-0.013740	-0.210376
5	AG111	0.652624	-0.430748	2.775610	0.171044	-0.058338	-0.210376
6	AG111	0.644214	-0.539213	2.775610	0.300368	-0.032897	-0.210376
7	AG111	0.570711	-0.096641	2.775610	0.301516	-0.034387	-0.210376
8	AG111	0.515864	-0.195551	2.775610	0.465543	0.014625	-0.210376
9	AG111	0.603148	-0.179999	2.775610	0.244937	-0.026150	-0.210376
10	AG111	0.608273	0.002746	2.775610	0.173179	-0.047431	-0.210376
1	AG112	0.754079	0.276923	2.775610	0.646149	0.036893	-0.210376
2	AG112	0.671259	0.111027	2.775610	0.648437	0.002561	-0.210376
3	AG112	0.730604	-0.142057	2.775610	0.486967	-0.047051	-0.210376
4	AG112	0.782738	0.079986	2.775610	0.443333	-0.005638	-0.210376
5	AG112	0.713883	-0.053375	2.775610	0.670662	0.008135	-0.210376
6	AG112	0.767653	0.079596	2.775610	0.470819	-0.006720	-0.210376
7	AG112	0.714389	0.057086	2.775610	0.543479	-0.022860	-0.210376
8	AG112	0.750120	0.133832	2.775610	0.642754	0.007610	-0.210376
9	AG112	0.728000	-0.043898	2.775610	0.715811	0.005376	-0.210376
10	AG112	0.715108	0.011774	2.775610	0.730044	0.039602	-0.210376
1	AG139	0.584183	0.127554	2.775610	0.280018	-0.031441	-0.210376
2	AG139	0.582195	-0.041470	2.775610	0.409541	0.032804	-0.210376
3	AG139	0.604156	0.126893	2.775610	0.313755	0.002275	-0.210376
4	AG139	0.522126	0.182724	2.775610	0.189746	-0.035406	-0.210376
5	AG139	0.511260	0.229906	2.775610	0.571526	0.071456	-0.210376
6	AG139	0.591609	0.164138	2.775610	0.210003	-0.069703	-0.210376
7	AG139	0.556469	-0.078065	2.775610	0.378137	-0.002512	-0.210376
8	AG139	0.606435	0.098808	2.775610	0.227187	-0.028721	-0.210376
9	AG139	0.562465	-0.296608	2.775610	0.333749	-0.062033	-0.210376
10	AG139	0.558694	-0.016014	2.775610	0.524177	-0.013912	-0.210376
1	AG142	0.785627	0.263682	2.775610	0.394143	-0.022900	-0.210376
2	AG142	0.722377	0.509794	2.775610	0.538731	-0.021847	-0.210376
3	AG142	0.773620	0.304504	2.775610	0.512041	0.032383	-0.210376
4	AG142	0.773168	0.653894	2.775610	0.483344	0.039775	-0.210376
5	AG142	0.781413	0.180315	2.775610	0.436578	-0.014079	-0.210376
6	AG142	0.764707	0.530017	2.775610	0.492539	0.005269	-0.210376
7	AG142	0.734961	0.527941	2.775610	0.421633	-0.020784	-0.210376
8	AG142	0.784539	0.436784	2.775610	0.502826	0.048531	-0.210376
9	AG142	0.813651	0.315158	2.775610	0.188751	-0.053564	-0.210376
10	AG142	0.771855	0.310438	2.775610	0.436654	0.004869	-0.210376
1	GD14	0.679705	-0.110592	2.775610	0.706237	0.004567	-0.210376
2	GD14	0.628356	-0.390608	2.775610	0.864481	-0.010560	-0.210376
3	GD14	0.613819	-0.310566	2.775610	0.802294	-0.012742	-0.210376
4	GD14	0.604953	-0.161013	2.775610	0.611582	-0.045477	-0.210376
5	GD14	0.642249	-0.222753	2.775610	0.569459	-0.045529	-0.210376
6	GD14	0.633945	-0.003013	2.775610	0.604316	-0.034122	-0.210376
7	GD14	0.645527	0.146974	2.775610	0.716450	-0.011540	-0.210376
8	GD14	0.620211	-0.354602	2.775610	0.858167	-0.006330	-0.210376
9	GD14	0.618500	-0.035624	2.775610	0.595152	-0.042970	-0.210376
10	GD14	0.620371	0.240308	2.775610	0.419813	-0.087726	-0.210376
1	GD15	0.629230	-0.055291	2.775610	0.242289	-0.016932	-0.210376
2	GD15	0.657113	-0.112808	2.775610	0.315302	-0.007267	-0.210376
3	GD15	0.656489	0.150684	2.775610	0.093646	-0.027974	-0.210376
4	GD15	0.620985	-0.238090	2.775610	0.241124	-0.058800	-0.210376
5	GD15	0.559356	0.104182	2.775610	0.336234	-0.003098	-0.210376
6	GD15	0.625666	0.004572	2.775610	0.231375	0.000915	-0.210376
7	GD15	0.576256	-0.078405	2.775610	0.396174	0.024588	-0.210376
8	GD15	0.608116	0.110872	2.775610	0.199748	-0.027746	-0.210376
9	GD15	0.573226	0.146326	2.775610	0.127885	-0.044407	-0.210376
10	GD15	0.582195	0.065413	2.775610	0.367839	0.036576	-0.210376
1	GD16	0.406459	0.356701	2.775610	0.170844	-0.037817	-0.210376
2	GD16	0.342747	0.166030	2.775610	0.489871	0.065031	-0.210376
3	GD16	0.400060	0.325158	2.775610	0.377622	0.041446	-0.210376
4	GD16	0.373988	0.332126	2.775610	0.375866	0.065213	-0.210376
5	GD16	0.376728	0.328405	2.775610	0.219581	0.011618	-0.210376
6	GD16	0.378835	0.082459	2.775610	0.346338	-0.001562	-0.210376
7	GD16	0.381769	0.029907	2.775610	0.276624	0.006128	-0.210376
8	GD16	0.350586	-0.036983	2.775610	0.388825	0.035555	-0.210376
9	GD16	0.410791	0.239431	2.775610	0.231535	-0.027978	-0.210376
10	GD16	0.365519	0.133883	2.775610	0.201012	0.002974	-0.210376
