rep	id	rhoS	deltaSC	rhoC	deltaCB	rhoB
1	AG111	0.595898	0.195455	3.475061	3.876887	0.206732
2	AG111	0.596076	0.280021	3.559256	4.073549	0.151868
3	AG111	0.596054	0.183929	3.636165	4.169541	0.256275
4	AG111	0.610525	0.279915	3.440979	4.028953	0.243978
5	AG111	0.583423	0.290068	3.620310	4.198829	0.233194
6	AG111	0.664543	0.198156	3.585569	4.379166	0.155045
7	AG111	0.614862	0.189374	3.686521	4.459218	0.251238
8	AG111	0.635997	0.281256	3.492264	4.645515	0.243497
9	AG111	0.597954	0.186869	3.588133	4.344179	0.165016
10	AG111	0.581905	0.179453	3.526776	3.765466	0.320858
1	AG112	0.741186	0.399177	3.655322	3.926791	0.242448
2	AG112	0.761322	0.391299	3.653041	4.117823	0.251815
3	AG112	0.757241	0.371716	3.662099	4.012379	0.222434
4	AG112	0.737104	0.373222	3.669436	4.170611	0.305687
5	AG112	0.772176	0.420894	3.664541	4.079969	0.321785
6	AG112	0.772745	0.380029	3.506098	4.103372	0.155616
7	AG112	0.790546	0.356795	3.550667	3.843523	0.276210
8	AG112	0.718496	0.426348	3.502436	3.649455	0.157412
9	AG112	0.758039	0.350483	3.559405	4.214766	0.339481
10	AG112	0.757736	0.365597	3.522075	4.053302	0.249742
1	AG139	0.591961	0.262104	3.733447	4.079097	0.185781
2	AG139	0.609462	0.329958	3.555749	4.283380	0.244402
3	AG139	0.559729	0.532150	3.488782	4.472771	0.281729
4	AG139	0.589747	0.291901	3.666124	4.147893	0.261100
5	AG139	0.514375	0.345585	3.766204	4.215430	0.229432
6	AG139	0.569482	0.454099	3.610629	4.001095	0.220552
7	AG139	0.572540	0.430048	3.660861	4.778671	0.275510
8	AG139	0.578095	0.556716	3.643075	4.174601	0.150786
9	AG139	0.540457	0.422204	3.519661	4.282538	0.378460
10	AG139	0.541654	0.468694	3.704914	4.312996	0.242008
1	AG142	0.796664	0.504001	3.525770	4.535926	0.152041
2	AG142	0.775585	0.452483	3.632861	3.910848	0.141072
3	AG142	0.738506	0.465164	3.678145	4.706660	0.330673
4	AG142	0.710424	0.499869	3.546824	4.032508	0.258653
5	AG142	0.783594	0.437616	3.635283	4.145102	0.280446
6	AG142	0.750860	0.539823	3.635536	4.278005	0.256453
7	AG142	0.777755	0.547196	3.606820	4.105403	0.186011
8	AG142	0.766639	0.434956	3.677423	4.389260	0.247766
9	AG142	0.746581	0.690756	3.543137	4.326785	0.231719
10	AG142	0.761472	0.650938	3.565128	4.293188	0.211830
1	GD14	0.649337	0.344845	3.589987	3.867691	0.342515
2	GD14	0.614049	0.440905	3.634756	3.876206	0.309391
3	GD14	0.587908	0.372595	3.619985	3.787465	0.355172
4	GD14	0.641065	0.462715	3.621297	3.975439	0.272198
5	GD14	0.630980	0.383303	3.545896	4.035271	0.395961
6	GD14	0.649183	0.329437	3.584039	3.768533	0.324331
7	GD14	0.591935	0.288863	3.594402	3.616889	0.342335
8	GD14	0.647292	0.514316	3.628347	3.955286	0.238842
9	GD14	0.663622	0.315032	3.584714	4.152911	0.430966
10	GD14	0.667061	0.424193	3.734337	3.866683	0.226879
1	GD15	0.591423	0.452656	3.486438	3.952129	0.157342
2	GD15	0.611355	0.373862	3.677451	4.418898	0.210859
3	GD15	0.581730	0.344543	3.713822	4.183348	0.262048
4	GD15	0.591631	0.304557	3.619855	4.389546	0.290840
5	GD15	0.626391	0.388873	3.574987	4.241953	0.213864
6	GD15	0.574735	0.365374	3.534589	4.347654	0.176089
7	GD15	0.591124	0.412320	3.563739	4.624780	0.248036
8	GD15	0.612113	0.371202	3.551348	4.758418	0.216954
9	GD15	0.604457	0.299739	3.488114	4.149141	0.304267
10	GD15	0.579124	0.338850	3.528565	4.018605	0.137813
1	GD16	0.377235	0.413706	3.604368	4.370971	0.227619
2	GD16	0.360235	0.322003	3.604045	4.523522	0.273659
3	GD16	0.449324	0.328265	3.583507	4.359223	0.153041
4	GD16	0.360169	0.447091	3.431248	4.302246	0.229915
5	GD16	0.368827	0.343851	3.568578	4.190810	0.137951
6	GD16	0.381225	0.326324	3.539015	4.067678	0.266106
7	GD16	0.379159	0.585111	3.602294	4.579310	0.079442
8	GD16	0.335751	0.432426	3.465627	3.865067	0.139764
9	GD16	0.401617	0.283211	3.618298	4.026419	0.141939
10	GD16	0.390350	0.283340	3.518422	4.160926	0.188439
