rep	id	rhoS	deltaSC	rhoC	deltaCB	rhoB
1	AG111	0.558977	0.322732	4.072261	4.896743	0.154477
2	AG111	0.560714	0.247372	3.967952	4.542319	0.180265
3	AG111	0.568072	0.240522	3.990865	4.443424	0.136878
4	AG111	0.617623	0.267516	4.072075	4.761326	0.056941
5	AG111	0.581966	0.239721	3.943754	4.715116	0.199971
6	AG111	0.577308	0.278614	4.012714	4.695782	0.100614
7	AG111	0.573756	0.219522	3.901291	4.399719	0.247529
8	AG111	0.583462	0.280585	4.133503	4.701183	0.005884
9	AG111	0.574791	0.339559	4.094615	4.973034	0.040734
10	AG111	0.565091	0.278106	4.044591	4.940467	0.240317
1	AG112	0.750700	0.352947	4.010360	4.491043	0.320438
2	AG112	0.794800	0.307611	3.946260	4.528757	0.266704
3	AG112	0.723182	0.399000	4.034691	4.500626	0.171163
4	AG112	0.739625	0.281501	3.979580	4.613467	0.463952
5	AG112	0.742718	0.404505	3.990178	4.557537	0.270719
6	AG112	0.734979	0.335100	4.075554	4.502166	0.253087
7	AG112	0.760357	0.364366	4.039877	4.911250	0.392688
8	AG112	0.816523	0.387913	3.922419	4.937694	0.457324
9	AG112	0.738582	0.343710	3.927440	4.606278	0.273390
10	AG112	0.753211	0.352754	4.105742	4.956877	0.362814
1	AG139	0.595534	0.358014	3.887338	4.536235	0.197243
2	AG139	0.575800	0.282639	3.926249	4.719970	0.374813
3	AG139	0.628464	0.380290	4.025637	4.948011	0.221361
4	AG139	0.555758	0.318786	3.880930	4.597092	0.354894
5	AG139	0.541319	0.403802	3.936963	4.769553	0.191598
6	AG139	0.529976	0.415034	4.037533	4.479474	0.230456
7	AG139	0.607584	0.289561	3.960613	4.526444	0.258146
8	AG139	0.577313	0.319914	3.954614	4.630033	0.249644
9	AG139	0.610384	0.374165	4.066075	4.756920	0.222218
10	AG139	0.510063	0.371576	3.979000	4.349617	0.202573
1	AG142	0.778849	0.455049	3.905008	4.684914	0.184085
2	AG142	0.731161	0.422619	4.121634	4.775533	0.281421
3	AG142	0.751324	0.393310	4.075609	4.757648	0.035938
4	AG142	0.773766	0.368475	4.049329	4.896486	0.456706
5	AG142	0.770417	0.426950	3.908415	4.677388	0.203308
6	AG142	0.714078	0.459973	3.890363	4.772027	0.189709
7	AG142	0.746274	0.384780	3.972193	4.651518	0.167954
8	AG142	0.738694	0.370180	4.114794	5.003214	0.251046
9	AG142	0.762061	0.493654	4.036936	4.568511	0.040848
10	AG142	0.792920	0.421498	3.954890	4.847735	0.159462
1	GD14	0.666945	0.338593	3.988524	4.671034	0.430629
2	GD14	0.686301	0.336194	4.089280	4.653268	0.374119
3	GD14	0.616935	0.455334	3.964315	4.354933	0.338417
4	GD14	0.616980	0.321834	4.030653	4.406807	0.402101
5	GD14	0.582922	0.468035	4.039027	4.685095	0.376390
6	GD14	0.601588	0.341949	3.989928	4.523606	0.397054
7	GD14	0.629992	0.315716	4.028999	4.648297	0.376585
8	GD14	0.633086	0.385808	4.153317	4.802542	0.301509
9	GD14	0.681108	0.336656	3.834899	4.408939	0.384744
10	GD14	0.692227	0.354683	4.093309	4.411624	0.282532
1	GD15	0.589502	0.425481	4.012623	4.856687	0.032075
2	GD15	0.561441	0.340349	3.995005	4.564977	0.076463
3	GD15	0.629424	0.242713	4.096355	4.969981	0.229045
4	GD15	0.599011	0.384311	4.089655	4.718029	0.123567
5	GD15	0.593925	0.292977	4.047412	4.754333	0.031427
6	GD15	0.569697	0.315170	4.106922	5.005353	0.201107
7	GD15	0.651489	0.357472	3.935655	4.776092	0.088390
8	GD15	0.590840	0.381401	4.109582	4.969565	0.093685
9	GD15	0.612710	0.332466	3.899087	4.959721	0.126643
10	GD15	0.548922	0.375988	4.098932	4.749465	0.108909
1	GD16	0.408882	0.335753	3.943484	4.728426	0.157291
2	GD16	0.406249	0.292781	3.935608	4.450562	0.060675
3	GD16	0.365993	0.382530	3.981343	4.738130	0.117300
4	GD16	0.312844	0.406248	4.017897	4.701455	0.093415
5	GD16	0.409664	0.313745	4.165653	4.886632	0.203617
6	GD16	0.406590	0.285747	3.868007	4.312927	0.159664
7	GD16	0.377147	0.473184	3.882451	4.686718	0.083306
8	GD16	0.410840	0.280080	4.071974	4.621505	-0.015960
9	GD16	0.365686	0.330534	3.985102	4.597967	0.145259
10	GD16	0.376859	0.362232	3.916214	4.698203	0.152921
