rep	id	eta_rhoS	eta_deltaSC	eta_rhoC	eta_deltaCB	eta_rhoB
1	AG111	-0.053673	-0.084289	0.085058	0.049387	-0.077114
2	AG111	-0.051936	-0.350219	-0.019251	-0.025746	-0.051327
3	AG111	-0.044578	-0.378299	0.003662	-0.047758	-0.094713
4	AG111	0.004973	-0.271934	0.084872	0.021343	-0.174651
5	AG111	-0.030684	-0.381636	-0.043449	0.011590	-0.031621
6	AG111	-0.035342	-0.231283	0.025511	0.007481	-0.130977
7	AG111	-0.038894	-0.469660	-0.085912	-0.057643	0.015937
8	AG111	-0.029188	-0.224236	0.146300	0.008631	-0.225707
9	AG111	-0.037859	-0.033463	0.107411	0.064846	-0.190858
10	AG111	-0.047559	-0.233110	0.057388	0.058276	0.008725
1	AG112	0.138050	0.005207	0.023157	-0.037099	0.088846
2	AG112	0.182150	-0.132274	-0.040943	-0.028736	0.035112
3	AG112	0.110532	0.127851	0.047488	-0.034967	-0.060428
4	AG112	0.126975	-0.220976	-0.007623	-0.010204	0.232360
5	AG112	0.130068	0.141551	0.002975	-0.022401	0.039128
6	AG112	0.122329	-0.046682	0.088351	-0.034625	0.021495
7	AG112	0.147707	0.037048	0.052674	0.052345	0.161096
8	AG112	0.203873	0.099668	-0.064784	0.057715	0.225733
9	AG112	0.125932	-0.021313	-0.059763	-0.011764	0.041799
10	AG112	0.140561	0.004659	0.118539	0.061592	0.131222
1	AG139	-0.017116	0.019460	-0.099865	-0.027086	-0.034349
2	AG139	-0.036849	-0.216941	-0.060954	0.012619	0.143221
3	AG139	0.015814	0.079821	0.038434	0.059802	-0.010231
4	AG139	-0.056892	-0.096592	-0.106273	-0.013760	0.123303
5	AG139	-0.071331	0.139812	-0.050240	0.023069	-0.039994
6	AG139	-0.082674	0.167249	0.050330	-0.039678	-0.001135
7	AG139	-0.005066	-0.192744	-0.026590	-0.029247	0.026555
8	AG139	-0.035337	-0.093060	-0.032589	-0.006620	0.018052
9	AG139	-0.002266	0.063584	0.078872	0.020417	-0.009373
10	AG139	-0.102587	0.056641	-0.008203	-0.069096	-0.029019
1	AG142	0.166199	0.259292	-0.082195	0.005164	-0.047507
2	AG142	0.118511	0.185358	0.134430	0.024322	0.049830
3	AG142	0.138674	0.113486	0.088406	0.020570	-0.195653
4	AG142	0.161116	0.048262	0.062126	0.049334	0.225115
5	AG142	0.157767	0.195556	-0.078788	0.003556	-0.028283
6	AG142	0.101428	0.270056	-0.096840	0.023588	-0.041883
7	AG142	0.133624	0.091560	-0.015010	-0.001990	-0.063637
8	AG142	0.126045	0.052878	0.127591	0.070897	0.019455
9	AG142	0.149411	0.340724	0.049733	-0.019996	-0.190744
10	AG142	0.180270	0.182703	-0.032313	0.039328	-0.072129
1	GD14	0.054295	-0.036312	0.001320	0.002197	0.199038
2	GD14	0.073651	-0.043424	0.102077	-0.001614	0.142527
3	GD14	0.004285	0.259920	-0.022888	-0.067874	0.106825
4	GD14	0.004330	-0.087077	0.043450	-0.056033	0.170509
5	GD14	-0.029728	0.287430	0.051824	0.005202	0.144798
6	GD14	-0.011062	-0.026450	0.002725	-0.029874	0.165462
7	GD14	0.017342	-0.106269	0.041796	-0.002683	0.144994
8	GD14	0.020436	0.094229	0.166114	0.029962	0.069917
9	GD14	0.068458	-0.042051	-0.152304	-0.055550	0.153152
10	GD14	0.079577	0.010112	0.106106	-0.054941	0.050940
1	GD15	-0.023148	0.192109	0.025419	0.041173	-0.199517
2	GD15	-0.051209	-0.031141	0.007802	-0.020770	-0.155129
3	GD15	0.016774	-0.369232	0.109152	0.064232	-0.002546
4	GD15	-0.013639	0.090341	0.102452	0.012208	-0.108025
5	GD15	-0.018725	-0.181017	0.060209	0.019873	-0.200164
6	GD15	-0.042953	-0.107999	0.119719	0.071324	-0.030485
7	GD15	0.038839	0.017946	-0.051548	0.024439	-0.143202
8	GD15	-0.021810	0.082738	0.122379	0.064149	-0.137907
9	GD15	0.000060	-0.054575	-0.088116	0.062166	-0.104949
10	GD15	-0.063727	0.068447	0.111729	0.018848	-0.122683
1	GD16	-0.203768	-0.044737	-0.043719	0.014409	-0.074301
2	GD16	-0.206401	-0.181685	-0.051595	-0.046153	-0.170917
3	GD16	-0.246657	0.085697	-0.005860	0.016459	-0.114292
4	GD16	-0.299806	0.145853	0.030694	0.008688	-0.138177
5	GD16	-0.202986	-0.112530	0.178450	0.047320	-0.027975
6	GD16	-0.206060	-0.206005	-0.119196	-0.077567	-0.071927
7	GD16	-0.235503	0.298373	-0.104752	0.005549	-0.148286
8	GD16	-0.201810	-0.226036	0.084771	-0.008463	-0.247552
9	GD16	-0.246964	-0.060402	-0.002101	-0.013569	-0.086333
10	GD16	-0.235791	0.031172	-0.070989	0.007996	-0.078670
