rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	-0.013217	-0.192707	0.000000	0.000000	-0.116140	0.000000	-0.039299	0.018129
2	AG111	0.033788	-0.153688	0.000000	0.000000	-0.117281	0.000000	-0.000297	-0.040511
3	AG111	-0.006706	-0.433574	0.000000	0.000000	-0.133028	0.000000	-0.016726	0.028394
4	AG111	0.008917	-0.118774	0.000000	0.000000	-0.102388	0.000000	-0.011631	-0.009073
5	AG111	-0.029330	-0.303279	0.000000	0.000000	-0.186150	0.000000	0.015794	-0.008008
6	AG111	0.106430	0.004188	0.000000	0.000000	0.068282	0.000000	-0.025218	0.051752
7	AG111	-0.003009	-0.111591	0.000000	0.000000	-0.153295	0.000000	-0.022898	0.022058
8	AG111	-0.000478	-0.077845	0.000000	0.000000	-0.034921	0.000000	0.022514	-0.015105
9	AG111	0.030308	-0.577840	0.000000	0.000000	-0.123437	0.000000	-0.036926	0.029835
10	AG111	-0.069807	-0.326401	0.000000	0.000000	-0.189480	0.000000	-0.010424	0.005571
1	AG112	0.167809	0.750775	0.000000	0.000000	-0.226338	0.000000	0.050703	0.019985
2	AG112	0.126907	0.360176	0.000000	0.000000	-0.146466	0.000000	0.006950	-0.000947
3	AG112	0.161094	-0.053180	0.000000	0.000000	-0.253546	0.000000	-0.014568	0.027917
4	AG112	0.138998	0.039132	0.000000	0.000000	-0.240443	0.000000	-0.010473	-0.032896
5	AG112	0.220668	0.053016	0.000000	0.000000	-0.187769	0.000000	-0.009209	-0.020572
6	AG112	0.127217	0.713667	0.000000	0.000000	-0.196450	0.000000	0.003296	0.007518
7	AG112	0.115513	-0.381485	0.000000	0.000000	-0.352324	0.000000	-0.008540	0.014544
8	AG112	0.125891	0.294988	0.000000	0.000000	-0.243318	0.000000	0.035550	0.049359
9	AG112	0.142344	0.091658	0.000000	0.000000	-0.262550	0.000000	-0.040276	-0.012801
10	AG112	0.122351	0.308463	0.000000	0.000000	-0.219505	0.000000	-0.006551	-0.003362
1	AG139	-0.013381	-0.063836	0.000000	0.000000	-0.155599	0.000000	0.009328	-0.016781
2	AG139	-0.002676	0.091084	0.000000	0.000000	-0.147050	0.000000	-0.015015	-0.031782
3	AG139	-0.073682	-0.047176	0.000000	0.000000	-0.239800	0.000000	0.023736	-0.025254
4	AG139	-0.023388	0.215919	0.000000	0.000000	-0.163608	0.000000	0.009638	0.032692
5	AG139	-0.007338	0.234942	0.000000	0.000000	-0.139706	0.000000	-0.012062	0.016569
6	AG139	0.013067	0.345866	0.000000	0.000000	-0.134432	0.000000	-0.028226	-0.012821
7	AG139	-0.076822	0.120058	0.000000	0.000000	-0.167685	0.000000	0.018243	-0.037719
8	AG139	-0.019369	0.250606	0.000000	0.000000	-0.080222	0.000000	-0.024286	0.006842
9	AG139	-0.053708	0.197713	0.000000	0.000000	-0.150460	0.000000	0.018943	-0.005591
10	AG139	-0.021910	0.008619	0.000000	0.000000	-0.191686	0.000000	0.028306	0.014448
1	AG142	0.127618	0.324815	0.000000	0.000000	-0.234633	0.000000	0.004917	0.018957
2	AG142	0.128846	0.440214	0.000000	0.000000	-0.151324	0.000000	-0.017042	0.061199
3	AG142	0.113683	0.424130	0.000000	0.000000	-0.230343	0.000000	0.021498	-0.037282
4	AG142	0.120862	0.528368	0.000000	0.000000	-0.199497	0.000000	-0.038896	-0.007911
5	AG142	0.139794	0.440565	0.000000	0.000000	-0.159563	0.000000	0.007976	0.005234
6	AG142	0.138226	0.475838	0.000000	0.000000	-0.148056	0.000000	-0.011149	0.016866
7	AG142	0.118971	0.659558	0.000000	0.000000	-0.166077	0.000000	0.021359	0.010952
8	AG142	0.139524	0.470288	0.000000	0.000000	-0.141189	0.000000	0.005439	0.030436
9	AG142	0.086585	0.755978	0.000000	0.000000	-0.208601	0.000000	0.006057	-0.015576
10	AG142	0.185112	0.552669	0.000000	0.000000	-0.113912	0.000000	-0.016839	0.033505
1	GD14	-0.014656	0.181144	0.000000	0.000000	-0.275061	0.000000	0.010845	-0.004357
2	GD14	-0.026043	-0.038265	0.000000	0.000000	-0.336453	0.000000	0.030507	-0.013535
3	GD14	0.012920	0.092017	0.000000	0.000000	-0.313774	0.000000	0.025126	-0.000358
4	GD14	0.025543	0.161521	0.000000	0.000000	-0.293466	0.000000	-0.009341	-0.048362
5	GD14	-0.010970	0.358215	0.000000	0.000000	-0.288309	0.000000	-0.031041	-0.003006
6	GD14	-0.006358	-0.110424	0.000000	0.000000	-0.277137	0.000000	0.006660	-0.006624
7	GD14	0.008974	-0.162811	0.000000	0.000000	-0.346613	0.000000	0.007424	-0.042356
8	GD14	0.051596	0.144099	0.000000	0.000000	-0.257180	0.000000	-0.024113	0.025609
9	GD14	-0.008358	0.015112	0.000000	0.000000	-0.291254	0.000000	-0.001020	-0.019384
10	GD14	-0.044515	0.281553	0.000000	0.000000	-0.308174	0.000000	0.002141	-0.029660
1	GD15	-0.039210	0.213130	0.000000	0.000000	-0.140991	0.000000	0.004402	0.007695
2	GD15	0.012751	0.135817	0.000000	0.000000	-0.117588	0.000000	-0.013039	-0.000924
3	GD15	-0.023105	-0.220973	0.000000	0.000000	-0.147070	0.000000	-0.005553	0.016131
4	GD15	-0.000563	0.131664	0.000000	0.000000	-0.164619	0.000000	0.030126	-0.013728
5	GD15	-0.039551	-0.033098	0.000000	0.000000	-0.135997	0.000000	0.032705	-0.053036
6	GD15	-0.036653	0.062978	0.000000	0.000000	-0.192472	0.000000	0.011267	-0.015619
7	GD15	0.017214	0.013628	0.000000	0.000000	-0.119809	0.000000	-0.018056	-0.040396
8	GD15	-0.049380	-0.070903	0.000000	0.000000	-0.169970	0.000000	0.004820	-0.015282
9	GD15	0.021645	0.061851	0.000000	0.000000	-0.038914	0.000000	0.014089	0.040435
10	GD15	-0.013530	0.201130	0.000000	0.000000	-0.133362	0.000000	0.048690	-0.007193
1	GD16	-0.205360	0.663844	0.000000	0.000000	-0.103201	0.000000	-0.020648	-0.024289
2	GD16	-0.175645	0.194971	0.000000	0.000000	-0.099643	0.000000	-0.016088	0.008308
3	GD16	-0.183119	0.171226	0.000000	0.000000	-0.139204	0.000000	-0.000890	-0.030270
4	GD16	-0.222782	0.085912	0.000000	0.000000	-0.104315	0.000000	0.003103	0.029628
5	GD16	-0.217063	0.167749	0.000000	0.000000	-0.126925	0.000000	0.031380	-0.032798
6	GD16	-0.261106	0.097088	0.000000	0.000000	-0.100080	0.000000	-0.003808	-0.011168
7	GD16	-0.240280	0.027404	0.000000	0.000000	-0.108256	0.000000	-0.011251	-0.012612
8	GD16	-0.245072	0.409953	0.000000	0.000000	-0.082821	0.000000	0.014983	0.006887
9	GD16	-0.157372	0.054186	0.000000	0.000000	-0.100940	0.000000	0.008196	0.015206
10	GD16	-0.252103	0.146752	0.000000	0.000000	-0.084844	0.000000	-0.017577	0.035542
