rep	id	rhoS	deltaSC	rhoC	deltaCB	rhoB
1	AG111	0.617227	0.341202	3.287988	4.045525	0.106408
2	AG111	0.532487	0.381557	3.361330	3.822795	0.180957
3	AG111	0.597645	0.337899	3.392402	3.998118	0.086227
4	AG111	0.624162	0.345050	3.218938	4.021065	0.183768
5	AG111	0.617117	0.421312	3.325808	4.003600	0.165942
6	AG111	0.569750	0.327902	3.337620	3.902463	0.309316
7	AG111	0.580527	0.423897	3.299987	3.987454	0.172071
8	AG111	0.579450	0.297173	3.379104	4.132352	0.337823
9	AG111	0.549713	0.247269	3.392193	3.763958	0.251160
10	AG111	0.600315	0.322936	3.355689	3.896637	0.082843
1	AG112	0.733728	0.431249	3.298917	3.852509	0.412877
2	AG112	0.738028	0.330317	3.338092	3.885174	0.339922
3	AG112	0.727193	0.348503	3.448524	3.718054	0.429893
4	AG112	0.733954	0.523362	3.251131	3.669204	0.339550
5	AG112	0.760678	0.320670	3.413162	3.701625	0.264746
6	AG112	0.794756	0.415448	3.362350	3.906885	0.361105
7	AG112	0.734969	0.449766	3.496701	3.833588	0.294758
8	AG112	0.749610	0.289244	3.370216	3.695749	0.399801
9	AG112	0.744286	0.286703	3.547941	3.619216	0.311065
10	AG112	0.760719	0.316466	3.432694	3.742478	0.302436
1	AG139	0.594925	0.366361	3.418541	3.905930	0.217944
2	AG139	0.542753	0.433300	3.445872	3.982108	0.263632
3	AG139	0.586021	0.483570	3.331956	3.734645	0.163513
4	AG139	0.623080	0.353708	3.273959	3.834684	0.321078
5	AG139	0.661786	0.331051	3.402239	4.071710	0.285469
6	AG139	0.529021	0.336112	3.330627	3.751308	0.235512
7	AG139	0.590763	0.407430	3.246075	3.790974	0.315016
8	AG139	0.611605	0.512064	3.334798	3.872959	0.161475
9	AG139	0.556977	0.298890	3.523395	3.856533	0.303780
10	AG139	0.550485	0.450716	3.428812	4.094959	0.349406
1	AG142	0.758243	0.613441	3.300043	3.919052	0.199670
2	AG142	0.757311	0.453758	3.478101	3.938350	0.215163
3	AG142	0.751240	0.659045	3.460860	3.788125	0.122096
4	AG142	0.817311	0.600054	3.381212	4.051211	0.142222
5	AG142	0.730994	0.566145	3.349483	3.786881	0.230335
6	AG142	0.733139	0.595483	3.426958	4.148004	0.372840
7	AG142	0.713118	0.554776	3.479082	3.828195	0.184242
8	AG142	0.745189	0.639696	3.341086	3.755435	0.265754
9	AG142	0.727349	0.478051	3.363017	3.757314	0.173624
10	AG142	0.744788	0.669537	3.319759	3.914069	0.251015
1	GD14	0.615231	0.414874	3.326639	3.649862	0.466100
2	GD14	0.631673	0.388115	3.368218	3.535723	0.396251
3	GD14	0.658246	0.360711	3.353952	3.722631	0.419882
4	GD14	0.611367	0.426833	3.440041	3.728992	0.398908
5	GD14	0.654755	0.447428	3.366648	3.664671	0.391486
6	GD14	0.674470	0.546307	3.353080	3.915618	0.460994
7	GD14	0.605103	0.402142	3.474875	3.485012	0.316015
8	GD14	0.668042	0.342571	3.456217	3.881051	0.363283
9	GD14	0.616725	0.458789	3.282007	3.809813	0.473000
10	GD14	0.617336	0.464031	3.329156	3.792338	0.451979
1	GD15	0.627490	0.367155	3.415587	3.922148	0.101260
2	GD15	0.629864	0.530019	3.240436	4.091732	0.228109
3	GD15	0.617412	0.354861	3.257103	3.809305	0.249557
4	GD15	0.600242	0.330541	3.505917	3.842096	0.167624
5	GD15	0.616475	0.334366	3.442290	3.564543	0.141572
6	GD15	0.564660	0.279030	3.495200	4.040585	0.316004
7	GD15	0.601287	0.454838	3.467661	4.006810	0.070169
8	GD15	0.566839	0.357687	3.335809	4.061126	0.338104
9	GD15	0.585723	0.434695	3.308649	4.177521	0.294367
10	GD15	0.602619	0.447869	3.297729	3.992473	0.269635
1	GD16	0.355693	0.529571	3.367612	3.761347	0.060642
2	GD16	0.357046	0.351357	3.240550	4.198341	0.312048
3	GD16	0.379369	0.328112	3.398494	3.852161	0.190552
4	GD16	0.367720	0.601509	3.436920	4.183864	0.081222
5	GD16	0.325284	0.384325	3.279913	3.834400	0.355055
6	GD16	0.437738	0.331458	3.406427	3.806511	0.035972
7	GD16	0.424238	0.346962	3.401243	4.005255	0.185273
8	GD16	0.433671	0.436244	3.401936	3.970000	0.049470
9	GD16	0.389617	0.422289	3.296284	3.779974	0.156455
10	GD16	0.357717	0.604491	3.417518	3.844695	0.092281
