rep	id	eta_rhoS	eta_deltaSC	eta_rhoC	eta_deltaCB	eta_rhoB
1	AG111	-0.021429	-0.220957	-0.233661	-0.009783	-0.139225
2	AG111	0.000240	-0.182781	0.128956	-0.021244	-0.292128
3	AG111	-0.039405	-0.113337	0.048890	0.010289	-0.085340
4	AG111	0.008415	-0.123434	0.159760	-0.000752	-0.127716
5	AG111	0.047287	-0.372362	0.002741	-0.003525	-0.120821
6	AG111	-0.023481	-0.237016	0.003262	0.003137	-0.040994
7	AG111	-0.053938	-0.093244	-0.111279	-0.005930	-0.054235
8	AG111	-0.006554	-0.122092	-0.034299	0.018742	-0.078175
9	AG111	-0.011822	-0.099677	-0.218363	0.015144	-0.028905
10	AG111	-0.015954	-0.227514	0.069101	0.004956	-0.237941
1	AG112	0.124739	0.479092	-0.097409	-0.026175	-0.036042
2	AG112	0.119732	0.078535	-0.149736	0.011421	0.153934
3	AG112	0.131471	0.098121	0.064847	0.000168	0.057491
4	AG112	0.183298	0.052751	0.158747	-0.002367	-0.050983
5	AG112	0.171361	0.364542	-0.027269	-0.015575	-0.069218
6	AG112	0.127551	-0.043969	0.155460	-0.000146	0.134635
7	AG112	0.113942	0.208628	0.162263	-0.000909	-0.068931
8	AG112	0.148588	-0.042294	0.073233	0.023631	0.143804
9	AG112	0.164888	0.210164	0.154700	-0.013238	-0.033364
10	AG112	0.179066	0.065353	0.007537	-0.011599	-0.012434
1	AG139	-0.075439	-0.007120	0.081397	0.001110	0.004628
2	AG139	-0.041559	0.080624	0.191342	0.032537	-0.024602
3	AG139	-0.014818	0.246355	0.141453	0.013962	-0.169339
4	AG139	-0.028862	-0.114244	0.020247	0.009248	0.022635
5	AG139	-0.027434	-0.048428	-0.073096	-0.019313	0.026746
6	AG139	-0.072025	-0.041570	-0.043884	-0.011987	0.028626
7	AG139	-0.035101	-0.094701	0.097102	0.010922	0.001833
8	AG139	-0.038195	-0.172147	0.065734	0.006687	0.065679
9	AG139	0.036870	0.152345	-0.091484	-0.014658	-0.112672
10	AG139	-0.037100	0.184192	0.069193	-0.020965	-0.157186
1	AG142	0.122253	0.308063	-0.004507	-0.017389	-0.067597
2	AG142	0.176258	0.249193	-0.067550	-0.000913	0.104148
3	AG142	0.117734	0.242362	0.210804	0.007265	-0.088679
4	AG142	0.125754	0.082723	-0.112172	0.037288	0.027700
5	AG142	0.082474	0.101386	0.125366	-0.013948	-0.002452
6	AG142	0.155284	0.189829	0.148977	0.002624	-0.187299
7	AG142	0.188175	0.346809	-0.110254	-0.008961	-0.154628
8	AG142	0.131237	0.088401	0.000951	0.013744	0.025419
9	AG142	0.092007	0.006581	0.067072	0.002911	0.048748
10	AG142	0.154563	0.445900	0.037370	-0.005599	-0.107966
1	GD14	0.007894	-0.039847	0.128373	0.005111	0.210218
2	GD14	-0.005379	0.113148	0.101956	0.004916	0.226921
3	GD14	0.048727	-0.045305	-0.009749	-0.027286	0.047440
4	GD14	0.000373	-0.023522	-0.064908	-0.008309	0.205679
5	GD14	0.067792	-0.164760	-0.111104	-0.022209	0.185090
6	GD14	0.059247	0.030483	-0.043365	0.000574	0.125629
7	GD14	0.093874	-0.130848	0.267808	0.007379	0.174101
8	GD14	-0.003279	0.078616	0.069389	0.014782	0.209235
9	GD14	0.025191	-0.228634	0.013384	-0.042444	0.365056
10	GD14	-0.026807	0.017292	-0.145564	-0.019575	0.277006
1	GD15	-0.032627	0.007623	-0.056509	0.002670	-0.014724
2	GD15	-0.015789	-0.071655	0.069044	0.021602	0.030235
3	GD15	-0.017249	-0.307013	-0.111935	0.004725	0.166926
4	GD15	0.003853	-0.124191	-0.067652	0.026364	0.037492
5	GD15	-0.026350	-0.302157	-0.051029	-0.008745	0.062670
6	GD15	-0.059827	-0.154209	-0.039539	0.029178	-0.002650
7	GD15	0.002349	0.040795	0.015304	-0.014878	-0.163502
8	GD15	-0.044349	0.027340	-0.061739	-0.005217	0.030763
9	GD15	-0.035006	0.018092	-0.093331	0.003362	-0.003747
10	GD15	0.005690	-0.101047	0.149733	0.010323	0.003257
1	GD16	-0.242011	0.164689	-0.194835	-0.001371	-0.162018
2	GD16	-0.227565	0.095784	-0.073506	-0.017037	-0.144970
3	GD16	-0.241119	-0.084011	-0.104682	-0.028143	-0.072587
4	GD16	-0.227551	-0.127688	-0.040603	0.000577	0.005362
5	GD16	-0.187168	-0.235751	-0.121131	-0.034362	-0.075630
6	GD16	-0.187079	-0.187395	0.074755	-0.024693	-0.057625
7	GD16	-0.275038	-0.091983	0.158176	0.012119	-0.089389
8	GD16	-0.258404	0.092568	-0.101175	-0.007310	0.013640
9	GD16	-0.204327	0.303950	-0.056725	0.025102	-0.121948
10	GD16	-0.201218	0.250275	-0.045050	-0.013827	-0.166753
