rep	id	eta_rhoS	eta_deltaSC	eta_rhoC	eta_deltaCB	eta_rhoB
1	AG111	0.003092	-0.442710	-0.118872	-0.034661	-0.092642
2	AG111	-0.009563	-0.558229	-0.008184	0.006561	-0.009190
3	AG111	-0.052070	-0.078710	-0.042275	0.008604	-0.124355
4	AG111	0.008161	-0.150101	-0.108203	-0.017603	-0.022158
5	AG111	-0.034214	-0.060292	-0.117412	-0.001845	0.029022
6	AG111	-0.020590	-0.613574	-0.160529	-0.054283	-0.105468
7	AG111	-0.030045	-0.280338	-0.080624	0.062076	0.013685
8	AG111	0.016338	-0.632688	-0.100149	0.028747	-0.070132
9	AG111	-0.010095	-0.404779	0.000031	0.096388	0.094395
10	AG111	-0.037118	-0.194337	-0.062068	0.029963	0.031208
1	AG112	0.102533	0.110805	0.008573	-0.129005	-0.087039
2	AG112	0.154550	0.345678	-0.175150	-0.145235	-0.027271
3	AG112	0.108951	0.101317	-0.036826	-0.063229	0.002144
4	AG112	0.130407	-0.048636	0.063483	-0.053195	0.010129
5	AG112	0.155633	0.192521	0.009807	0.010870	0.101817
6	AG112	0.133361	0.106979	0.164409	-0.030269	-0.009204
7	AG112	0.134117	-0.102209	0.074210	-0.029181	0.061246
8	AG112	0.107519	0.180557	-0.027872	-0.059061	0.054158
9	AG112	0.127983	0.083913	0.121528	-0.015010	-0.021272
10	AG112	0.123728	0.070796	0.165066	0.070442	0.049214
1	AG139	0.006141	0.241181	-0.066578	0.017503	-0.033338
2	AG139	-0.061066	-0.033068	-0.025249	0.001681	-0.022451
3	AG139	-0.064325	0.006871	-0.020412	0.058988	0.038371
4	AG139	-0.019472	-0.003160	-0.110705	-0.132374	-0.108763
5	AG139	-0.030393	-0.071778	-0.003062	0.032084	-0.038205
6	AG139	-0.011168	-0.022864	0.001875	0.086552	-0.022071
7	AG139	-0.025165	0.049064	0.049621	0.035168	-0.049534
8	AG139	-0.068806	0.298724	-0.199026	-0.108491	-0.039038
9	AG139	-0.033876	0.048202	0.029701	0.044860	-0.154306
10	AG139	-0.059793	0.011546	-0.071885	0.012704	-0.009808
1	AG142	0.114287	0.277821	0.032371	0.045810	0.043027
2	AG142	0.151533	0.528457	-0.140099	-0.027348	-0.056481
3	AG142	0.135790	0.399063	-0.036171	-0.011060	0.075347
4	AG142	0.155090	0.161544	-0.038898	0.031768	-0.036207
5	AG142	0.115349	0.422522	-0.095401	-0.053110	-0.023611
6	AG142	0.138455	0.199893	0.205099	0.041516	-0.050422
7	AG142	0.090028	0.385356	-0.074446	0.053370	-0.019087
8	AG142	0.124527	0.483129	-0.074759	-0.007855	-0.027130
9	AG142	0.131669	0.415717	0.026060	0.057154	0.048109
10	AG142	0.132852	0.403800	0.143076	0.068718	-0.026998
1	GD14	0.013320	-0.053985	0.147107	-0.037249	0.038906
2	GD14	0.022613	-0.127407	0.110251	-0.118332	0.026340
3	GD14	0.015936	-0.140845	-0.079879	-0.169900	0.037322
4	GD14	0.023956	-0.086563	0.083035	-0.042958	0.092952
5	GD14	0.057774	-0.026372	-0.011943	-0.097352	0.067371
6	GD14	-0.003097	-0.259125	-0.046465	-0.141200	0.126655
7	GD14	-0.005432	0.104599	0.006625	-0.093892	0.056509
8	GD14	-0.039265	-0.156218	0.062655	-0.172395	0.064846
9	GD14	0.021053	-0.032008	0.129145	-0.013555	0.078938
10	GD14	-0.011331	-0.114147	0.118593	-0.068550	0.131473
1	GD15	-0.021165	-0.290655	0.056198	0.092048	0.128454
2	GD15	-0.006147	-0.039967	-0.039814	0.002492	0.021594
3	GD15	0.014120	-0.065689	0.202017	0.022142	-0.028221
4	GD15	-0.027755	-0.086963	-0.141374	0.037381	0.019077
5	GD15	0.020784	0.086615	-0.057994	-0.063003	-0.067332
6	GD15	-0.001088	-0.156526	-0.153345	0.040334	0.146721
7	GD15	0.032238	-0.181348	0.044856	0.042964	0.042594
8	GD15	0.002133	-0.099102	-0.025711	0.039747	0.006495
9	GD15	0.029438	-0.005978	-0.207035	0.128385	0.140140
10	GD15	-0.014226	-0.144871	0.070047	0.033247	-0.020885
1	GD16	-0.301449	-0.104876	-0.097762	-0.012482	-0.005915
2	GD16	-0.246819	0.161052	0.057966	0.019818	-0.127442
3	GD16	-0.284320	0.105629	0.013672	-0.010932	-0.143181
4	GD16	-0.240621	0.008055	0.174093	0.057961	-0.021800
5	GD16	-0.261717	-0.006531	-0.154889	-0.042305	0.004116
6	GD16	-0.213643	-0.040590	-0.142188	0.011964	-0.166328
7	GD16	-0.219654	-0.101681	0.042979	0.070965	-0.012004
8	GD16	-0.239885	0.002438	0.078847	0.099032	-0.035867
9	GD16	-0.235674	-0.155396	-0.163775	0.027947	0.048137
10	GD16	-0.242531	0.038654	-0.057737	0.119762	-0.018693
