rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.579942	-0.500938	3.095987	0.000000	-0.205267	-0.191766
2	AG111	0.589338	-0.341480	3.095987	0.000000	-0.175598	-0.191766
3	AG111	0.625597	-0.124855	3.095987	0.000000	-0.136213	-0.191766
4	AG111	0.623206	-0.339267	3.095987	0.000000	-0.209810	-0.191766
5	AG111	0.582872	-0.324152	3.095987	0.000000	-0.122537	-0.191766
6	AG111	0.589056	-0.358951	3.095987	0.000000	-0.173086	-0.191766
7	AG111	0.598295	-0.176465	3.095987	0.000000	-0.161517	-0.191766
8	AG111	0.540490	0.032592	3.095987	0.000000	-0.161905	-0.191766
9	AG111	0.590886	-0.310007	3.095987	0.000000	-0.127479	-0.191766
10	AG111	0.562130	-0.370856	3.095987	0.000000	-0.191789	-0.191766
1	AG112	0.773448	0.256075	3.095987	0.000000	-0.211056	-0.191766
2	AG112	0.777092	0.179728	3.095987	0.000000	-0.246212	-0.191766
3	AG112	0.782169	0.264520	3.095987	0.000000	-0.149383	-0.191766
4	AG112	0.758086	0.107178	3.095987	0.000000	-0.181168	-0.191766
5	AG112	0.726979	0.232892	3.095987	0.000000	-0.268061	-0.191766
6	AG112	0.751378	0.284560	3.095987	0.000000	-0.210583	-0.191766
7	AG112	0.757667	0.197472	3.095987	0.000000	-0.266373	-0.191766
8	AG112	0.739270	0.248722	3.095987	0.000000	-0.190553	-0.191766
9	AG112	0.756902	-0.025839	3.095987	0.000000	-0.275493	-0.191766
10	AG112	0.768570	-0.050701	3.095987	0.000000	-0.237458	-0.191766
1	AG139	0.565147	0.175633	3.095987	0.000000	-0.176289	-0.191766
2	AG139	0.591016	0.262898	3.095987	0.000000	-0.086049	-0.191766
3	AG139	0.574098	-0.055073	3.095987	0.000000	-0.254848	-0.191766
4	AG139	0.535602	0.031469	3.095987	0.000000	-0.175688	-0.191766
5	AG139	0.534312	0.189688	3.095987	0.000000	-0.169648	-0.191766
6	AG139	0.572504	0.067741	3.095987	0.000000	-0.221612	-0.191766
7	AG139	0.579892	0.334261	3.095987	0.000000	-0.131739	-0.191766
8	AG139	0.600462	0.078211	3.095987	0.000000	-0.118858	-0.191766
9	AG139	0.634754	0.142279	3.095987	0.000000	-0.038780	-0.191766
10	AG139	0.581211	0.451524	3.095987	0.000000	-0.136186	-0.191766
1	AG142	0.730088	0.443261	3.095987	0.000000	-0.234899	-0.191766
2	AG142	0.705809	0.381925	3.095987	0.000000	-0.224548	-0.191766
3	AG142	0.818494	0.560270	3.095987	0.000000	-0.206265	-0.191766
4	AG142	0.764715	0.533027	3.095987	0.000000	-0.098577	-0.191766
5	AG142	0.808449	0.577457	3.095987	0.000000	-0.135399	-0.191766
6	AG142	0.721999	0.344835	3.095987	0.000000	-0.184420	-0.191766
7	AG142	0.731838	0.572838	3.095987	0.000000	-0.225779	-0.191766
8	AG142	0.748058	0.399124	3.095987	0.000000	-0.158879	-0.191766
9	AG142	0.781312	0.473329	3.095987	0.000000	-0.138224	-0.191766
10	AG142	0.758073	0.470994	3.095987	0.000000	-0.157072	-0.191766
1	GD14	0.574724	0.054428	3.095987	0.000000	-0.283839	-0.191766
2	GD14	0.600455	-0.056732	3.095987	0.000000	-0.368172	-0.191766
3	GD14	0.670278	0.073030	3.095987	0.000000	-0.278299	-0.191766
4	GD14	0.623336	-0.120435	3.095987	0.000000	-0.388701	-0.191766
5	GD14	0.591652	-0.209998	3.095987	0.000000	-0.335450	-0.191766
6	GD14	0.649771	0.191071	3.095987	0.000000	-0.277215	-0.191766
7	GD14	0.620955	0.088706	3.095987	0.000000	-0.367292	-0.191766
8	GD14	0.606901	0.339753	3.095987	0.000000	-0.267060	-0.191766
9	GD14	0.599897	-0.285525	3.095987	0.000000	-0.344469	-0.191766
10	GD14	0.636049	0.045087	3.095987	0.000000	-0.341471	-0.191766
1	GD15	0.583485	-0.035093	3.095987	0.000000	-0.128579	-0.191766
2	GD15	0.617966	-0.077822	3.095987	0.000000	-0.122877	-0.191766
3	GD15	0.648979	0.005273	3.095987	0.000000	-0.099861	-0.191766
4	GD15	0.613043	0.022502	3.095987	0.000000	-0.114616	-0.191766
5	GD15	0.606255	-0.127012	3.095987	0.000000	-0.159672	-0.191766
6	GD15	0.579478	-0.096132	3.095987	0.000000	-0.133479	-0.191766
7	GD15	0.565862	0.063666	3.095987	0.000000	-0.139601	-0.191766
8	GD15	0.590030	-0.078200	3.095987	0.000000	-0.155214	-0.191766
9	GD15	0.617524	0.144275	3.095987	0.000000	-0.152763	-0.191766
10	GD15	0.584598	0.118979	3.095987	0.000000	-0.127229	-0.191766
1	GD16	0.390812	0.134498	3.095987	0.000000	-0.095854	-0.191766
2	GD16	0.394462	0.029771	3.095987	0.000000	-0.127799	-0.191766
3	GD16	0.384796	0.187221	3.095987	0.000000	-0.106643	-0.191766
4	GD16	0.393219	0.134389	3.095987	0.000000	-0.097911	-0.191766
5	GD16	0.365771	0.101584	3.095987	0.000000	-0.135236	-0.191766
6	GD16	0.441048	0.214644	3.095987	0.000000	-0.054592	-0.191766
7	GD16	0.382514	-0.079495	3.095987	0.000000	-0.211577	-0.191766
8	GD16	0.407346	0.021989	3.095987	0.000000	-0.090365	-0.191766
9	GD16	0.378467	-0.035783	3.095987	0.000000	-0.144222	-0.191766
10	GD16	0.403928	-0.110166	3.095987	0.000000	-0.221722	-0.191766
