parameter	value	se_sa	rse_sa
rhoS_pop	0.61230282313970974	0.04689766965151276	7.65922806153909885
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	5.57685278055211597	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.29026708976957100	nan	nan
omega_rhoS	0.12090207585295035	0.03419913272420620	28.28663815979603058
omega_deltaSC	0.27476741254592824	0.14019748212811170	51.02405733965167656
b1	0.16948410392603569	0.02328554386716743	13.73907247214726546
b2	0.18916434568324805	0.02446856381472854	12.93508230969734107
b3	0.31644280270438085	0.05385612079656950	17.01922759383521111
