rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.601479	-0.283118	3.745472	0.000000	0.100273	0.220805
2	AG111	0.581259	-0.072568	3.745472	0.000000	0.145500	0.333949
3	AG111	0.590135	-0.024152	3.745472	0.000000	0.100164	0.323277
4	AG111	0.568823	-0.375680	3.745472	0.000000	0.056019	0.332887
5	AG111	0.588180	-0.025673	3.745472	0.000000	-0.007575	0.149134
6	AG111	0.603805	0.008859	3.745472	0.000000	0.032361	0.164064
7	AG111	0.596809	-0.357227	3.745472	0.000000	0.141055	0.230706
8	AG111	0.586547	-0.269502	3.745472	0.000000	0.057952	0.225138
9	AG111	0.598430	-0.196077	3.745472	0.000000	-0.020616	0.213532
10	AG111	0.589930	-0.570519	3.745472	0.000000	-0.027369	0.269823
1	AG112	0.743966	0.059030	3.745472	0.000000	-0.067317	0.204220
2	AG112	0.696978	0.099766	3.745472	0.000000	-0.052981	0.254491
3	AG112	0.787141	0.235939	3.745472	0.000000	-0.026277	0.309715
4	AG112	0.721410	0.224228	3.745472	0.000000	0.000827	0.309908
5	AG112	0.749829	0.248536	3.745472	0.000000	0.029712	0.320680
6	AG112	0.795022	0.101773	3.745472	0.000000	-0.063222	0.185526
7	AG112	0.710429	0.028646	3.745472	0.000000	-0.081820	0.289837
8	AG112	0.782893	0.137086	3.745472	0.000000	0.041288	0.215258
9	AG112	0.753137	-0.290577	3.745472	0.000000	-0.107700	0.232843
10	AG112	0.711146	-0.021310	3.745472	0.000000	-0.078052	0.296423
1	AG139	0.550097	0.341728	3.745472	0.000000	-0.056353	0.163153
2	AG139	0.577002	0.145244	3.745472	0.000000	-0.007381	0.249558
3	AG139	0.597613	0.176612	3.745472	0.000000	0.022872	0.287847
4	AG139	0.572960	0.183103	3.745472	0.000000	0.048362	0.225510
5	AG139	0.578370	0.061918	3.745472	0.000000	-0.016450	0.253256
6	AG139	0.565844	-0.014943	3.745472	0.000000	0.026741	0.314666
7	AG139	0.589861	-0.220173	3.745472	0.000000	-0.001593	0.298413
8	AG139	0.619917	0.328987	3.745472	0.000000	0.121927	0.261142
9	AG139	0.612614	-0.070625	3.745472	0.000000	0.029267	0.225294
10	AG139	0.581403	0.176183	3.745472	0.000000	0.018351	0.232401
1	AG142	0.755030	0.342718	3.745472	0.000000	0.015062	0.172764
2	AG142	0.727151	0.128190	3.745472	0.000000	0.018318	0.370639
3	AG142	0.718408	0.078216	3.745472	0.000000	0.053460	0.308427
4	AG142	0.706763	0.305115	3.745472	0.000000	-0.034485	0.279200
5	AG142	0.755342	0.308792	3.745472	0.000000	0.025187	0.261727
6	AG142	0.762476	0.101000	3.745472	0.000000	0.036685	0.291272
7	AG142	0.748072	0.051763	3.745472	0.000000	0.049595	0.249955
8	AG142	0.770032	0.537834	3.745472	0.000000	0.031126	0.259670
9	AG142	0.751572	0.607013	3.745472	0.000000	0.068620	0.266875
10	AG142	0.746531	0.242337	3.745472	0.000000	-0.003957	0.213733
1	GD14	0.673546	-0.147915	3.745472	0.000000	-0.015589	0.432895
2	GD14	0.615298	-0.100856	3.745472	0.000000	-0.143317	0.339178
3	GD14	0.656081	-0.085463	3.745472	0.000000	-0.033317	0.345533
4	GD14	0.639762	-0.057465	3.745472	0.000000	-0.102201	0.358240
5	GD14	0.648363	0.282620	3.745472	0.000000	-0.056105	0.329183
6	GD14	0.646130	0.171133	3.745472	0.000000	-0.060541	0.278437
7	GD14	0.629869	-0.325379	3.745472	0.000000	-0.173343	0.310097
8	GD14	0.592225	-0.144470	3.745472	0.000000	-0.107961	0.294046
9	GD14	0.589598	0.064078	3.745472	0.000000	-0.106757	0.280464
10	GD14	0.624736	-0.084712	3.745472	0.000000	-0.145562	0.333045
1	GD15	0.574088	-0.140846	3.745472	0.000000	0.080374	0.351980
2	GD15	0.569422	-0.197173	3.745472	0.000000	-0.021094	0.252037
3	GD15	0.576478	-0.189891	3.745472	0.000000	0.024187	0.296415
4	GD15	0.609631	-0.327940	3.745472	0.000000	0.002828	0.171941
5	GD15	0.662799	0.302463	3.745472	0.000000	0.104897	0.319627
6	GD15	0.598288	-0.058514	3.745472	0.000000	-0.038814	0.165729
7	GD15	0.620572	0.003792	3.745472	0.000000	0.035823	0.245291
8	GD15	0.583113	-0.293168	3.745472	0.000000	0.029833	0.324501
9	GD15	0.599847	-0.451425	3.745472	0.000000	-0.122796	0.255425
10	GD15	0.563248	-0.056637	3.745472	0.000000	-0.006276	0.228694
1	GD16	0.415544	-0.059414	3.745472	0.000000	0.036904	0.343094
2	GD16	0.428458	-0.010074	3.745472	0.000000	0.069873	0.173886
3	GD16	0.376444	-0.072028	3.745472	0.000000	0.021692	0.232259
4	GD16	0.384977	-0.166488	3.745472	0.000000	0.041197	0.224057
5	GD16	0.432113	-0.150554	3.745472	0.000000	0.117646	0.256339
6	GD16	0.403032	-0.118727	3.745472	0.000000	0.039752	0.354157
7	GD16	0.390316	-0.024902	3.745472	0.000000	0.037098	0.239023
8	GD16	0.412262	-0.092738	3.745472	0.000000	0.066167	0.242483
9	GD16	0.375393	-0.020972	3.745472	0.000000	0.103642	0.241739
10	GD16	0.333872	0.167495	3.745472	0.000000	0.023173	0.207765
