parameter	value	se_sa	rse_sa
rhoS_pop	0.62788069478062181	0.04743149890907942	7.55422157479323886
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	2.09815041637100430	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	-0.33338387326733537	nan	nan
omega_rhoS	0.12028812421081084	0.03436934508723866	28.57251728940813251
omega_deltaSC	0.05032180782231661	0.13789473960566156	274.02580625195327002
b1	0.16885215235972398	0.02366116510659003	14.01294847351551276
b2	0.60442666719167659	0.08106672575788169	13.41216894591014075
b3	1.06983472911908217	0.14963961608121709	13.98717128994611869
