rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	AG111	-0.038800	0.012906	0.000000	0.000000	0.000000	0.000000
2	AG111	-0.055294	0.016724	0.000000	0.000000	0.000000	0.000000
3	AG111	-0.023171	0.036320	0.000000	0.000000	0.000000	0.000000
4	AG111	-0.016746	0.021761	0.000000	0.000000	0.000000	0.000000
5	AG111	-0.068376	-0.065627	0.000000	0.000000	0.000000	0.000000
6	AG111	0.003896	0.032437	0.000000	0.000000	0.000000	0.000000
7	AG111	-0.009764	-0.006782	0.000000	0.000000	0.000000	0.000000
8	AG111	0.009182	0.023688	0.000000	0.000000	0.000000	0.000000
9	AG111	-0.043517	-0.042454	0.000000	0.000000	0.000000	0.000000
10	AG111	-0.029122	0.016392	0.000000	0.000000	0.000000	0.000000
1	AG112	0.094966	-0.017240	0.000000	0.000000	0.000000	0.000000
2	AG112	0.119121	0.019633	0.000000	0.000000	0.000000	0.000000
3	AG112	0.113748	-0.012172	0.000000	0.000000	0.000000	0.000000
4	AG112	0.178457	-0.010596	0.000000	0.000000	0.000000	0.000000
5	AG112	0.140404	-0.072650	0.000000	0.000000	0.000000	0.000000
6	AG112	0.154218	0.046985	0.000000	0.000000	0.000000	0.000000
7	AG112	0.130928	-0.001328	0.000000	0.000000	0.000000	0.000000
8	AG112	0.146125	0.017016	0.000000	0.000000	0.000000	0.000000
9	AG112	0.135202	0.003415	0.000000	0.000000	0.000000	0.000000
10	AG112	0.101468	-0.027541	0.000000	0.000000	0.000000	0.000000
1	AG139	-0.069532	0.063191	0.000000	0.000000	0.000000	0.000000
2	AG139	-0.007124	0.039057	0.000000	0.000000	0.000000	0.000000
3	AG139	-0.101627	-0.066717	0.000000	0.000000	0.000000	0.000000
4	AG139	-0.083580	-0.022768	0.000000	0.000000	0.000000	0.000000
5	AG139	-0.069757	0.015018	0.000000	0.000000	0.000000	0.000000
6	AG139	-0.055034	0.075765	0.000000	0.000000	0.000000	0.000000
7	AG139	0.012394	0.013173	0.000000	0.000000	0.000000	0.000000
8	AG139	-0.099314	-0.002231	0.000000	0.000000	0.000000	0.000000
9	AG139	-0.084805	-0.009138	0.000000	0.000000	0.000000	0.000000
10	AG139	-0.088262	-0.013273	0.000000	0.000000	0.000000	0.000000
1	AG142	0.136243	-0.010440	0.000000	0.000000	0.000000	0.000000
2	AG142	0.154205	0.041536	0.000000	0.000000	0.000000	0.000000
3	AG142	0.144668	-0.019063	0.000000	0.000000	0.000000	0.000000
4	AG142	0.202506	-0.015935	0.000000	0.000000	0.000000	0.000000
5	AG142	0.133579	0.035992	0.000000	0.000000	0.000000	0.000000
6	AG142	0.108827	-0.006058	0.000000	0.000000	0.000000	0.000000
7	AG142	0.125745	-0.022972	0.000000	0.000000	0.000000	0.000000
8	AG142	0.104586	-0.037249	0.000000	0.000000	0.000000	0.000000
9	AG142	0.093511	-0.035824	0.000000	0.000000	0.000000	0.000000
10	AG142	0.159112	0.060821	0.000000	0.000000	0.000000	0.000000
1	GD14	0.075458	-0.051009	0.000000	0.000000	0.000000	0.000000
2	GD14	0.030689	0.049780	0.000000	0.000000	0.000000	0.000000
3	GD14	0.028454	0.041941	0.000000	0.000000	0.000000	0.000000
4	GD14	0.003657	-0.003921	0.000000	0.000000	0.000000	0.000000
5	GD14	0.120630	-0.016114	0.000000	0.000000	0.000000	0.000000
6	GD14	-0.002726	-0.013208	0.000000	0.000000	0.000000	0.000000
7	GD14	0.016827	-0.079389	0.000000	0.000000	0.000000	0.000000
8	GD14	0.019438	-0.004437	0.000000	0.000000	0.000000	0.000000
9	GD14	0.087329	0.039788	0.000000	0.000000	0.000000	0.000000
10	GD14	0.063222	-0.023661	0.000000	0.000000	0.000000	0.000000
1	GD15	0.019436	0.043649	0.000000	0.000000	0.000000	0.000000
2	GD15	-0.015940	0.022847	0.000000	0.000000	0.000000	0.000000
3	GD15	-0.041310	0.029229	0.000000	0.000000	0.000000	0.000000
4	GD15	0.052582	-0.026806	0.000000	0.000000	0.000000	0.000000
5	GD15	0.000213	0.014396	0.000000	0.000000	0.000000	0.000000
6	GD15	0.050400	-0.012240	0.000000	0.000000	0.000000	0.000000
7	GD15	-0.024774	0.063973	0.000000	0.000000	0.000000	0.000000
8	GD15	-0.000284	0.001309	0.000000	0.000000	0.000000	0.000000
9	GD15	-0.015163	0.034195	0.000000	0.000000	0.000000	0.000000
10	GD15	0.010200	0.033975	0.000000	0.000000	0.000000	0.000000
1	GD16	-0.240371	-0.032045	0.000000	0.000000	0.000000	0.000000
2	GD16	-0.261404	0.019444	0.000000	0.000000	0.000000	0.000000
3	GD16	-0.273790	-0.009317	0.000000	0.000000	0.000000	0.000000
4	GD16	-0.206072	0.035219	0.000000	0.000000	0.000000	0.000000
5	GD16	-0.233082	0.047953	0.000000	0.000000	0.000000	0.000000
6	GD16	-0.236550	-0.056439	0.000000	0.000000	0.000000	0.000000
7	GD16	-0.238755	-0.004838	0.000000	0.000000	0.000000	0.000000
8	GD16	-0.282959	0.006267	0.000000	0.000000	0.000000	0.000000
9	GD16	-0.199177	-0.004660	0.000000	0.000000	0.000000	0.000000
10	GD16	-0.234835	-0.013798	0.000000	0.000000	0.000000	0.000000
